Sick/Injured Person,2017-1101-0001,11/1/2017 02:43 A.M.,11/1/2017 02:43 A.M.,MMC,Parkview West,Closed,Yes
"",,,,,Wertheim Performing,,
Hit & Run,2017-1101-0002,11/1/2017 10:26 A.M.,11/1/2017 10:26 A.M.,MMC,,Open,Unknown
"",,,,,Arts Center,,
"",,,,,FIU Community,,
Criminal Mischief,2017-1101-0008,11/1/2017 05:15 P.M.,11/1/2017 05:15 P.M.,MMC,,Open,Unknown
"",,,,,Stadium,,
"",,,,OFF,SW 102nd Ave/SW 8th,,
Traffic Stop/Vehicle Towed,2017-1101-0009,11/1/2017 06:22 P.M.,11/1/2017 06:22 P.M.,,,Closed,No
"",,,,CAMPUS,St,,
Theft/Bicycle,2017-1102-0001,11/02/2017 10:13 A.M.,11/02/2017 10:13 A.M.,MMC,Deuxieme Maison,Open,Yes
"",,,,,Sanford L. Ziff,,
Disturbance,2017-1102-0003,11/02/2017 11:08 A.M.,11/02/2017 11:08 A.M.,MMC,,Closed,Unknown
"",,,,,Education Bldg,,
"",,,,,Campus Support,,
Fraud/Property,2017-1102-0004,11/02/2017 10:58 A.M.,11/02/2017 10:58 A.M.,MMC,,Open,No
"",,,,,Complex,,
Criminal Mischief/Vehicle Keyed,2017-1102-0005,11/02/2017 11:25 A.M.,11/02/2017 11:25 A.M.,MMC,Gold Garage,Open,Yes
Theft/Grey Car Cover,2017-1102-0008,11/02/2017 03:12 P.M.,11/02/2017 03:12 P.M.,BBC,Bayview Housing,Open,Yes
Assist Other Agency/Reference A,,,,,,,
Student That Made Bomb Threats At,2017-1102-0009,11/02/2017 02:39 P.M.,11/02/2017 02:39 P.M.,MMC,Blue Garage,Closed,Yes
The Jewish Center,,,,,,,
Theft/Iphone 7 Plus,2017-1103-0001,11/03/2017 01:00 A.M.,11/03/2017 01:00 A.M.,MMC,Parkview Garage,Open,No
Theft/Hand Vacuum,2017-1103-0003,11/03/2017 11:20 A.M.,11/03/2017 11:20 A.M.,CEAS,Engineering Center,Open,No
Criminal Mischief/Rock Thrown at,,,,,,,
"",2017-1103-0004,11/03/2017 12:28 P.M.,11/03/2017 12:28 P.M.,MMC,PIKAP Greek Housing,Closed,Yes
Window,,,,,,,
Conduct Investigation/Verbal Threats,2017-1103-0006,11/03/2017 03:23 P.M.,11/03/2017 03:23 P.M.,MMC,PG5 Market Station,Closed,Unknown
Information Report/Room Flooded,,,,,,,
"",2017-1103-0008,11/03/2017 09:12 P.M.,11/03/2017 09:12 P.M.,MMC,FIJI Greek Housing,Closed,Unknown
from Sprinklers,,,,,,,
Conduct,,,,,,,
"",2017-1104-0001,11/04/2017 01:00 A.M.,11/04/2017 01:00 A.M.,MMC,Viertes Haus,Closed,No
Investigation/Arrest/Trespass,,,,,,,
"",,,,,FIU Community,,
Assault/Battery,2017-1104-0005,11/04/2017 07:28 P.M.,11/04/2017 07:28 P.M.,MMC,,Closed,Yes
"",,,,,Stadium,,
Narcotics Investigation,2017-1104-0006,11/04/2017 07:36 P.M.,11/04/2017 07:36 P.M.,MMC,Parkview East,Closed,Yes
