"",,,,,Engineering &,,
Information Report,2016-0104-0002,01/04/2016 10:41 A.M.,01/04/2016 10:41 A.M.,MMC,,Closed,Unknown
"",,,,,Computer Science,,
Theft/Ipad,2016-0104-0003,01/04/2016 01:06 P.M.,01/04/2016 01:06 P.M.,MMC,Graham Center,Open,No
"",,,,,University Park,,
Theft/Bicycle,2016-0104-0004,01/04/2016 02:01 P.M.,01/04/2016 02:01 P.M.,MMC,,Open,Unknown
"",,,,,Apartments,,
"",,,,,Academic Health,,
Theft/Bicycle,2016-0104-0006,01/04/2016 05:58 P.M.,01/04/2016 05:58 P.M.,MMC,,Open,Yes
"",,,,,Center 1,,
Disturbance Poss Inj,2016-0106-0001,01/06/2016 10:18 A.M.,01/06/2016 10:18 A.M.,MMC,Primera Casa Building,Closed,Yes
Information Report,2016-0106-0003,01/06/2016 10:45 P.M.,01/06/2016 10:45 P.M.,MMC,Red Garage,Closed,Unknown
Burglary,2016-0107-0003,01/07/2016 05:01 P.M.,01/07/2016 05:01 P.M.,MMC,Lot 10,Open,No
"",,,,OFF,W FLAGLER ST/SW,,
Arrest/Narcotics,2016-0107-0004,01/07/2016 04:51 P.M.,01/07/2016 04:51 P.M.,,,Closed,Unknown
"",,,,CAMPUS,104TH CT,,
Narcotics Investigation,2016-0107-0005,01/07/2016 10:59 P.M.,01/07/2016 10:59 P.M.,MMC,Lakeview South,Closed,Yes
Criminal Mischief,2016-0108-0002,01/08/2016 10:33 A.M.,01/08/2016 10:33 A.M.,MMC,Ziff Education Building,Open,Unknown
Burglary,2016-0108-0003,01/08/2016 10:40 A.M.,01/08/2016 10:40 A.M.,MMC,Parkview East,Open,Unknown
Theft/Cell Phone,2016-0108-0005,01/08/2016 07:26 P.M.,01/08/2016 07:26 P.M.,MMC,11200 S.W. 8th St.,Open,Yes
Theft/Bicycle,2016-0108-0006,01/08/2016 06:40 P.M.,01/08/2016 06:40 P.M.,CEAS,Engineering Center,Open,Unknown
Theft/Clothing,2016-0110-0002,01/10/2016 12:44 P.M.,01/10/2016 12:44 P.M.,MMC,Everglades Hall,Open,Yes
Theft/Cash,2016-0110-0003,01/10/2016 03:48 P.M.,01/10/2016 03:48 P.M.,MMC,11200 S.W. 8th St.,Open,No
Criminal Mischief,2016-0110-0004,01/10/2016 04:08 P.M.,01/10/2016 04:08 P.M.,MMC,Owa Ehan,Open,Unknown
Theft/Bicycle,2016-0110-0005,01/10/2016 05:32 P.M.,01/10/2016 05:32 P.M.,MMC,University Towers,Open,Yes
Auto Theft,2016-0111-0002,01/11/2016 10:42 A.M.,01/11/2016 10:42 A.M.,MMC,11200 SW 8TH ST,Open,Unknown
"",,,,,College Of Business,,
Theft/laptop,2016-0111-0004,01/11/2016 03:25 P.M.,01/11/2016 03:25 P.M.,MMC,,Open,Yes
"",,,,,Comp,,
Criminal Mischief,2016-0111-0005,01/11/2016 06:26 P.M.,01/11/2016 06:26 P.M.,MMC,1590 SW 111TH AVE,Closed,Yes
Theft/Cell Phone/Credit,,,,,,,
"",2016-0112-0002,01/12/2016 01:24 P.M.,01/12/2016 01:24 P.M.,MMC,Marketplace Garage,Open,Unknown
Card,,,,,,,
Theft/Lunchbox/Car Keys,2016-0112-0004,01/12/2016 05:52 P.M.,01/12/2016 05:52 P.M.,MMC,College Of Business,Open,Staff
Narcotics Investigation,2016-0112-0006,01/12/2016 07:58 P.M.,01/12/2016 07:58 P.M.,MMC,Apartments Bldg H,Closed,Yes
Narcotics Investigation,2016-0112-0007,01/12/2016 11:23 P.M.,01/12/2016 11:23 P.M.,MMC,Lakeview South,Closed,Yes
"",,,,,Lakeview Housing,,
Theft/Wallet,2016-0113-0002,01/13/2016 02:39 P.M.,01/13/2016 02:39 P.M.,MMC,,Open,Unknown
"",,,,,North,,
Theft/Headphones,2016-0113-0004,01/13/2016 05:00 P.M.,01/13/2016 05:00 P.M.,MMC,Graham Center,Open,Yes
"",,,,,FIU Community,,
Information Report,2016-0113-0007,01/13/2016 11:35 P.M.,01/13/2016 11:35 P.M.,MMC,,Closed,Unknown
"",,,,,Stadium,,
Theft/Laptop,2016-0113-0008,01/13/2016 11:38 P.M.,01/13/2016 11:38 P.M.,MMC,Academic One,Closed,Yes
"",,,,,Wolfe University,,
Disturbance,2016-0114-0002,01/14/2016 08:43 A.M.,01/14/2016 08:43 A.M.,BBC,,Closed,Unknown
"",,,,,Center,,
Conduct Investigation,2016-0114-0003,01/14/2016 04:59 P.M.,01/14/2016 04:59 P.M.,MMC,Market Place Garage,Closed,No
Suspicious Vehicle,2016-0114-0004,01/14/2016 09:48 P.M.,01/14/2016 09:48 P.M.,MMC,Lot 4,Closed,Yes
Information Report,2016-0115-0001,01/15/2016 05:50 A.M.,01/15/2016 05:50 A.M.,MMC,Panther Hall,Closed,Yes
Theft/Misc Items,2016-0115-0002,01/15/2016 06:47 A.M.,01/15/2016 06:47 A.M.,MMC,Panther Hall,Open,Yes
"",,,,,Wolfe University,,
Information Report,2016-0115-0004,01/15/2016 09:06 A.M.,01/15/2016 09:06 A.M.,BBC,,Closed,Unknown
"",,,,,Center,,
Theft/Phone,2016-0115-0007,01/15/2016 03:57 P.M.,01/15/2016 03:57 P.M.,MMC,Primera Casa,Open,No
"",,,,OFF,SW 107TH AVE/SW,,
Information report,2016-0116-0002,01/16/2016 04:24 A.M.,01/16/2016 04:24 A.M.,,,Closed,Unknown
"",,,,CAMPUS,24TH ST,,
Theft/Wallet,2016-0116-0003,01/16/2016 05:52 P.M.,01/16/2016 05:52 P.M.,MMC,Recreation Center,Open,Yes
"",,,,,FIU Community,,
Arrest/Resisting W/O,2016-0116-0004,01/16/2016 08:09 P.M.,01/16/2016 08:09 P.M.,MMC,,Closed,Unknown
"",,,,,Stadium,,
"",,,,,Lakeview Housing,,
Conduct Investigation,2016-0116-0005,01/16/2016 11:48 P.M.,01/16/2016 11:48 P.M.,MMC,,Closed,Yes
"",,,,,South,,
