Theft/Clothes,2018-0301-0001,03/01/2018 06:41 A.M.,03/01/2018 06:41 A.M.,MMC,Parkview East,Open,Yes
Theft/Headphones,2018-0301-0003,03/01/2018 12:59 P.M.,03/01/2018 12:59 P.M.,MMC,Green Library,Open,Yes
Theft/Clothes,2018-0301-0004,03/01/2018 12:37 P.M.,03/01/2018 12:37 P.M.,MMC,Parkview East,Open,Yes
Theft/Motorola G5,2018-0301-0006,03/01/2018 03:05 P.M.,03/01/2018 03:05 P.M.,MMC,Gold Garage,Open,Yes
Arrest/Signal 40 from Palm Beach,,,,,,,
"",2018-0301-0008,03/01/2018 09:11 P.M.,03/01/2018 09:11 P.M.,MMC,11200 SW 8TH ST,Closed,Yes
County,,,,,,,
Theft/Retainer,2018-0302-0001,03/02/2018 04:45 A.M.,03/02/2018 04:45 A.M.,MMC,Everglades Hall,Open,Yes
"",,,,,Ernest R. Graham,,
Theft/Bookbag,2018-0302-0003,03/02/2018 09:45 A.M.,03/02/2018 09:45 A.M.,MMC,,Open,Yes
"",,,,,Center,,
Information Report/Harassment,2018-0302-0004,03/02/2018 12:29 P.M.,03/02/2018 12:29 P.M.,MMC,Lakeview North,Open,No
Theft/Clothes,2018-0302-0005,03/02/2018 01:11 P.M.,03/02/2018 01:11 P.M.,BBC,Parkview East,Open,Yes
"",,,,,Ryder Business,,
Theft/Class Ring,2018-0302-0006,03/02/2018 03:35 P.M.,03/02/2018 03:35 P.M.,MMC,,Open,No
"",,,,,Building,,
"",,,,,Parking Garage 6-,,
Hit and Run,2018-0305-0004,03/05/2018 03:18 P.M.,03/05/2018 03:18 P.M.,MMC,,Open,Yes
"",,,,,Tech Station,,
Trespass TPW,2018-0305-0007,03/05/2018 05:47 P.M.,03/05/2018 05:47 P.M.,MMC,Panther Hall,Closed,No
Hit and Run,2018-0305-0008,03/05/2018 09:45 P.M.,03/05/2018 09:45 P.M.,MMC,PG5 Market Station,Open,Yes
Theft/Two Rings,2018-0306-0006,03/06/2018 03:23 P.M.,03/06/2018 03:23 P.M.,MMC,Green Library,Open,No
Theft/Macbook,2018-0306-0007,03/06/2018 03:31 P.M.,03/06/2018 03:31 P.M.,MMC,Deuxieme Maison,Open,Yes
Hit and Run,2018-0306-0009,03/06/2018 08:02 P.M.,03/06/2018 08:02 P.M.,MMC,Lot 4,Open,Yes
Conduct/Invest/Arrest (Trespass),2018-0306-0010,03/06/2018 08:56 P.M.,03/06/2018 08:56 P.M.,MMC,Deuxieme Maison,Closed,No
"",,,,,Primera Casa-Charles,,
Theft/Phone,2018-0307-0004,03/07/2018 01:39 P.M.,03/07/2018 01:39 P.M.,MMC,,Open,Yes
"",,,,,Perry,,
Theft/Money,2018-0307-0008,03/07/2018 06:24 P.M.,03/07/2018 06:24 P.M.,MMC,Lakeview South,Open,Yes
Civil Citation,2018-0308-0001,03/08/2018 01:24 A.M.,03/08/2018 01:24 A.M.,MMC,Panther Garage,Closed,No
Theft/Iphone 6,2018-0308-0004,03/08/2018 09:41 A.M.,03/08/2018 09:41 A.M.,MMC,University Towers,Open,Yes
"",,,,,Wertheim Performing,,
Trespass TPW,2018-0308-0005,03/08/2018 05:04 P.M.,03/08/2018 05:04 P.M.,MMC,,Closed,No
"",,,,,Arts Center,,
"",,,,,University Apartments,,
Hit and Run,2018-0309-0003,03/09/2018 08:57 A.M.,03/09/2018 08:57 A.M.,MMC,,Open,Yes
"",,,,,Bldg F,,
Criminal Mischief/Damage To Tennis,,,,,Women's,,
"",2018-0309-0004,03/09/2018 10:01 A.M.,03/09/2018 10:01 A.M.,MMC,,Open,Unknown
Courts,,,,,Softball/Tennis Center,,
Criminal Mischief/Vehicle,2018-0309-0007,03/09/2018 01:33 P.M.,03/09/2018 01:33 P.M.,MMC,Green House,Open,No
Theft/Medical Book,2018-0309-0008,03/09/2018 01:53 P.M.,03/09/2018 01:53 P.M.,MMC,Green Library,Open,Yes
Information Report/False Allegations,2018-0309-0009,03/09/2018 02:44 P.M.,03/09/2018 02:44 P.M.,MMC,PG5 Market Station,Open,Yes
Information Report/Suspicious Person,2018-0309-0013,03/09/2018 08:30 P.M.,03/09/2018 08:30 P.M.,MMC,PG5 Market Station,Closed,Unknown
Narcotics Investigation/Arrest,2018-0310-0002,03/10/2018 02:49 P.M.,03/10/2018 02:49 P.M.,MMC,PG5 Market Station,Closed,Yes
Theft/Passport and Resident Card,2018-0310-0004,03/10/2018 08:40 P.M.,03/09/2018 10:01 A.M.,MMC,Lakeview South,Open,Yes
Criminal Mischief/Tampering with Fire,,,,,,,
"",2018-0312-0002,03/12/2018 07:39 P.M.,03/12/2018 07:39 P.M.,MMC,Blue Garage,Open,Yes
Extinguisher,,,,,,,
"Burglary/Vehicle of Laptop, Charger",,,,,,,
"",2018-0312-0003,03/12/2018 09:34 P.M.,03/12/2018 09:34 P.M.,CEAS,Engineering Center,Open,Yes
and Electrical Equipment,,,,,,,
Information Report/Suspicious,,,,,,,
"",2018-0313-0001,03/12/2018 11:52 P.M.,03/12/2018 11:52 P.M.,MMC,PG5 Market Station,Closed,Yes
Persons Looking into Golfcarts,,,,,,,
Hit & Run,2018-0313-0002,03/13/2018 01:56 A.M.,03/13/2018 01:56 A.M.,MMC,Lot 6,Open,No
Civil Citation,2018-0313-0008,03/13/2018 11:23 P.M.,03/13/2018 11:23 P.M.,MMC,Lot 9,Closed,No
Information Report/Emails,,,,,,,
Referencing Bringing Guns on,2018-0314-0002,03/14/2018 03:32 P.M.,03/14/2018 03:32 P.M.,MMC,PG5 Market Station,Closed,Unknown
Campus,,,,,,,
"",,,,,SW 109th Ave/SW 8th,,
Emergency Back Up/Bridge Collapse,2018-0315-0005,03/15/2018 01:48 P.M.,03/15/2018 01:48 P.M.,MMC,,Open,Unknown
"",,,,,St.,,
Information Report / Investigations,2018-0317-0001,03/17/2108 09:02 A.M.,03/17/2108 09:02 A.M.,MMC,Public Safety BBC,Closed,Unknown
Hit & Run,2018-0317-0002,03/17/2018 02:23 P.M.,03/17/2018 02:23 P.M.,MMC,AHC Parking Lot,Closed,No
Criminal Mischief/Vending Machine,2018-0319-0001,03/19/2018 08:01 A.M.,03/19/2018 08:01 A.M.,MMC,Chemistry and Physics,Open,Yes
