Trespass TPW,2017-0702-0001,07/02/2017 08:09 P.M.,07/02/2017 08:09 P.M.,MMC,Green Library,Closed,No
Information Report,2017-0703-0001,07/03/2017 09:15 A.M.,07/03/2017 09:15 A.M.,MMC,PG5-Market Station,Closed,No
Arrest-TPW,2017-0704-0002,07/04/2017 04:13 P.M.,07/04/2017 04:13 P.M.,MMC,Chemistry & Physics,Closed,No
Criminal Mischief,2017-0705-0002,07/05/2017 06:53 P.M.,07/05/2017 06:53 P.M.,MMC,Deuxieme Maison,Open,No
"",,,,,Academic Health,,
Arrest,2017-0706-0001,07/06/2017 10:15 A.M.,07/06/2017 10:15 A.M.,MMC,,Closed,No
"",,,,,Center 2,,
"",,,,,Paul Cejas,,
Theft/Ipad Pro,2017-0706-0003,07/06/2017 01:24 P.M.,07/06/2017 01:24 P.M.,MMC,,Open,Unknown
"",,,,,Architecture,,
Fire - Fire Out,2017-0706-0006,07/06/2017 07:45 P.M.,07/06/2017 07:45 P.M.,MMC,Viertes Haus,Closed,Unknown
"",,,,,Ernest R. Graham,,
Conuct Investigation,2017-0706-0007,07/06/2017 08:43 P.M.,07/06/2017 08:43 P.M.,MMC,,Open,Yes
"",,,,,Center,,
"",,,,,Ryder Business,,
Conuct Investigation,2017-0707-0001,07/06/2017 11:30 P.M.,07/06/2017 11:30 P.M.,MMC,,Closed,Yes
"",,,,,Building,,
"",,,,,Primera Casa-Charles,,
Fraud,2017-0707-0002,07/07/2017 10:07 A.M.,07/07/2017 10:07 A.M.,MMC,,Open,Unknown
"",,,,,Perry,,
Information Report,2017-0709-0002,07/09/2017 11:19 A.M.,07/09/2017 11:19 A.M.,MMC,Ernest R. Graham,Closed,Yes
Arrest/Bench Warrant,2017-0710-0005,07/10/2017 04:23 P.M.,07/10/2017 04:23 P.M.,MMC,SW 16th St/PG1,Closed,Unknown
Assist Other Agency,2017-0710-0008,07/10/2017 09:10 P.M.,07/10/2017 09:10 P.M.,MMC,Parkview East,Closed,No
"",,,,,Primera Casa-Charles,,
Trespass,2017-0711-0001,07/11/2017 01:30 A.M.,07/11/2017 01:30 A.M.,MMC,,Closed,No
"",,,,,Perry,,
Fraud,2017-0711-0002,07/11/2017 09:27 A.M.,07/11/2017 09:27 A.M.,MMC,Duplicating Center,Open,Unknown
"",,,,OFF,NE 151ST ST/Bay Vista,,
Assist Other Agency,2017-0713-0001,07/13/2017 12:12 A.M.,07/13/2017 12:12 A.M.,,,Closed,Yes
"",,,,CAMPUS,Blvd,,
Theft/Samsung Galaxy,2017-0713-0002,07/13/2017 09:06 A.M.,07/13/2017 09:06 A.M.,BBC,Bayview Housing,Open,No
Traffic Crash,2017-0713-0003,07/13/2017 05:12 P.M.,07/13/2017 05:12 P.M.,MMC,Lot 9,Closed,Yes
Assault/Battery,2017-0713-0008,07/13/2017 11:00 P.M.,07/13/2017 11:00 P.M.,MMC,Gold Garage,Open,No
Investigation with Possible,,,,,,,
"",2017-0714-0002,07/14/2017 02:13 P.M.,07/14/2017 02:13 P.M.,MMC,Nature Preserve,Closed,No
Injuries,,,,,,,
Theft/Bicycle,2017-0714-0005,07/14/2017 08:32 P.M.,07/14/2017 08:32 P.M.,CEAS,Engineering Center,Open,No
Suspicious Vehicle,2017-0715-0001,07/15/2017 08:11 P.M.,07/15/2017 08:11 P.M.,MMC,Panther Garage,Closed,Yes
Arrest,2017-0716-0001,07/16/2017 01:58 A.M.,07/16/2017 01:58 A.M.,MMC,Panther Hall,Closed,Yes
"",,,,,Ernest R. Graham,,
Theft/Sumsung Cell Phone,2017-0716-0003,07/16/2017 10:28 P.M.,07/16/2017 10:28 P.M.,MMC,,Open,No
"",,,,,Center,,
Information Report,2017-0717-0001,07/17/2017 09:53 A.M.,07/17/2017 09:53 A.M.,MMC,Rafael Diaz-Balart Hall,Closed,Unknown
"",,,,,Primera Casa-Charles,,
Information Report,2017-0717-0002,07/172017 10:18 A.M.,07/172017 10:18 A.M.,MMC,,Closed,Unknown
"",,,,,Perry,,
Hit and Run,2017-0718-0006,07/18/2017 6:24 P.M.,07/18/2017 6:24 P.M.,MMC,Parkview Garage,Open,No
"",,,,,Management & New,,
Theft/Purse,2017-0719-0001,07/19/2017 10:18 A.M.,07/19/2017 10:18 A.M.,MMC,,Open,No
"",,,,,Growth Opportunities,,
"",,,,,National Hurricane,,
Fire,2017-0719-0004,07/19/2017 01:32 P.M.,07/19/2017 01:32 P.M.,MMC,,Closed,No
"",,,,,Center,,
"",,,,,Primera Casa-Charles,,
Theft/Headphones,2017-0719-0005,07/19/2017 02:01 P.M.,07/19/2017 02:01 P.M.,MMC,,Open,Yes
"",,,,,Perry,,
"",,,,,Ryder Business,,
Abandoned Vehicle Recovery,2017-0719-0007,07/19/2017 03:08 P.M.,07/19/2017 03:08 P.M.,MMC,,Closed,Yes
"",,,,,Building,,
"",,,,,Primera Casa-Charles,,
Robbery,2017-0719-0008,07/19/2017 02:51 P.M.,07/19/2017 02:51 P.M.,MMC,,Open,Yes
"",,,,,Perry,,
Theft/Bicycle,2017-0719-0009,07/19/2017 05:48 P.M.,07/19/2017 05:48 P.M.,MMC,Green Library,Open,Yes
Information Report,2017-0719-0010,07/19/2017 03:18 P.M.,07/19/2017 03:18 P.M.,MMC,Panther Hall,Closed,Yes
Information Report,2017-0720-0003,07/20/2017 09:37 A.M.,07/20/2017 09:37 A.M.,MMC,PG5 Market Station,Closed,Yes
Theft/Driver's License,2017-0720-0004,07/20/2017 12:46 P.M.,07/20/2017 12:46 P.M.,MMC,PG5 Market Station,Open,Unknown
"",,,,,Ernest R. Graham,,
Arrest,2017-0720-0005,07/20/2017 10:14 P.M.,07/20/2017 10:14 P.M.,MMC,,Closed,No
"",,,,,Center,,
Theft/3 Bicycles,2017-0721-0001,07/21/2017 07:30 A.M.,07/21/2017 07:30 A.M.,MMC,PG5 Market Station,Open,No
Information Report,2017-0721-0002,07/21/2017 12:12 P.M,07/21/2017 12:12 P.M,MMC,Panther Hall,Open,Unknown
"",,,,,Management & New,,
Theft/Iphone,2017-0721-0003,07/21/2017 03:20 P.M.,07/21/2017 03:20 P.M.,MMC,,Open,Unknown
"",,,,,Growth Opportunities,,
