Conduct Investigation/Stalking,2018-0501-0003,05/01/2018 05:02 P.M.,05/01/2018 05:02 P.M.,MMC,11200 SW 8TH ST,Open,Yes
Theft/Macbook Pro,2018-0501-0004,05/01/2018 05:46 P.M.,05/01/2018 05:46 P.M.,MMC,Panther Hall,Open,Yes
Information Report/Accidental,,,,,,,
"",2018-0501-0006,05/01/2018 10:47 P.M.,05/01/2018 10:47 P.M.,BBC,Public Safety,Closed,No
Discharge of Taser,,,,,,,
Information Report/Concerned,,,,,,,
"",,,,,School of Internation,,
Employee of Coworker with,2018-0502-0003,05/02/2018 11:49 A.M.,05/02/2018 11:49 A.M.,MMC,,Closed,Unknown
"",,,,,and Public Affairs,,
Aggression Issues,,,,,,,
Hit and Run,2018-0502-0005,05/02/2018 02:59 P.M.,05/02/2018 02:59 P.M.,BBC,Lot 4,Open,Yes
Missing Person,2018-0502-0007,05/02/2018 04:37 P.M.,05/02/2018 04:37 P.M.,BBC,Bayview Housing,Open,Yes
Baker Act,2018-0503-0001,05/03/2018 05:07 A.M.,05/03/2018 05:07 A.M.,MMC,Everglades Hall,Closed,Yes
"",,,,,Primera Casa-Charles,,
Information Report/Unknown,2018-0503-0002,05/03/2018 11:14 A.M.,05/03/2018 11:14 A.M.,MMC,,Unknown,Yes
"",,,,,Perry,,
Information Report/Locate Student,2018-0503-0004,05/04/2018 10:30 P.M.,05/04/2018 10:30 P.M.,MMC,11200 SW 8TH ST,Closed,Yes
Fire Alarm,2018-0504-0001,05/04/2018 09:40 A.M.,05/04/2018 09:40 A.M.,MMC,Student Health Center,Closed,No
"",,,,,Modesto A. Maidique,,
Information Report,2018-0504-0002,05/04/2018 04:23 P.M.,05/04/2018 04:23 P.M.,MMC,,Closed,Yes
"",,,,,Campus,,
"",,,,,Wellness & Fitness,,
Theft/Cash,2018-0504-0003,05/04/2018 04:31 P.M.,05/04/2018 04:31 P.M.,MMC,,Open,Yes
"",,,,,Center,,
Theft/Wallet,2018-0505-0001,05/05/2018 03:14 P.M.,05/05/2018 03:14 P.M.,MMC,Parkview East,Open,Yes
"",,,,,Wellness & Fitness,,
Theft/Dufflebag,2018-0505-0002,05/05/2018 05:40 P.M.,05/05/2018 05:40 P.M.,MMC,,Open,Yes
"",,,,,Center,,
ASSIST OTHER AGENCY - BATTERED,,,,,SW 117TH AVE/SW,,
"",2018-0506-0001,5/6/18 6:54AM,5/6/18 6:54AM,MMC,,CLOSED,YES
FEMALE,,,,,8TH ST,,
ASSIST OTHER AGENCY-BATTERED,,,,,SW 117TH AVE/SW,,
"",2018-0506-0002,5/6/18 7:36AM,5/6/18 7:36AM,MMC,,CLOSED,YES
FEMALE,,,,,8TH ST,,
NARCOTICS INVESTIGATION,2018-0507-0003,5/7/18 8:39PM,5/7/18 8:39PM,MMC,NATURE PRESERVE,OPEN,YES
"",,,,,ZIFF EDUCATION,,
THEFT - WALLET,2018-0508-0002,5/8/2018 1:01PM,5/8/2018 1:01PM,MMC,,OPEN,YES
"",,,,,BUILDING,,
"",,,,,NATIONAL,,
FIRE ALARM,2018-0508-0005,5/8/2018 5:08PM,5/8/2018 5:08PM,MMC,HURRICANE CENTER -,CLOSED,N/A
"",,,,,NOAA,,
"",,,,,PAUL CEJAS,,
FIRE ALARM,2018-0508-0007,5/8/2018 6:08PM,5/8/2018 6:08PM,MMC,,CLOSED,NO
"",,,,,ARCHITECTURE,,
FIRE ALARM,2018-0509-0001,5/9/2018 9:07AM,5/9/2018 9:07AM,MMC,GREEN LIBRARY,CLOSED,NO
THEFT,2018-0509-0003,5/9/2018 4:08PM,5/9/2018 4:08PM,MMC,PG4- RED GARAGE,OPEN,UNKNOWN
THEFT - ICE MACHINE,2018-0509-0004,5/9/2018 4:02PM,5/9/2018 4:02PM,MMC,PG4- RED GARAGE,OPEN,UNKNOWN
"",,,,,SW 109TH AVE/SW,,
ASSAULT-ARREST,2018-0509-0005,5/9/2018 4:39PM,5/9/2018 4:39PM,MMC,,OPEN,UNKNOWN
"",,,,,8TH ST,,
"",,,,,UNIVERSITY TOWERS -,,
BAKER ACT,2018-0509-0007,5/9/2018 9:32PM,5/9/2018 9:32PM,MMC,,OPEN,YES
"",,,,,RM 303,,
TRESPASS AFTER WARNING -,,,,,ENGINEERING,,
"",2018-0509-0008,5/9/2018 11:10PM,5/9/2018 11:10PM,EC,,OPEN,NO
ARREST,,,,,CENTER,,
Hit & Run,2018-0510-0001,05/10/2018 03:27 P.M.,05/10/2018 03:27 P.M.,MMC,PG6-Tech Station,Open,Yes
"",,,,,Paul Cejas,,
Theft/Bookbag,2018-0514-0001,05/14/2018 05:11 P.M.,05/14/2018 05:11 P.M.,MMC,,Open,Yes
"",,,,,Architecture,,
"",,,,,PAUL CEJAS,,
INVESTIGATION - THREATS TO HARM,,,,,,,
"",2018-0515-0002,5/15/2018 4:52PM,5/15/2018 4:52PM,MMC,ARCHITECTURE - RM,OPEN,NO
FACULTY MEMBER,,,,,,,
"",,,,,351B,,
INFORMATION REPORT - MISSING,,,,,11200 SW 8TH ST - FIU,,
"",2018-0515-0003,5/15/2018 11:18PM,5/15/2018 11:18PM,MMC,,OPEN,YES
FIU STUDENT,,,,,CAMPUS,,
"",,,,,UNVIERSITY TOWERS -,,
FRAUD - CREDIT CARD,2018-0516-0001,5/16/2018 10:49AM,5/16/2018 10:49AM,MMC,,OPEN,YES
"",,,,,FRONT DESK,,
"",,,,,WELLNESS AND,,
THEFT - WALLET,2018-0516-0002,5/16/2018 1:25PM,5/16/2018 1:25PM,MMC,,OPEN,YES
"",,,,,FITNESS CENTER,,
"",,,,,UNVIERSITY,,
TRESPASS,2018-0516-0005,5/16/2018 1:46AM,5/16/2018 1:46AM,MMC,APARTMENTS -,CLOSED,NO
"",,,,,SOUTH SIDE GAZEBO,,
"",,,,,PARKING GARAGE 5,,
DISTURBANCE,2018-0516-0006,5/16/2018 6:11PM,5/16/2018 6:11PM,MMC,,OPEN,NO
"",,,,,(PG5) - EAST SIDE,,
"",,,,,PARKVIEW EAST,,
NARCOTICS INVESTIGATION,2018-0516-0007,05/16/2018 9:41PM,05/16/2018 9:41PM,MMC,,OPEN,STUDENT
"",,,,,(PVE) - RM625B,,
"",,,,,Wolfe University,,
Criminal Mischief/Sink Damaged,2018-0517-0001,05/17/2018 05:35 P.M.,05/17/2018 05:35 P.M.,BBC,,Open,No
"",,,,,Center,,
"",,,,,Wolfe University,,
THEFT & TRESSPASS WARNING,2018-0518-0003,05/18/2018 03:19 P.M.,05/18/2018 03:19 P.M.,BBC,,Unknown,No
"",,,,,Center,,
THEFT - IPHONE,2018-0519-0001,5/19/18 12:04AM,5/19/18 12:04AM,MMC,BASEBALL STADIUM,OPEN,NO
INVESTIGATION REPORT - PARKING,,,,,,,
"",2018-0521-0001,5/20/2018 11:47PM,5/20/2018 11:47PM,BBC,PARKING LOT 4-F,CLOSED,NO
DISPUTE,,,,,,,
VEHICLE BURGLARY,2018-0521-0005,5/21/2018 1:51PM,5/21/2018 1:51PM,MMC,FIJI GREEK HOUSING,OPEN,YES
THEFT - IPHONE (CASE CANCELED),2018-0522-0003,5/22/2018 2:33PM,5/22/2018 2:33PM,MMC,GRAHAM CENTER,CLOSED,UNKNOWN
CONDUCT INVESTIGATION (HAZMAT,,,,,ENGINEERING,,
"",2018-0522-0005,5/22/2018 3:41PM,5/22/2018 3:41PM,EC,,OPEN,NO
INCIDENT),,,,,CENTER - RM 164,,
