"",,,,OFF,SW 117th Ave/ SW 8th,,
Arrest - Traffic Stop,2019-0901-0004,09/01/2019 08:40 P.M.,09/01/2019 08:40 P.M.,,,Closed,No
"",,,,CAMPUS,St,,
Traffic Stop/Impounding,,,,,Wertheim Performing,,
"",2019-0902-0004,09/02/2019 10:45 P.M.,09/02/2019 10:45 P.M.,MMC,,Closed,No
License Plate,,,,,Arts Center,,
"",,,,,University Towers,,
Hit & Run,2019-0903-0001,09/03/2019 11:29 A.M.,09/03/2019 11:29 A.M.,MMC,,Open,Yes
"",,,,,Parking Lot,,
Theft - Bicycle,2019-0904-0010,09/04/2019 05:05 P.M.,09/04/2019 05:05 P.M.,MMC,Lakeview South,Open,Yes
Theft - Bicycle,2019-0905-0003,09/05/2019 12:30 A.M.,09/05/2019 12:30 A.M.,MMC,Chemistry & Physics,Open,Yes
Hit & Run,2019-0905-0008,09/05/2019 3:33 P.M.,09/05/2019 3:33 P.M.,MMC,PG3 - Panther Garage,Open,Yes
Criminal Mischief,2019-0905-0009,09/05/2019 3:53 P.M.,09/05/2019 3:53 P.M.,MMC,Parking Lot 6,Closed,Yes
Criminal Mischief,2019-0906-0002,09/06/2019 9:04 A.M.,09/06/2019 9:04 A.M.,MMC,PG6 - Tech Station,Closed,Unknown
Disturbance,2019-0907-0002,09/07/2019 01:14 a.m.,09/07/2019 01:14 a.m.,MMC,University Towers,Closed,Yes
"",,,,,Wellness & Fitness,,
Theft - Cell Phone,2019-0907-0007,09/07/2019 03:42 p.m.,09/07/2019 03:42 p.m.,MMC,,Closed,No
"",,,,,Center,,
"",,,,,Market Station Parking,,
Vandalism to Vehicle,2019-0908-0003,09/08/2019 07:10 p.m.,09/08/2019 07:10 p.m.,MMC,,Open,Yes
"",,,,,Garage,,
"",,,,,Royal Caribbean,,
Theft - Dell Laptop,2019-0910-0002,09/10/2019 10:05 A.M.,09/10/2019 10:05 A.M.,BBC,Cruise Line Training,Open,No
"",,,,,Center,,
Hit & Run,2019-0910-0003,09/10/2019 11:04 A.M.,09/10/2019 11:04 A.M.,MMC,Parking Lot 3,Open,Yes
"",,,,,College of Business,,
Theft - Truck Tailgate,2019-0910-0004,09/10/2019 12:13 P.M.,09/10/2019 12:13 P.M.,MMC,,Open,No
"",,,,,Complex,,
Assault,2019-0910-0006,09/10/2019 2:02 P.M.,09/10/2019 2:02 P.M.,MMC,PG5 - Marketstation,Open,Yes
"",,,,,Ocean Bank,,
Theft - Wallet,2019-0910-0007,09/10/2019 12:08 P.M.,09/10/2019 12:08 P.M.,MMC,,Open,Yes
"",,,,,Convocation Center,,
Theft - Microsoft Tablet,2019-0910-0009,09/10/2019 7:24 P.M.,09/10/2019 7:24 P.M.,BBC,Academic One,Open,Yes
Theft/Wallet,2019-0911-0006,09/11/2019 02:55 P.M.,09/11/2019 02:55 P.M.,MMC,Green Library,Open,Yes
Found Property/Glass Pipe,2019-0911-0008,09/11/2019 04:56 P.M.,09/11/2019 04:56 P.M.,MMC,Everglades Hall,Closed,Yes
Hit & Run,2019-0912-0002,09/12/2019 1:21 P.M.,09/12/2019 1:21 P.M.,MMC,PG1 - Gold Garage,Open,Yes
Vandalism to a Vehicle,2019-0912-0007,09/12/2019 6:48 P.M.,09/12/2019 6:48 P.M.,MMC,Parking Lot 4,Closed,Yes
"",,,,,Ernest R. Graham,,
Theft - Jacket & Wallet,2019-0913-0009,09/13/2019 10:35 P.M.,09/13/2019 10:35 P.M.,MMC,,Open,Yes
"",,,,,Center,,
Information Report,2019-0916-0002,09/16/2019 11:26 A.M.,09/16/2019 11:26 A.M.,MMC,Owa Ehan,Closed,Yes
Theft - Electric Bike,2019-0916-0004,09/16/2019 2:00 P.M.,09/16/2019 2:00 P.M.,MMC,Chemistry & Physics,Open,Yes
Vandalism to a Vehicle,2019-0916-0007,09/16/2019 4:20 P.M.,09/16/2019 4:20 P.M.,BBC,Bayview Housing,Closed,Yes
Theft - Hard drive,2019-0917-0002,09/17/2019 11:33 A.M.,09/17/2019 11:33 A.M.,BBC,Glenn Hubert Library,Open,No
"",,,,,Wertheim Performing,,
Theft - Guitar,2019-0917-0003,09/17/2019 3:16 P.M.,09/17/2019 3:16 P.M.,MMC,,Open,Unknown
"",,,,,Arts Center,,
Fraud,2019-0917-0004,09/17/2019 6:01 P.M.,09/17/2019 6:01 P.M.,Off Campus,Off Campus,Open,Yes
Stalking,2019-0918-0003,09/18/2019 3:17 A.M.,09/18/2019 3:17 A.M.,MMC,Parkview East,Closed,Yes
Grand Theft/Fraud,2019-0918-0004,09/18/2019 10:38 A.M.,09/18/2019 10:38 A.M.,BBC,Academic One,Open,Yes
Hit & Run,2019-0918-0008,09/18/2019 3:18 P.M.,09/18/2019 3:18 P.M.,MMC,Parking Lot 5,Open,Yes
"",,,,,Ernest R Graham,,
Fraud,2019-0919-0003,09/19/2019 12:48 P.M.,09/19/2019 12:48 P.M.,MMC,,Open,Yes
"",,,,,Center,,
Assault/Battery,2019-0919-0011,09/19/2019 5:07 P.M.,09/19/2019 5:07 P.M.,MMC,University Towers,Open,Yes
Assault/Battery,2019-0920-0001,09/20/2019 1:22 A.M.,09/20/2019 1:22 A.M.,MMC,Lakeview North,Closed,Yes
"",,,,,University Apartments,,
Disturbance,2019-0921-0001,09/21/2019 12:32 A.M.,09/21/2019 12:32 A.M.,MMC,,Closed,Yes
"",,,,,Bldg E,,
Arrest,2019-0922-0001,09/22/2019 12:07 a.m.,09/22/2019 12:07 a.m.,BBC,Boat Docks,Closed,No
"",,,,,Ernest R. Graham,,
Arrest (Bench Warrant),2019-0923-0002,09/23/2019 7:08 P.M.,09/23/2019 7:08 P.M.,MMC,,Closed,No
"",,,,,Center,,
Theft - Bicycle,2019-0924-0002,09/24/2019 11:25 A.M.,09/24/2019 11:25 A.M.,MMC,Parkview Garage,Open,Yes
Simple Battery,2019-0924-0007,09/24/2019 8:39 P.M.,09/24/2019 8:39 P.M.,MMC,Parkview West,Closed,Yes
Vehicle Fire,2019-0924-0008,09/24/2019 9:20 P.M.,09/24/2019 9:20 P.M.,MMC,PG5 - Marketstation,Closed,Yes
