Hit & Run,2019-0603-0001,06/03/2019 04:31 P.M.,06/03/2019 04:31 P.M.,MMC,Panther Garage,Open,No
Criminal Mischief,2019-0606-0007,06/06/2019 07:01 P.M.,06/06/2019 07:01 P.M.,MMC,PG6 Tech Station,Open,Yes
Civil Citation,2019-0606-0008,06/06/2019 09:16 P.M.,06/06/2019 09:16 P.M.,MMC,Nature Preserve,Closed,Yes
Hit & Run,2019-0606-0009,06/06/2019 09:16 P.M.,06/06/2019 09:16 P.M.,MMC,Gold Garage,Open,Yes
Harassment,2019-0607-0003,06/07/2019 12:59 P.M.,06/07/2019 12:59 P.M.,MMC,Student Health Center,Closed,Unknown
"",,,,,Riccardo Silva,,
Theft - Money,2019-0608-0002,06/08/2019 11:53 A.M.,06/08/2019 11:53 A.M.,MMC,,Open,Unknown
"",,,,,Stadium,,
"",,,,,Riccardo Silva,,
Theft - Money,2019-0608-0003,06/08/2019 12:37 P.M.,06/08/2019 12:37 P.M.,MMC,,Open,Yes
"",,,,,Stadium,,
"",,,,,Management &,,
Theft/iPad/Laptop,2019-0611-0001,06/11/2019 10:59 A.M.,06/11/2019 10:59 A.M.,MMC,,Open,No
"",,,,,Advanced Research,,
Disturbance,2019-0611-0002,06/11/2019 11:00 A.M.,06/11/2019 11:00 A.M.,BBC,Glenn Hubert Library,Closed,Yes
"",,,,,Ernest R. Graham,,
Theft/Purse,2019-0611-0003,06/11/2019 06:41 P.M.,06/11/2019 06:41 P.M.,MMC,,Open,No
"",,,,,Center,,
"",,,,,Primera Casa -,,
Theft - Cell Phone,2019-0612-0005,06/12/2019 12:56 P.M.,06/12/2019 12:56 P.M.,MMC,,Open,Yes
"",,,,,Charles E. Perry Bldg,,
"",,,,,Wellness & Fitness,,
Theft - Hand Bag,2019-0612-0009,06/12/2019 9:33 P.M.,06/12/2019 9:33 P.M.,MMC,,Open,Yes
"",,,,,Center,,
"",,,,,Wellness & Fitness,,
Assault/Battery,2019-0614-0001,06/14/2019 10:36 A.M.,06/14/2019 10:36 A.M.,MMC,,Open,Yes
"",,,,,Center,,
Theft/Cash,2019-0614-0002,06/14/2019 12:04 P.M.,06/14/2019 12:04 P.M.,MMC,University Towers,Open,Yes
"",,,,,University Apartments,,
Theft/Nintendo Switch,2019-0614-0004,06/14/2019 02:13 P.M.,06/14/2019 02:13 P.M.,MMC,,Open,Yes
"",,,,,Bldg. L,,
"",,,,,Ernest R. Graham,,
Theft - Vouchers,2019-0617-0002,06/17/2019 1:00 P.M.,06/17/2019 1:00 P.M.,MMC,,Open,Unknown
"",,,,,Center,,
Sexual Assault,2019-0623-0001,06/23/2019 11:169 a.m.,06/23/2019 11:169 a.m.,MMC,Lakeview North,Open,Yes
Criminal Mischief/Car,,,,,,,
"",2019-0624-0001,06/24/2019 11:51 A.M.,06/24/2019 11:51 A.M.,MMC,Parkview Garage,Open,Yes
Keyed,,,,,,,
"",,,,,Ernest R. Graham,,
Trespass (Arrest),2019-0626-0003,06/26/2019 11:20 A.M.,06/26/2019 11:20 A.M.,MMC,,Closed,No
"",,,,,Center,,
Found Property - Small of,,,,,,,
"",2019-0626-0005,06/26/2019 12:42 P.M.,06/26/2019 12:42 P.M.,MMC,Panther Hall,Closed,Unknown
Marijuana,,,,,,,
Hit & Run,2019-0626-0008,06/26/2019 5:27 P.M.,06/26/2019 5:27 P.M.,BBC,Parking Lot 4 BBC,Open,Yes
Simple Stalking,2019-0627-0001,06/27/2019 10:34 A.M.,06/27/2019 10:34 A.M.,MMC,Student Health Center,Closed,No
Simple Stalking,2019-0627-0002,06/27/2019 11:05 A.M.,06/27/2019 11:05 A.M.,MMC,Student Health Center,Closed,No
"",,,,,Student Athletics,,
Theft/Laptop,2019-0627-0004,06/27/2019 03:02 P.M.,06/27/2019 03:02 P.M.,MMC,,Open,Unknown
"",,,,,Academic Center,,
Hit & Run,2019-0627-0005,06/27/2019 07:00 P.M.,06/27/2019 07:00 P.M.,BBC,Lot 2,Open,Yes
Theft/Speakers,2019-0628-0003,06/28/2019 10:17 A.M.,06/28/2019 10:17 A.M.,MMC,Lot 6,Open,Yes
Theft/Viscometer,2019-0628-0004,06/28/2019 01:24 P.M.,06/28/2019 01:24 P.M.,CEAS,Engineering Center,Opeen,No
Theft/Bicycle,2019-0628-0005,06/28/2019 01:26 P.M.,06/28/2019 01:26 P.M.,MMC,Ryder Business Bldg,Open,Yes
Theft/Polarization Stabilizer,,,,,,,
"",2019-0628-0006,06/28/2019 03:41 P.M.,06/28/2019 03:41 P.M.,CEAS,Engineering Center,Open,No
USB,,,,,,,
"",,,,,Academic Health,,
Theft - Backpack w/Laptop,2019-0630-0001,06/30/2019 5:03 A.M.,06/30/2019 5:03 A.M.,MMC,,Open,Yes
"",,,,,Center 4,,
Theft - Bike,2019-0630-0002,06/30/2019 5:24 P.M.,06/30/2019 5:24 P.M.,MMC,Lakeview North,Open,Yes
