"CFS #","Case #","Date Reported","Date Occurred","Address","Incident","Disposition"
"CFS17-01-28-001064","UPD-170131","01/28/17 22:16","01/28/17 22:16","100 WEST GREEN DRIVE Common Name: BOYD Location Detail: 2ND FLOOR HALLWAY, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-28-001069","UPD-170132","01/28/17 23:41","01/28/17 23:41","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, Athens, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-28-001070","UPD-170133","01/28/17 23:50","01/28/17 23:50","UNION STREET Common Name: UNION STREET Location Detail: JEFF HILL","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001072","UPD-170134","01/29/17 00:42","01/29/17 00:00","101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: 1ST FLOOR RA OFFICE, ATHENS, OH 45701","FICTITIOUS/ALTERED ID","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001074","UPD-170135","01/29/17 01:34","01/29/17 01:34","RIDGES PROPERTY Common Name: RIDGES Location Detail: BLDG 5, ATHENS, OH 45701","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001075","UPD-170136","01/29/17 02:12","01/29/17 02:12","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 324, Athens, OH 45701","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001078","UPD","01/29/17 05:50","","130 SOUTH GREEN DRIVE Common Name: ATKINSON Location Detail: OUTSIDE OF BUILDING, Athens, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001084","UPD-170137","01/29/17 08:19","01/29/17 03:30","101 WEST GREEN DRIVE Common Name: RYORS HALL, Athens, OH 45701","RAPE","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001089","UPD","01/29/17 11:58","","Common Name: SOUTH GREEN GARAGE Location Detail: NEAR THE BROWN HALL ENTRANCE","PARKING COMPLAINT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001090","UPD","01/29/17 12:31","","133 SOUTH GREEN DRIVE Common Name: DOUGAN HOUSE Location Detail: ROOM 110","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001092","UPD","01/29/17 13:23","","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: PARKING LOT NEAR THE DUMPSTER, Athens, OH 45701","INTOXICATED PERSON","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001098","UPD-170139","01/29/17 16:48","01/29/17 16:48","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 257","ASSAULT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001103","UPD","01/29/17 20:29","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: RICHLAND @ CONVO, Athens, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001104","UPD-170140","01/29/17 20:56","01/28/17 21:00","35 SOUTH CONGRESS Common Name: BROMLEY HALL Location Detail: 914, Athens, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001105","UPD","01/29/17 21:12","","101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: 240, Athens, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-29-001109","UPD","01/29/17 23:32","","Common Name: GENERAL CAMPUS LOCATION","TELECOMMUNICATIONS HARASSMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001110","UPD","01/30/17 00:11","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: ROOM 419, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001111","UPD","01/30/17 01:03","","30 PARK PLACE Common Name: ALDEN LIBRARY Location Detail: STEPS, Athens, OH 45701","PROPERTY DAMAGE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001129","UPD","01/30/17 14:55","","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: ROOM 112, Athens, OH 45701","EMERGENCY CALL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001139","UPD","01/30/17 18:47","","RUFUS DR Common Name: RUFUS DRIVE, Athens, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001141","UPD","01/30/17 19:19","","RUFUS DR Common Name: PARKING LOT 55, Athens, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001143","UPD","01/30/17 21:31","","35 SOUTH CONGRESS Common Name: BROMLEY HALL, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001146","UPD","01/30/17 22:35","","132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE, Athens, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001147","UPD","01/30/17 22:49","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: 226, Athens, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-30-001151","UPD","01/30/17 23:45","","WEST GREEN Common Name: WEST GREEN","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001152","UPD","01/31/17 00:19","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: @RUFUS, Athens, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001153","UPD-170142","01/31/17 00:36","01/31/17 00:36","UNIVERSITY TERRACE Common Name: CLIPPINGER HALL Location Detail: ANNEX, ATHENS, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001155","UPD","01/31/17 02:22","","RICHLAND AVENUE Common Name: GROVER CENTER Location Detail: 3RD FLOOR, Athens, OH 45701","TRESPASSING OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001156","UPD-170143","01/31/17 03:31","01/31/17 03:31","Common Name: SOUTH GREEN GARAGE","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001171","UPD","01/31/17 13:30","","34 SOUTH COLLEGE STREET Common Name: VOIGT HALL Location Detail: ROOM 215, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001187","UPD-170146","01/31/17 18:20","01/31/17 18:20","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: ENTRANCE TO UPPER LEVEL, Athens, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001188","UPD-170147","01/31/17 20:36","01/31/17 20:36","UNION STREET Common Name: UNION STREET","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001190","UPD","01/31/17 20:53","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DR, Athens, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001191","UPD","01/31/17 21:07","","SHAFER STREET Common Name: SHAFER STREET Location Detail: NEAR CONVO, Athens, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-01-31-001192","UPD-170148","01/31/17 21:22","01/31/17 21:22","SHAFER STREET Common Name: SHAFER STREET Location Detail: AT CONVO, Athens, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001197","UPD","02/01/17 01:52","","MCKINLEY AVE Common Name: MCKINLEY AVE, Athens, OH 45701","CONVERSION_TRAFFIC TAIL LIGHTS AND ILLUMINATION OF REAR LICENSE PLATE 4513.05","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001206","UPD","02/01/17 09:38","","POPLAR ST (SCOTT QUAD ALLEY) Common Name: POPLAR STREET, Athens, OH 45701","CONVERSION_TRAFFIC VEHICLE LICENSE REGISTRATION","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001207","UPD","02/01/17 09:45","","69 SOUTH GREEN DRIVE Common Name: BROWN HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001210","UPD","02/01/17 10:37","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE, Athens, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001214","UPD","02/01/17 12:52","","S.GREEN DR/UNIV.TERRACE Common Name: PING STUDENT REC. CENTER, Athens, OH 45701","EDC DEPLOYMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001223","UPD","02/01/17 16:40","","97 WEST GREEN DRIVE Common Name: JAMES HALL","THEFT OFFENSE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001228","UPD","02/01/17 18:28","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001233","UPD-170150","02/01/17 19:58","02/01/17 17:00","1 PARK PLACE Common Name: BAKER UNIVERSITY CENTER, Athens, OH 45701","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001232","UPD","02/01/17 20:16","","123 SOUTH GREEN DRIVE Common Name: O'BLENESS HOUSE Location Detail: ROOM 330-331","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001234","UPD","02/01/17 21:51","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: BACK STAIRWELL, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001235","UPD-170151","02/01/17 22:54","02/01/17 22:54","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: ROOM 217, Athens, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-01-001239","UPD-170152","02/01/17 23:00","02/01/17 23:00","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: BALLROOM, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001251","UPD-170153","02/02/17 10:17","02/02/17 08:45","1 PARK PLACE Common Name: BAKER STUDENT CENTER Location Detail: TOP LEVEL OF GARAGE, Athens, OH 45701","TRAFFIC CRASH ","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001254","UPD-170154","02/02/17 13:26","02/01/17 17:00","E CIRCLE DR Common Name: BUILDING 13 Location Detail: RIDGES, Athens, OH 45701","DESTRUCTION OF PROPERTY","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001258","UPD","02/02/17 15:40","","W UNION ST Common Name: PARKING LOT 20, Athens, OH 45701","THEFT OFFENSE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001266","UPD","02/02/17 17:16","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: UNDERNEATH, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001271","UPD-170157","02/02/17 19:19","02/02/17 00:00","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: MOD 349","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001272","UPD","02/02/17 19:31","","RICHLAND AVENUE Common Name: RICHLAND AVENUE, Athens, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001274","UPD-170158","02/02/17 20:09","02/02/17 20:09","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: AT RIVER'S EDGE APTS, Athens, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001275","UPD","02/02/17 20:31","","UNION STREET Common Name: UNION STREET","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001277","UPD","02/02/17 21:38","","97 WEST GREEN DRIVE Common Name: JAMES HALL","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001281","UPD","02/02/17 23:14","","132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE Location Detail: 1 MOD B, Athens, OH 45701","ALCOHOL OFFENSE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001282","UPD","02/02/17 23:23","","132 SOUTH GREEN DRIVE Common Name: TRUE HOUSE, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-02-001283","UPD","02/02/17 23:53","","101 WEST GREEN DRIVE Common Name: RYORS HALL Location Detail: ROOM 325, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001284","UPD-170159","02/03/17 00:03","02/03/17 00:04","Common Name: HUDSON HEALTH CENTER Location Detail: EAST DOOR, Athens, OH 45701","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001286","UPD-170160","02/03/17 00:43","01/03/17 00:43","Common Name: JAMES GARAGE Location Detail: WEST SIDE","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001288","UPD","02/03/17 02:05","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: @WEST GREEN, Athens, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001289","UPD","02/03/17 02:21","","70 SOUTH GREEN DRIVE Common Name: MACKINNON HALL Location Detail: 2ND FLOOR, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001291","UPD-170161","02/03/17 04:19","01/01/00 00:00","69 SOUTH GREEN DRIVE Common Name: BROWN HALL Location Detail: 2ND FLOOR","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001302","UPD-170162","02/03/17 10:50","02/03/17 10:45","SOUTH COURT STREET Common Name: LINDLEY HALL Location Detail: 006","MENACING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001304","UPD","02/03/17 12:48","","88 UNIVERSITY TERRACE Common Name: SCOTT QUADRANGLE Location Detail: ROOM 360, Athens, OH 45701","DESTRUCTION OF PROPERTY","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001309","UPD-170163","02/03/17 14:47","01/28/17 19:30","22 UNIVERSITY TERRACE Common Name: BRYAN HALL, Athens, OH 45701","RAPE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001310","UPD","02/03/17 14:52","","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER","","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001320","UPD","02/03/17 16:51","","98 WEST GREEN DRIVE Common Name: SARGENT HALL Location Detail: ROOM 343, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001321","UPD-170165","02/03/17 17:10","02/03/17 17:10","130 SOUTH GREEN DRIVE Common Name: ATKINSON Location Detail: ROOM 224, Athens, OH 45701","POSSESSION OF DRUG PARAPHERNALIA","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001324","UPD","02/03/17 19:06","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT WEST GREEN DRIVE, Athens, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001327","UPD-170166","02/03/17 19:10","02/03/17 19:10","128 SOUTH GREEN DRIVE Common Name: WELD HOUSE Location Detail: ROOM 110, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001326","UPD","02/03/17 19:15","","60 E.GREEN DR. Common Name: TIFFIN HALL Location Detail: ROOM 406, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001329","UPD","02/03/17 20:28","","71 SOUTH GREEN DRIVE Common Name: CRAWFORD Location Detail: ROOM 426","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001332","UPD","02/03/17 22:10","","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: ROOMS 365-368","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-03-001335","UPD","02/03/17 23:38","","STEWART ST. Common Name: STEWART STREET Location Detail: NEAR WASHINGTON HALL, Athens, OH 45701","CONVERSION_TRAFFIC ONE-WAY TRAFFIC - ROTARY ISLANDS 4511.32","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001338","UPD","02/04/17 00:22","","58 EAST GREEN DRIVE Common Name: GAMERTSFELDER HALL Location Detail: ROOM 219","ALCOHOL OFFENSE","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001339","UPD","02/04/17 00:24","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: SMOKE DETECTOR/ROOM 220, Athens, OH 45701","FIRE ALARM","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001349","UPD-170167","02/04/17 09:50","02/04/17 09:50","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER","EDC DEPLOYMENT","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001355","UPD","02/04/17 12:59","","COURT STREET Common Name: COURT STREET Location Detail: CHASE BANK, Athens, OH 45701","TRAFFIC DETAIL","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001357","UPD","02/04/17 13:59","","68 SOUTH GREEN DRIVE Common Name: PICKERING HALL Location Detail: ROOM 222, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001365","UPD-170168","02/04/17 15:48","02/04/17 15:45","W CIRCLE DR Common Name: BUILDING 7, RIDGES Location Detail: FIRE ESCAPE, ATHENS, OH 45701","TRESPASSING OFFENSES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001368","UPD-170169","02/04/17 16:54","02/04/17 16:54","134 SOUTH GREEN DRIVE Common Name: WRAY HOUSE Location Detail: ROOM 363, Athens, OH 45701","POSSESSION OF  CONTROLLED SUBSTANCES","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001373","UPD","02/04/17 19:41","","SHAFER STREET Common Name: SHAFER STREET Location Detail: AT HOSPITAL ST, Athens, OH 45701","CONVERSION_TRAFFIC SPEED 4511.21","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001374","UPD","02/04/17 20:04","","95 RICHLAND AVENUE Common Name: CONVOCATION CENTER Location Detail: MOD 365-368","POSSESSION OF  CONTROLLED SUBSTANCES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001375","UPD","02/04/17 20:05","","RICHLAND AVENUE Common Name: RICHLAND AVENUE Location Detail: AT NEW BRIDGE, Athens, OH 45701","CONVERSION_TRAFFIC TWO HEADLIGHTS REQUIRED 4513.04","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001384","UPD","02/04/17 23:08","","Common Name: SARGENT GARAGE, Athens, OH 45701","DISORDERLY CONDUCT OFFENSES","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001389","UPD-170170","02/04/17 23:19","02/04/17 23:19","UNIVERSITY TERRACE Common Name: UNIVERSITY TERRACE Location Detail: @PARK PLACE, Athens, OH 45701","CONVERSION_TRAFFIC RIGHT-OF-WAY RULE AT HIGHWAYS, STOP/YIELD SIGNS 4511.43A","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001390","UPD-170171","02/04/17 23:28","02/04/17 23:28","97 WEST GREEN DRIVE Common Name: JAMES HALL","INTOXICATED PERSON","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001391","UPD","02/04/17 23:39","","SOUTH GREEN DR Common Name: SOUTH GREEN DRIVE Location Detail: NEAR MILL STREET, Athens, OH 45701","TRAFFIC MARKED LANES 4511.33A","","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-04-001392","UPD-170172","02/04/17 23:51","02/04/17 23:39","SOUTH GREEN DRIVE Common Name: ADAMS HALL, Athens, OH 45701","ASSAULT OFFENSES","CONVERSION OUPD - OPEN","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"CFS17-02-05-001398","UPD-170173","02/05/17 01:29","02/05/17 01:29","Common Name: MAIN CAMPUS/COLLEGE GREEN Location Detail: OUTSIDE OF MEMAUD","ALCOHOL OFFENSE","CONVERSION OUPD CLOSED","------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
