Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Drugs-Traffic,2013-4763,6/1/13,39,6/1/13,39,801 Williston Rd,"Closed; cited for possession of heroine, arrested on warrant , lodged at corrections"
DUI,2013-4764,6/1/13,102,6/1/13,102,Williston Rd / I89,Closed; cited into court for DUI
Welfare Check,2013-4766,6/1/13,437,6/1/13,437,Billings,Closed
Fire Alarm,2013-4767,6/1/13,527,6/1/13,527,Given,Closed
Intrusion Alarm,2013-4768,6/1/13,701,6/1/13,701,Southwick,Closed
Driving License Suspended-Wanted Person,2013-4769,6/1/13,924,6/1/13,924,I89/Exit 14,"Closed, lodged on warrant at corrections"
Intrusion Alarm,2013-4771,6/1/13,1216,6/1/13,1216,Southwick,Closed
Welfare Check,2013-4772,6/1/13,1248,6/1/13,1248,Buckham,Closed
Accident,2013-4773,6/1/13,1311,6/1/13,1311,PFG,Closed
Suspicious Person,2013-4776,6/1/13,1452,6/1/13,1452,Davis Center,Closed
Agency Assist,2013-4777,6/1/13,1517,6/1/13,1517,293 Main St - Winooski,Closed
Blue Light Alarm,2013-4778,6/1/13,1625,6/1/13,1625,PFG,Closed
Blue Light Alarm,2013-4779,6/1/13,1643,6/1/13,1643,109 S Prospect St,Closed
Motorist Assist,2013-4780,6/1/13,1856,6/1/13,1856,Main St/ Spear St,Closed
Blue Light Alarm,2013-4784,6/2/13,36,6/2/13,36,Main Green,Closed
Agency Assist,2013-4790,6/2/13,744,6/2/13,744,Rowell,Closed
Blue Light Alarm,2013-4793,6/2/13,915,6/2/13,915,Given,Closed
Animal Problem,2013-4796,6/2/13,1131,6/2/13,1131,Gutterson,Closed
Larceny,2013-4798,6/2/13,1529,6/2/13,1430,Davis Center,Open
Suspicious Person,2013-4803,6/3/13,239,6/3/13,239,Converse,Closed
Alarm,13-4806,6/3/13,904,6/3/13,904,Southwick,Closed
Property Damage,13-4809,6/3/13,1056,6/3/13,1056,Grassmount,Closed
Driving License Suspended,13-4811,6/3/13,1121,6/3/13,1121,Colchester Ave / N Prospect St,"Closed, citation issued for driving with suspended license"
Larceny,13-4812,6/3/13,1151,6/3/13,Unknown,Davis Center,Open
Larceny,13-4817,6/3/13,1647,6/3/13,Unknown,WDW,Open
Alarm,13-4818,6/3/13,2219,6/3/13,2219,460 S Prospect St,Closed
Blue Light Alarm,13-4821,6/4/13,212,6/4/13,212,Given,Closed
Driving License Suspended,2013-4823,6/4/13,927,6/4/13,927,N Willard / Archibald St,Closed citation issued for driving license suspended
Fire Alarm,2013-4824,6/4/13,1107,6/4/13,1107,Villa,Closed
Medical,2013-4825,6/4/13,1243,6/4/13,1243,Waterman,Closed; Rescue transported to FAHC
Fire Alarm,2013-4846,6/5/13,157,6/5/13,157,University Heights N,Closed
Blue Light Alarm,2013-4848,6/5/13,503,6/5/13,503,Given,Closed
Larceny,2013-4854,6/5/13,631,6/4/13,Unknown,Morrill,Open
Illegal Dumping,2013-4856,6/5/13,900,6/5/13,900,Given,Closed
Burglary,2013-4859,6/5/13,1032,05/09-10/2013,Unk,Marsh,Open
Fire Alarm,2013-4862,6/5/13,1340,6/5/13,1340,Living and Learning,Closed
Traffic / Drugs,2013-4875,6/6/13,    0021,6/6/13,    0021,861 Williston Rd,Closed
Arrest on Warrant,2013-4892,6/6/13,1044,6/6/13,1044,University Health Center,Closed; subject brought to court on Arrest Warrant
Accident,2013-4899,6/6/13,1319,6/6/13,1319,Converse Hall,Closed
Agency Assist,2013-4901,6/6/13,1651,6/6/13,1651,East Ave / Carrigan Dr.,Closed
Agency Assist,2013-4902,6/6/13,1702,6/6/13,1702,Converse Hall,Closed
Motorist Assist,2013-4906,6/6/13,2214,6/6/13,2214,Main St / University Terr.,Closed
Intrusion Alarm,2013-4908,6/6/13,2316,6/6/13,2316,Bailey Howe,Closed
Fire Alarm,2013-4911,6/6/13,2321,6/6/13,2321,Buckham Hall,Closed
Citizen Assist,2013-4924,6/7/13,857,6/7/13,857,Outing Club,Closed
Trespassing,2013-4925,6/7/13,943,6/7/13,943,Centennial Woods,Closed
Blue Light Alarm,2013-4929,6/7/13,1356,6/7/13,1356,Royal Tyler Theatre,Closed
Medical Assist,2013-4932,6/7/13,1442,6/7/13,1442,Given,Closed; subject referred to UVM Rescue
Accident,2013-4933,6/7/13,1509,6/7/13,1509,Royal Tyler Theatre,Closed
Citizen Assist,2013-4935,6/7/13,1815,6/7/13,1815,284 East Ave.,Closed
