Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Intoxication,2014-3141,5/1/14,6,5/1/14,6,Kalkin,Closed referred to ACT1 then to corrections for detox report to CSES
Intoxication,2014-3142,5/1/14,37,5/1/14,37,Millis,Closed referred to ACT1 for detox report to CSES
Medical / Intoxication,2014-3143,5/1/14,41,5/1/14,41,Wills,Closed referred to FAHC then to ACT 1 for detox  report to CSES
Animal Problem,2014-3144,5/1/14,48,5/1/14,48,284 East Ave  Police Services,Closed
Intoxication,2014-3145,5/1/14,56,5/1/14,56,Bailey Howe,Closed  referred to ACT1 for detox report to CSES
Noise,2014-3146,5/1/14,57,5/1/14,57,Redstone Green,Closed
Medical / Drug Possession,2014-3147,5/1/14,101,5/1/14,101,Mason,Closed drugs and paraphernalia confiscated report to CSES
Noise,2014-3150,5/1/14,125,5/1/14,125,Redstone Lofts,Closed
Other Assist,2014-3153,5/1/14,134,5/1/14,134,CWP,Closed
Suspicious Behavior,2014-3154,5/1/14,141,5/1/14,141,Catholic Center,Closed
Suspicious Behavior,2014-3155,5/1/14,155,5/1/14,155,McAuley,Closed
Petit Larceny / Alcohol Offense,2014-3156,5/1/14,157,5/1/14,157,Coolidge,Closed alcohol confiscated 2 subjects cited for petit larceny report to CSES
Suspicious Vehicle,2014-3157,5/1/14,202,5/1/14,202,Redstone Loft Garage,Closed
Fire Alarm / Alcohol Offense,2014-3159,5/1/14,230,5/1/14,230,Jeanne Mance,Open
Vandalism,2014-3164,5/1/14,904,4/30/2014 to 05/01/2014,Unknown,Votey Parking Lot,Closed
Other Assist,2014-3167,5/1/14,1047,5/1/14,1047,Given,Closed
Agency Assist,2014-3171,5/1/14,1255,5/1/14,1255,Police Services,Closed
Vandalism,2014-3183,5/1/14,1524,4/30/14,Unknown,U Hgts N,Open
Fire Alarm,2014-3185,5/1/14,1628,5/1/14,1628,CBW,Closed
Drug Possession,2014-3186,5/1/14,1654,5/1/14,1654,Main Campus,Open
Suspicious Behavior,2014-3192,5/1/14,2330,5/1/14,2330,161 S Prospect St,Closed
Intoxication,2014-3195,5/2/14,33,5/2/14,33,26 University Pl,Closed
Intrusion Alarm,2014-3197,5/2/14,816,5/2/14,816,Living and Learning,Closed
Elevator Alarm,2014-3201,5/2/14,1135,5/2/14,1135,Millis,Closed
Other Assist,2014-3202,5/2/14,1341,5/2/14,1341,Police Services,Closed
Agency Assist,2014-3204,5/2/14,1523,5/2/14,1523,Burlington Police Dept,Closed
Medical,2014-3205,5/2/14,1744,5/2/14,1744,PFG,Closed
Suspicious Event,2014-3207,5/2/14,2112,5/2/14,2112,Med Ed,Closed
Intrusion Alarm,2014-3210,5/2/14,2230,5/2/14,2230,Living and Learning,Closed
Motorist Assist,2014-3213,5/2/14,2245,5/2/14,2245,Sheraton,Closed
Ordinance Violation /  Alcohol Offense,2014-3220,5/2/14,2317,5/2/14,2317,S Prospect St/ Maple St,Closed
Ordinance Violation / Alcohol Offense,2014-3222,5/2/14,2323,5/2/14,2323,S Williams St / Pearl St,Closed alcohol ticket issued
Blue Light Alarm,2014-3224,5/2/14,2346,5/2/14,2346,Mercy,Closed
Ordinance Violation / Alcohol Offense,2014-3226,5/3/14,2,5/3/14,2,Pearl St / Hungerford Terr,Closed
Ordinance Violation / Alcohol Offense,2014-3229,5/3/14,25,5/3/14,25,Main St / S Prospect St,Closed report to CSES
Intoxication,2014-3234,5/3/14,112,5/3/14,112,UHC,Closed referred to ACT1 then Corrections for detox report to CSES
Alcohol Offense,2014-3235,5/3/14,145,5/3/14,145,Main St /S Prospect St,Closed report to CSES
Alcohol Offense,2014-3237,5/3/14,153,5/3/14,153,Main St /  S Prospect St,Closed report to CSES
Suspicious Behavior,2014-3238,5/3/14,155,5/3/14,155,Redstone Apts,Closed
Noise,2014-3239,5/3/14,218,5/3/14,218,146 Colchester Ave,Closed ticket issued for noise
Blue Light Alarm,2014-3240,5/3/14,244,5/3/14,244,Jeffords,Closed
Ordinance Violation/ public urination,2014-3241,5/3/14,244,5/3/14,244,Pomeroy,Closed
Ordinance Violation/ public urination,2014-3242,5/3/14,254,5/3/14,254,S Williams St / College St,Closed
Vandalism,2014-3257,5/3/14,947,5/3/14,947,U Hgts N,Closed
Animal Problem,2014-3258,5/3/14,1128,05/02/2014 through 05/03/2014,1600-1200,Redstone Apts,Closed
Drugs Unfounded,2014-3259,5/3/14,1156,5/3/14,1156,Redstone Lofts,Closed unfounded
Intrusion Alarm,2014-3261,5/3/14,1215,5/3/14,1215,Morrill,Closed
Medical,2014-3262,5/3/14,1231,5/3/14,1231,Hamilton,Closed referred to FAHC by UVM Rescue
Vandalism,2014-3264,5/3/14,1300,5/3/14,1300,Centennial Field,Closed
Drug Possession,2014-3270,5/3/14,1706,5/3/14,1706,McCann,Closed referred to FAHC report to CSES
Medical,2014-3272,5/3/14,2016,5/3/14,2016,Ira Allen Chapel,Closed
Agency Assist,2014-3281,5/3/14,2333,5/3/14,2333,Concord Green S Burlington,Closed
Alcohol Offense,2014-3282,5/3/14,2339,5/3/14,2339,College St / Hungerford Terr,Closed report to CSES
Noise,2014-3286,5/4/14,20,5/4/14,20,College St,Closed report to CSES
Drug Possession,2014-3287,5/4/14,134,5/4/14,134,U Hgts N,Closed paraphernalia confiscated
Suspicious Behavior,2014-3288,5/4/14,239,5/4/14,239,Main St / S Willard St,Closed
Fire Alarm,2014-3294,5/4/14,1027,5/4/14,1027,Cottages,Closed
Blue Light Alarm,2014-3296,5/4/14,1254,5/4/14,1254,16 Colchester Ave,Closed
Suspicious Behavior,2014-3302,5/4/14,2117,5/4/14,2117,RTT,Closed
Medical,2014-3306,5/4/14,2347,5/4/14,2347,Harris,Closed referred to FAHC by UVM Rescue
Fire Alarm,2014-3294,5/4/14,1027,5/4/14,1027,Cottages,Closed
Blue Light Alarm,2014-3296,5/4/14,1254,5/4/14,1254,16 Colchester Ave,Closed
Suspicious Behavior,2014-3302,5/4/14,2117,5/4/14,2117,RTT,Closed
Medical,2014-3306,5/4/14,2347,5/4/14,2347,Harris,Closed referred to FAHC by UVM Rescue
Vandalism,2014-3313,5/5/14,1451,05/04/2014 to 05/05/2014,Unknown,U Hgts N,Closed
Larceny,2014-3315,5/5/14,1458,04/16/2014 to 05/05/2014,Unknown,Converse,Open
Theft of Service,2014-3320,5/5/14,1509,5/5/14,1509,PFG Parking Garage,Closed
Suspicious Behavior,2014-3324,5/5/14,1809,5/5/14,1809,Hills,Closed
Welfare Check,2014-3327,5/5/14,2038,5/5/14,2038,Wills,Closed
Agency Assist,2014-3328,5/5/14,2133,5/5/14,2133,Main St / University Pl,Closed
K9 Assist,2014-3330,5/5/14,2202,5/5/14,2202,56 College Parkway,Closed
Fire Alarm,2014-3338,5/6/14,1011,5/6/14,1011,Fleming,Closed
Citizen Assist,2014-3341,5/6/14,1121,5/6/14,1121,Harris Millis,Closed
Animal Problem,2014-3342,5/6/14,1147,5/6/14,1147,Hills,Closed
Agency Assist,2014-3347,5/6/14,1353,5/6/14,1353,Wing Davis Wilks,Closed
Fire Alarm,2014-3349,5/6/14,1436,5/6/14,1436,Chittenden Buckham Wills,Closed
Fire Alarm,2014-3351,5/6/14,1517,5/6/14,1517,McAuley,Closed
Fraud,2014-3353,5/6/14,1533,Unk,Unk,Living and Learning,Open
Blue Light Alarm,2014-3355,5/6/14,1657,5/6/14,1657,Given,Closed
Fire Alarm / Drug Offense,2014-3360,5/6/14,2001,5/6/14,2001,Marsh Austin Tupper,Closed
Medical/ Drug & Alcohol Offense,2014-3362,5/6/14,2256,5/6/14,2256,Wilks,Closed; Rescue transported to FAHC; Report to CSES
Larceny,2014-3364,5/7/14,54,Unk,Unk,Wing Davis Wilks,Open
Drug Offense,2014-3365,5/7/14,125,5/7/14,125,Wing,Closed; Report to CSES
Trespass,2014-3366,5/7/14,127,5/7/14,127,Wing,Closed
Fire Alarm,2014-3368,5/7/14,303,5/7/14,303,Davis,Closed
Larceny,2014-3370,5/7/14,658,05/06-07/2014,1630-0658,Centennial Field,Open incident
Accident,2014-3377,5/7/14,918,5/7/14,918,University Health Center,Closed
Medical Assist,2014-3387,5/7/14,1408,5/7/14,1408,Williams Hall,Closed; referred to UVM Rescue
Medical Assist,2014-3388,5/7/14,1535,5/7/14,1535,Harris Hall,Closed; referred to UVM Rescue
Medical Assist,2014-3389,5/7/14,1611,5/7/14,1611,Continuing Education,Closed; referred to UVM Rescue
Medical Assist,2014-3390,5/7/14,1627,5/7/14,1627,McAuley Hall,Closed; referred to UVM Rescue
Fire / Arson,2014-3392,5/7/14,1735,5/7/14,1725,Centennial Field,Closed; subject cited into court for Arson
Blue Light Alarm,2014-3395,5/7/14,2123,5/7/14,2123,Given,Closed
Burglary / Unfounded,2014-3396,5/7/14,2145,05/06-07/2014,0900 - 1200,Christie Hall,Closed unfounded / property found in room
Intoxication / Medical Assist,2014-3397,5/7/14,2146,5/7/14,2146,Redstone Lofts N312,"Closed; referred to UVM Rescue, Fletcher Allen ER, & ACT 1 for Detox; report to CSES"
Larceny,2014-3399,5/7/14,2226,5/7/14,0000-1000,McCann Hall,Open incident
Agency Assist,2014-3400,5/7/14,2337,5/7/14,2337,Colchester Ave / University Pl,Closed
Blue Light Alarm,2014-3405,5/8/14,803,5/8/14,803,Ira Allen School,Closed
Larceny,2014-3407,5/8/14,832,05/07-08/2014,Unk,Kalkin,Open incident
Citizen Assist,2014-3408,5/8/14,1039,5/8/14,1038,Lafayette,Closed
Sexual Assault,2014-3409,5/8/14,1138,5/3/14,100,Buckham Hall,Open incident
Anonymous Late Reported Sexual Assault,2014-3411,5/8/14,1153,2013,Unk,UVM Main Campus,Open incident
Drugs,2014-3413,5/8/14,1342,5/8/14,1342,Buckham Hall,Open incident
Fire,2014-3418,5/8/14,1502,5/8/14,1502,Living & Learning,Closed
Larceny,2014-3420,5/8/14,1520,12/3/13,0930-1040,Rowell Hall,Open incident
Citizen Assist,2014-3422,5/8/14,1954,5/8/14,1954,"Latham Ct, Burlington",Closed
Alarm,2014-3423,5/8/14,2009,5/8/14,2009,Given,Closed
Vandalism,2014-3441,5/8/14,2339,5/8/14,2339,Mercy Hall Parking Lot,Open incident; report to CSES
Agency Assist,2014-3442,5/8/14,2343,5/8/14,2343,Main St / Summit St,Closed
Drugs,2014-3443,5/8/14,2348,5/8/14,2348,South 1,Closed; report to CSES
Motorist Assist,2014-3444,5/9/14,2,5/9/14,2,Main St / University Hgts,Closed
Suspicious Event,2014-3448,5/9/14,843,5/9/14,843,448 S Prospect St,Closed
Disorderly Conduct,2014-3450,5/9/14,1056,5/9/14,1056,RTT /  Cage Heating,Closed 
Larceny,2014-3451,5/9/14,1239,5/8/14,2300-0030,Mason,Open
Citizen Assist,2014-3453,5/9/14,1329,5/9/14,1329,Waterman,Closed
Larceny,2014-3454,5/9/14,1340,5/2/14,Unknown,Given,Open
Agency Assist,2014-3458,5/9/14,1451,5/9/14,1451,Williston Rd / I 89  S Burlington,Closed
Suspicious Behavior,2014-3460,5/9/14,1552,5/9/14,1552,WDW,Closed
Motor Vehicle Complaint,2014-3461,5/9/14,1559,5/9/14,1559,PFG Rd / U Hgts,Closed
Agency Assist,2014-3462,5/9/14,1701,5/9/14,1701,Williston Rd  Starbucks  S Burlington,Closed
Drug Possession,2014-3470,5/9/14,2026,5/9/14,2026,Millis,Closed drugs confiscated report to CSES
Citizen Assist,2014-3471,5/9/14,2032,5/9/14,2032,RTT,Closed
Burglary,2014-3473,5/9/14,2136,Unknown,Unknown,Redstone Lofts,Open
Alcohol Offense,2014-3479,5/9/14,2236,5/9/14,2236,Pearl St / Willard St,Closed ticket issued
Motorist Assist,2014-3482,5/9/14,2312,5/9/14,2312,U Hgts S,Closed
Alcohol Offense,2014-3484,5/9/14,2330,5/9/14,2330,Pearl St / Green St,Closed  ticket issued for open comatiner report to CSES
Alcohol Offense,2014-3485,5/9/14,2338,5/9/14,2338,UHC,Closed report to CSES
Alcohol Offense,2014-3488,5/10/14,28,5/10/14,28,Main St / S Williams,Closed report to CSES
Alcohol Offense,2014-3491,5/10/14,111,5/10/14,111,Buell St / Hungerford Terr,Closed
Vandalism,2014-3493,5/10/14,243,5/10/14,243,Coolidge,Closed
Open Door,2014-3494,5/10/14,249,5/10/14,249,Centennial Field,Closed
K9 Assist,2014-3500,5/10/14,443,5/10/14,443,Burlington Police Dept,Closed
Agency Assist,2014-3503,5/10/14,700,5/10/14,700,Main St / East Ave,Closed
Elevator Alarm,2014-3504,5/10/14,728,5/10/14,728,Patterson,Closed
Suspicious,2014-3512,5/10/14,1019,5/10/14,1019,Davis Center,Closed
Drug Possession,2014-3517,5/10/14,1415,5/10/14,1415,Chittenden,Closed paraphernalia confiscated report to CSES
Vandalism,2014-3518,5/10/14,1601,5/10/14,1601,McCann,Closed
Larceny,2014-3519,5/10/14,1632,5/10/14,1632,Davis Center,Open
Assist Other,2014-3526,5/10/14,2032,5/10/14,2032,Harris,Closed
Agency Assist,2014-3527,5/10/14,2116,5/10/14,2116,Main Campus,Closed
Ordinance Violation,2014-3532,5/10/14,2323,5/10/14,2323,Colcheser Ave / Fletcher Pl,Closed
Suspicious Event,2014-3533,5/10/14,2332,5/10/14,2332,Colchester Ave / Mansfield Ave,Closed
Intrusion Alarm,2014-3537,5/11/14,48,5/11/14,48,460 S Prospect St,Closed
Alcohol Offense,2014-3539,5/11/14,143,5/11/14,143,College St / S Union St,Closed  ticket issued for alcohol and open container
Alcohol Offense unfounded,2014-3540,5/11/14,157,5/11/14,157,Main St / N Willard,Closed  Unfounded
Intoxication,2014-3541,5/11/14,212,5/11/14,212,Pearl St / S Williams,Closed referred to ACT 1 for detox
Intrusion Alarm,2014-3544,5/11/14,536,5/11/14,536,Southwick,Closed
Motorist Assist,2014-3559,5/11/14,1557,5/11/14,1557,Redstone Hall,Closed
Blue Light Alarm,2014-3563,5/11/14,1707,5/11/14,1707,Kalkin,Closed
Blue Light Alarm,2014-3569,5/12/14,519,5/12/14,519,Given,Closed
Citizen Assist,2014-3571,5/12/14,738,5/12/14,738,North 1,Closed
Animal Problem,2014-3576,5/12/14,851,5/12/14,851,Davis Hall,Closed
Elevator Alarm,2014-3584,5/12/14,1116,5/12/14,1116,Davis Center,Closed
Motor Vehicle Complaint,2014-3591,5/12/14,1543,5/12/14,1543,Delehanty Hall Parking Lot,Closed
Intrusion Alarm,2014-3594,5/12/14,1730,5/12/14,1730,Waterman,Closed
Unsecured Building,2014-3612,5/13/14,107,5/13/14,107,Mann Hall,Closed
Unsecured Building,2014-3613,5/13/14,119,5/13/14,119,Farrell Hall,Closed
Vandalism - Graffiti,2014-3621,5/13/14,1109,Unk,Unk,Mercy Hall Boiler House,Open incident
Agency Assist,2014-3622,5/13/14,1124,5/13/14,1124,Given,Closed
Motorist Assist,2014-3631,5/13/14,1437,5/13/14,1437,Pearl St / S Prospect St,Closed
Medical Assist,2014-3632,5/13/14,1505,5/13/14,1505,Billings,Closed; referred to UVM Rescue
Intoxication,2014-3633,5/13/14,1519,5/13/14,1519,Morrill Hall,"Closed; referred to Fletcher Allen ER, ACT 1, & Corrections for Detox."
Intrusion Alarm,2014-3637,5/13/14,1652,5/13/14,1652,Southwick,Closed
Animal Problem,2014-3638,5/13/14,1654,5/13/14,1654,PFG,Closed
Medical Assist,2014-3640,5/13/14,1808,5/13/14,1808,Jeanne Mance,Closed; referred to UVM Rescue
Motorist Assist,2014-3641,5/13/14,1824,5/13/14,1824,East Ave / Main St,Closed
Traffic / DUI / Aggravated Assault,2014-3644,5/13/14,2324,5/13/14,2324,Colchester Ave.,"Closed; subject lodged at corrections for DUI, Aggravated Assault, Simple Assault, False Info to Police, & Escape"
Blue Light Alarm,2014-3652,5/14/14,1458,5/14/14,1458,PFG,Closed
Larceny,2014-3655,5/14/14,1748,5/14/14,1500-1700,Davis Center,Open incident
Blue Light Alarm,2014-3656,5/14/14,1901,5/14/14,1901,PFG,Closed
Suspicious Event,2014-3662,5/14/14,2325,5/14/14,2325,Converse Hall,Closed
Traffic / DUI,2014-3664,5/15/14,51,5/15/14,51,S Prospect St / College St,Closed; subject cited for DUI
