Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Agency Assist,2015-0001,1/1/15,147,1/1/15,147,Colchester Ave / Mansfield Ave  Burlington,Closed
Blue Light Alarm,2015-0002,1/1/15,459,1/1/15,459,460  S Prospect,Closed
Agency Assist,2015-0014,1/2/15,748,1/2/15,748,Living and Learning,Closed
Driving License Suspended/Violation of conditions of release,2015-0024,1/2/15,2342,1/2/15,2342,Colchester Ave / East Ave,"Closed 2  subjects lodged for violation of conditions , operator lodged for  driving license suspended"
Intrusion Alarm,2015-0030,1/3/15,1047,1/3/15,1047,Waterman,Closed
Intrusion Alarm,2015-0031,1/3/15,1109,1/3/15,1109,Fleming,Closed
Agency Assist,2015-0036,1/3/15,1958,1/3/15,1958,163 Centennial Ct Burlington,Closed
Agency Assist,2015-0037,1/3/15,2036,1/3/15,2036,Police Services,Closed
Intrusion Alarm,2015-0043,1/4/15,1012,1/4/15,1012,460 S Prospect St,Closed
Intrusion Alarm,2015-0045,1/4/15,1041,1/4/15,1041,Fleming,Closed
Blue Light Alarm,2015-0050,1/4/15,1842,1/4/15,1842,Lafayette,Closed
Blue Light Alarm,2015-0051,1/4/15,1859,1/4/15,1859,Lafayette,Closed
Motor Vehicle Complaint,2015-0052,1/4/15,1911,1/4/15,1911,WDW,Closed
Fire Alarm,2015-0066,1/5/15,441,1/5/15,441,Redstone Lofts,Closed
Fire Alarm,2015-0070,1/5/15,823,1/5/15,823,Wing Davis Wilks,Closed
Alarm,2015-0071,1/5/15,1107,1/5/15,1107,Student Health Services,Closed
Fire Alarm,2015-0074,1/5/15,1623,1/5/15,1623,Harris Millis,Closed
Fire Alarm,2015-0075,1/5/15,1941,1/5/15,1941,Harris Millis,Closed
Burglary,2015-0084,1/6/15,918,Unk,Unk,McAuley,"Closed subject cited into District court for burglary, possession of stolen property and false pretenses"
Accident,2015-0086,1/6/15,1226,1/6/15,1226,Votey,Closed
Larceny,2015-0090,1/6/15,1609,12/19/14-01/06/15,Unk,UHC,Open
Alcohol Offense,2015-0091,1/6/15,1757,2014,Unk,Trinity Campus,Closed
Larceny,2015-0097,1/7/15,1355,1/7/15,1300-1355,PFG,Open
Elevator Emergency,2015-0102,1/8/15,1054,1/8/15,1054,Tupper Hall,Closed
Agency Assist,2015-0103,1/8/15,1100,1/8/15,1100,1 North Ave.,Closed
Accident,2015-0104,1/8/15,1156,1/8/15,1156,Jeffords Parking Lot,Closed
Intrusion Alarm,2015-0109,1/8/15,1717,1/8/15,1717,460 S Prospect St,Closed
Suspicious Odor,2015-0111,1/8/15,1851,1/8/15,1851,Dana Medical Library,Closed
Intrusion Alarm,2015-0113,1/9/15,725,1/9/15,725,460 S Prospect St,Closed
Agency Assist,2015-0124,1/10/15,144,1/10/15,144,23 Landfill Rd S Burlington,Closed
Suspicious Behavior,2015-0128,1/10/15,1110,0/10/2015,1110,UHC,Closed
Citizen Assist,2015-0141,1/11/15,341,1/11/15,341,Main St / Spear St Burlington,Closed
Elevator Alarm,2015-0145,1/11/15,1023,1/11/15,1023,U Hgts N 1,Closed
Suspicious Behavior,2015-0148,1/11/15,1512,1/11/15,1512,Centennial Field,Closed
Fire Alarm,2015-0149,1/11/15,1654,1/11/15,1654,MSH,Closed
Burglary,2015-0150,1/11/15,1732,1/8/15,230,Redstone Apts,Open
Suspicious Behavior,2015-0151,1/11/15,2103,1/11/15,2103,University Hgts S2,Closed
Citizen Assist,2015-0159,1/12/15,553,1/12/15,553,111 Colchester Ave Burlington,Closed
Elevator Alarm,2015-0145,1/11/15,1023,1/11/15,1023,U Hgts N 1,Closed
Suspicious Behavior,2015-0148,1/11/15,1512,1/11/15,1512,Centennial Field,Closed
Fire Alarm,2015-0149,1/11/15,1654,1/11/15,1654,MSH,Closed
Burglary,2015-0150,1/11/15,1732,1/8/15,230,Redstone Apts,Open
Medical Assist,2015-0151,1/11/15,2103,1/11/15,2103,University Hgts S2,Closed
Citizen Assist,2015-0159,1/12/15,553,1/12/15,553,111 Colchester Ave Burlington,Closed
Intrusion Alarm,2015-0161,1/12/15,1047,1/12/15,1047,Large Animal Facility,Closed
Theft of Service,2015-0163,1/12/15,1217,1/12/15,1217,Given Parking Lot,Closed; report to CSES
Elevator Alarm,2015-0164,1/12/15,1255,1/12/15,1255,University Heights North 1,Closed
Agency Assist,2015-0165,1/12/15,1323,1/12/15,1323,Simpson Hall,Closed
Medical Assist,2015-0166,1/12/15,1545,1/12/15,1545,University Heights North 1,Closed; referred to UVM Rescue
Elevator Alarm,2015-0167,1/12/15,1640,1/12/15,1640,Davis Hall,Closed
Fire / CO Alarm,2015-0168,1/12/15,1708,1/12/15,1708,Chittenden Buckham Wills,Closed
Agency Assist,2015-0169,1/12/15,1858,1/12/15,1858,"1 North Ave, Burlington",Closed
Drugs,2015-0171,1/12/15,2356,1/12/15,2356,Buckham Hall,Closed; report to CSES
Noise,2015-0172,1/13/15,29,1/13/15,29,Redstone Apts,Closed; not substantiated
Citizen Assist,2015-0176,1/13/15,835,1/13/15,Unk,Sichel,Closed
Medical Assist,2015-0182,1/13/15,1036,1/13/15,1036,Lafayette,Closed; Rescue transported
Fire Alarm,2015-0186,1/13/15,1816,1/13/15,1816,Coolidge,Closed
Motorist Assist,2015-0188,1/13/15,1838,1/13/15,1838,Main St / University Hgts,Closed
Stalking,2015-0189,1/13/15,1841,Unk,Unk,Buckham,Closed
Larceny,2015-0191,1/13/15,1923,1/13/15,1600-1715,Lafayette,Closed; unfounded
Fire Alarm,2015-0196,1/14/15,45,1/14/15,45,Harris Millis,Closed
Medical Assist,2015-0197,1/14/15,125,1/14/15,125,Redstone Lofts,Closed; Rescue transported
Fire Alarm,2015-0201,1/14/15,957,1/14/15,957,Cook,Closed
Animal Problem,2015-0202,1/14/15,1004,1/14/15,1004,172 S Prospect St,Closed
Fire Alarm,2015-0209,1/14/15,1425,1/14/15,1425,Cook,Closed
Property Damage,2015-0212,1/14/15,1643,1/14/15,1643,284 East Ave,Closed
Fire Alarm,2015-0213,1/14/15,1715,1/14/15,1715,McAuley Hall,Closed
Burglary,2015-0219,1/14/15,1932,Unk,Unk,Wing Hall,"Closed subject cited into District court for burglary, possession of stolen property and false pretenses"
Suspicious Behavior / UVM Policy Violation,2015-0221,1/14/15,2059,1/14/15,2059,Converse Hall,Closed; report to CSES
Agency Assist,2015-0222,1/14/15,2102,1/14/15,2102,Williston Rd / Dorset St,Closed
Fire Alarm,2015-0223,1/14/15,2235,1/14/15,2235,Christie Hall,Closed
Medical Assist,2015-0225,1/15/15,527,1/15/15,527,University Hgts North 2,Closed; referred to UVM Rescue
Leaving the Scene of an Accident,2015-0227,1/15/15,956,1/15/15,956,Waterman Parking Lot,Closed; subject cited into district court  for leaving the scene of an accident
Intrusion Alarm,2015-0228,1/15/15,1125,1/15/15,1125,Living & Learning,Closed
Medical Assist,2015-0230,1/15/15,1225,1/15/15,1225,Southwick,Closed; referred to UVM Rescue
