Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Citizen Assist,2014-4289,6/1/14,150,6/1/14,150,Davis Hall,Closed
Agency Assist,2014-4290,6/1/14,203,6/1/14,203,Spear St / Quarry Hill Rd,Closed
Intrusion Alarm,2014-4291,6/1/14,527,6/1/14,527,Waterman,Closed
Accident,2014-4295,6/1/14,905,6/1/14,905,PFG,Closed
Medical,2014-4296,6/1/14,1042,6/1/14,1042,Bio Research,Closed referred to FAHC by UVM rescue
Open Door,2014-4305,6/2/14,337,6/2/14,337,Simpson,Closed
Fire Alarm,2014-4306,6/2/14,525,6/2/14,525,Davis Center,Closed
Intrusion Alarm,2014-4308,6/2/14,648,6/2/14,648,Southwick,Closed
Assist,2014-4309,6/2/14,833,6/2/14,833,Living and Learning,Closed
Agency Assist,2014-4310,6/2/14,950,6/2/14,950,Admissions,Closed
Animal Problem,2014-4311,6/2/14,957,6/2/14,957,MLS,Closed
Citizen  Assist,2014-4312,6/2/14,1122,6/2/14,1122,Fort Ethan Allen,Closed
Agency Assist,2014-4313,6/2/14,1155,6/2/14,1155,Main St / University Hgts,Closed
Fraud,2014-4314,6/2/14,1307,6/2/14,1307,Living and Learning,Closed
Larceny,2014-4315,6/2/14,1438,6/2/14,1438,Rowell,Open
Animal Problem,2014-4316,6/2/14,1544,6/2/14,1544,Morrill Loading Dock,Closed
Vandalism,2014-4317,6/2/14,1549,6/2/14,1549,Villa,Closed
Animal Problem,2014-4318,6/2/14,1624,6/2/14,1624,23 Mansfield Ave,Closed
Fire Alarm,2014-4324,6/3/14,1020,6/3/14,1020,WDW,Closed
Blue Light Alarm,2014-4327,6/3/14,1238,6/3/14,1238,IMF,Closed
Suspicious Event,2014-4331,6/3/14,1335,6/3/14,1335,Waterman,Closed
911 Hangup,2014-4334,6/3/14,1423,6/3/14,1423,Given,Closed
Larceny,2014-4358,6/4/14,1108,Unk,Unk,Wright Hall,Open incident
Fire Alarm,2014-4360,6/4/14,1322,6/4/14,1322,Davis Center,Closed
Fire Alarm,2014-4362,6/4/14,1418,6/4/14,1418,Davis Center,Closed
Accident,2014-4363,6/4/14,1457,6/4/14,1457,University Health Center Parking Lot,Closed
Agency Assist,2014-4381,6/4/14,2322,6/4/14,2322,"Williston Rd, S. Burlington",Closed
Suspicious Activity,2014-4383,6/5/14,138,6/5/14,138,Redstone Apts,Open incident
Suspicious Activity,2014-4384,6/5/14,527,6/5/14,527,Aiken Hall,Closed; unfounded
Fire Alarm,2014-4385,6/5/14,724,6/5/14,724,Trinity Cottages,Closed
Agency Assist,2014-4394,6/5/14,1354,6/5/14,1354,"Williston Rd, S. Burlington",Closed
Noise,2014-4408,6/5/14,2317,6/5/14,2317,Redstone Lofts S467,Closed; noise warning issued
Suspicious Behavior,2014-4418,6/6/14,112,6/6/14,112,Pomeroy Hall,Closed
Accident,2014-4419,6/6/14,123,6/6/14,119,Main St / S Prospect St,Closed
Fire Alarm,2014-4421,6/6/14,515,6/6/14,515,Gutterson,Closed
Fire Alarm,2014-4422,6/6/14,800,6/6/14,800,Cottages,Closed
Motorist Assist,2014-4428,6/6/14,1159,6/6/14,1159,I89 / Ex 13,Closed
Agency Assist,2014-4429,6/6/14,1343,6/6/14,1343,HSRF,Closed
Agency Assist,2014-4431,6/6/14,1519,6/6/14,1519,Police Services,Closed
Suspicious Event,2014-4436,6/6/14,2001,6/6/14,2001,Sheraton,Closed
Agency Assist,2014-4447,6/6/14,2336,6/6/14,2336,1302 Williston Rd,Closed
Motorist Assist,2014-4449,6/6/14,2358,6/6/14,2358,Main St / S Prospect St,Closed
Welfare Check,2014-4450,6/7/14,28,6/7/14,28,Converse,Closed
Agency Assist,2014-4451,6/7/14,130,6/7/14,130,Colchester Ave / University Pl,Closed
Agency Assist,2014-4454,6/7/14,207,6/7/14,207,Worcester St S Burlington,Closed
Intoxication,2014-4457,6/7/14,430,6/7/14,430,Redstone Lofts,Closed
Other Assist,2014-4459,6/7/14,731,6/7/14,731,Blundell,Closed
Leaving the Scene of an Accident,2014-4466,6/7/14,1147,6/7/14,1147,Gutterson Lot,Closed subject issued alternative justice paperwork for Leaving the Scene of an Accident
Fire Alarm,2014-4468,6/7/14,1211,6/7/14,1211,Cook,Closed
Blue Light Alarm,2014-4471,6/7/14,1538,6/7/14,1538,PFG,Closed
Blue Light Alarm,2014-4472,6/7/14,1636,6/7/14,1636,PFG,Closed
K9 Assist,2014-4478,6/7/14,2157,6/7/14,2157,Spear St / Songbird Ln  S Burlington,Closed
Disorderly Conduct,2014-4486,6/8/14,7,6/8/14,7,Redstone Campus,Closed report to CSES
Blue Light Alarm,2014-4490,6/8/14,244,6/8/14,244,16 Colchester Ave,Closed
Agency Assist,2014-4499,6/8/14,1212,6/8/14,1212,70 Van Patten Parkway Burlington,Closed
Agency Assist,2014-4502,6/8/14,1430,6/8/14,1430,225 Church St Burlington,Closed
Blue Light Alarm,2014-4507,6/8/14,1709,6/8/14,1709,IMF,Closed
Fire Alarm,2014-4510,6/8/14,1840,6/8/14,1840,Buckham,Closed
Noise,2014-4514,6/8/14,2232,6/8/14,2232,Redstone Apts,Closed Unfounded
Mental Health Issue,2014-4518,6/9/14,925,6/9/14,925,Redstone Lofts,Closed
Blue Light Alarm,2014-4524,6/9/14,2111,6/9/14,2111,16 Colchester Ave,Closed
Motorist Assist,2014-4530,6/9/14,2336,6/9/14,2336,Colchester Ave / Mansfield,Closed
Open Window,2014-4535,6/10/14,159,6/10/14,159,Wing,Closed
911 Hang Up,2014-4541,6/10/14,1200,6/10/14,1200,Davis Center,Closed
Agency Assist,2014-4542,6/10/14,1214,6/10/14,1214,RTT,Closed
Agency Assist,2014-4543,6/10/14,1451,6/10/14,1451,Police Services,Closed
Agency Assist,2014-4549,6/10/14,2145,6/10/14,2145,HSRF,Closed
Agency Assist,2014-4550,6/10/14,2151,6/10/14,2151,1 North Ave,Closed
Intrusion Alarm,2014-4563,6/11/14,919,6/11/14,919,Living & Learning,Closed
Larceny,2014-4566,6/11/14,1104,6/10/14,Unk,Davis Center,Open incident
Fire Alarm,2014-4567,6/11/14,1106,6/11/14,1106,South 2,Closed
Intrusion Alarm,2014-4570,6/11/14,1237,6/11/14,1237,Living & Learning,Closed
Fraud,2014-4571,6/11/14,1334,Apr-14,Unk,PFG,Open incident
Suspicious Behavior,2014-4572,6/11/14,1343,6/11/14,1343,Waterman,Closed
Citizen Assist,2014-4575,6/11/14,1622,6/11/14,1622,284 East Ave,Closed
Burglary,2014-4576,6/11/14,1647,6/11/14,0600-1545,Redstone Apts,Open incident
Citizen Assist,2014-4584,6/11/14,2314,6/11/14,2314,Mann Hall,Closed
Drugs,2014-4585,6/11/14,2315,6/11/14,2316,Tupper Hall,Closed
Agency Assist,2014-4586,6/12/14,23,6/12/14,23,"Williston Rd, S. Burlington",Closed
Unsecured Building,2014-4587,6/12/14,30,6/12/14,30,PFG,Closed
Agency Assist,2014-4592,6/12/14,428,6/12/14,429,"Elmwood Ave, Burlington",Closed
Welfare Check,2014-4599,6/12/14,1425,6/12/14,1425,Patterson Hall,Closed; unfounded
Parking Violation,2014-4604,6/12/14,2127,6/12/14,2127,Davis Center,Closed; unfounded
Suspicious Activity,2014-4608,6/13/14,512,6/13/14,512,Pomeroy Parking Lot,Closed
Agency Assist,2014-4610,6/13/14,811,6/13/14,811,University Health Center,Closed
Agency Assist,2014-4613,6/13/14,1416,6/13/14,1416,PFG,Closed
Agency Assist,2014-4615,6/13/14,2228,6/13/14,2228,"N Prospect St / Brooks Ave, Burlington",Closed
Traffic / DUI / DLS,2014-4619,6/13/14,2344,6/13/14,2344,"Colchester Ave / Fletcher Pl, Burlington",Closed; subject lodged for DUI & Driving While Suspended
Blue Light Alarm,2014-4634,6/14/14,2244,6/14/14,2244,Davis Center,Closed
Suspicious Behavior,2014-4639,6/15/14,3,6/15/14,3,University Health Center Parking Lot,Closed
Suspicious Activity,2014-4640,6/15/14,42,6/15/14,42,UVM Main Green,Closed
Agency Assist,2014-4670,6/15/14,2340,6/15/14,2340,1214 Williston Rd S Burlington,Closed transported one to Act 1 for detox
Drugs Unfounded,2014-4671,6/16/14,5,6/16/14,5,Millis,Closed Unfounded
