Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Medical Assist / Intoxication,2016-2061,4/1/16,48,4/1/16,48,Simpson,Closed; UVM Rescue transported to UVM MC
Unsecure Premise,2016-2062,4/1/16,148,4/1/16,148,Cook,Closed
Citizen Assist,2016-2064,4/1/16,257,4/1/16,257,UVM MC,Closed
Agency Assist,2016-2065,4/1/16,829,4/1/16,829,Pearl St / S Williams St,Closed; Assist to BPD
Welfare Check,2016-2070,4/1/16,1108,4/1/16,1108,Hamilton,Closed; Transported to CAPS
Welfare Check,2016-2072,4/1/16,1321,4/1/16,1321,Waterman,Closed
UVM Policy Violation,2016-2074,4/1/16,1730,4/1/16,1730,MAT Roof,Closed
Threats/Harassment,2016-2075,4/1/16,1750,4/1/16,1750,Mason,Closed
Suspicious Event,2016-2077,4/1/16,1842,4/1/16,1842,East Commuter Lot,Closed; Unable to locate
Welfare Check / Alcohol Offense,2016-2079,4/1/16,1918,4/1/16,1918,Mercy,Closed; Verbal trespass issued to 4 non affiliates
Medical Assist,2016-2082,4/1/16,2255,4/1/16,2255,Brennan's,Closed; UVM Rescue transported to UVM MC
Noise,2016-2083,4/1/16,2322,4/1/16,2322,500 S Prospect St,Closed; Verbal warning
Alcohol Offense,2016-2085,4/2/16,30,4/2/16,30,Mercy,Closed; Report to CSES
Drugs,2016-2086,4/2/16,52,4/2/16,52,Mercy,Closed; Report to CSES
Trespass / Drugs,2016-2087,4/2/16,123,4/2/16,123,Mercy,Closed; Trespass issued to 4 non affiliates; Tickets issued
Vandalism,2016-2090,4/2/16,356,4/2/16,356,Mercy,Open
Intoxication,2016-2099,4/3/16,43,4/3/16,43,Living and Learning,Closed; BFD transported to UVM MC for detox
Drugs / Alcohol Offense,2016-2100,4/3/16,109,4/3/16,109,Hamilton,Closed; Report to CSES
Welfare Check,2016-2102,4/3/16,224,4/3/16,224,Harris,Closed
Intrusion Alarm,2016-2104,4/3/16,725,4/3/16,725,"Training & Compliance Office, Essex",Closed
Agency Assist,2016-2105,4/3/16,1043,4/3/16,1043,Fleming,Closed; assist to Center for Student Ethics & Standards
Intrusion Alarm,2016-2106,4/3/16,1053,4/3/16,1053,"Training & Compliance Office, Essex",Closed
Intrusion Alarm,2016-2111,4/3/16,1540,4/3/16,1540,"Training & Compliance Office, Essex",Closed
Medical Assist / Drugs,2016-2116,4/3/16,2359,4/3/16,2359,Harris Hall,Closed; referred to UVM Medical Center via UVM Rescue; report to CSES
Intrusion Alarm,2016-2118,4/4/16,49,4/4/16,49,University Health Center,Closed
Larceny,2016-2125,4/4/16,1003,04/03-04-2016,1700-0900,Living & Learning Outside,Open incident
Disorderly Conduct by Electronic Means,2016-2129,4/4/16,1244,04/03-04/2016,Various Times,Redstone Apts,Closed; non affiliate cited into court for Disorderly Conduct by Electronic Means & trespassed from UVM Campus
Medical Assist / Intoxication,2016-2136,4/4/16,2346,4/4/16,2346,University Hgts South,Closed; affiliate referred to UVM Medical Center ER via UVM Rescue & report to CSES
Welfare Check,2016-2138,4/5/16,134,04/052016,134,University Hgts South 2,Closed; affiliate located & referred to UVM Medical Center Crisis Services
Fire Alarm,2016-2143,4/5/16,1800,4/5/16,1800,Wright Hall,Closed
Blue Light Alarm,2016-2144,4/5/16,1828,4/5/16,1828,Bailey Howe Outside,Closed
Suspicious Activity,2016-2148,4/5/16,2224,4/5/16,2224,Coolidge Hall Outside,Closed; non substantiated
Unsecured Premise,2016-2152,4/6/16,59,4/6/16,59,Summit St / Maple St,Closed
Animal Problem,2016-2156,4/6/16,1039,4/6/16,1039,UVM Farm,Closed
Motor Vehicle Complaint,2016-2157,4/6/16,1044,4/6/16,1044,East Commuter Parking Lot,Closed
Agency Assist,2016-2159,4/6/16,1348,4/6/16,1348,Beaumont Ave / Carrigan Dr,Closed; assist to Burlington Police
Fire Alarm,2016-2163,4/6/16,1741,4/6/16,1741,Wilks Hall,Closed
Medical Assist,2016-2166,4/6/16,2027,4/6/16,2027,Davis Center,Closed; affiliate referred to UVM Medical Center ER via UVM Rescue
Medical Assist,2016-2167,4/6/16,2210,4/6/16,2210,Harris Millis Dining Hall,Closed; affiliate referred to UVM Medical Center ER via UVM Rescue
Alarm,2016-2172,4/7/16,12,4/7/16,12,Converse Hall,Closed; non substantiated
Medical Assist,2016-2173,4/7/16,111,4/7/16,111,Simpson Hall,Closed; affiliate referred to UVM Rescue
Suspicious Behavior,2016-2184,4/7/16,1622,Unk,Unk,Waterman,Open incident
Vandalism,2016-2189,4/7/16,1829,4/7/16,1809,Living & Learning,Open incident
Fire Alarm,2016-2193,4/7/16,2048,4/7/16,2048,Trinity Campus Cottages,Closed
Accident,2016-2195,4/7/16,2114,4/7/16,2114,PFG Parking Garage,Closed
Medical Assist,2016-2199,4/7/16,2211,4/7/16,2211,PFG,Closed; affiliate referred to UVM Medical Center via UVM Rescue
Trespassing / Vandalism,2016-2202,4/7/16,2254,4/7/16,Unk,Ready Hall,Open incident
Vandalism,2016-2203,4/7/16,2330,Unk,Unk,University Hgts South 1,Open incident
Drugs,2016-2204,4/7/16,2332,4/7/16,2332,Living & Learning,Closed; non substantiated
Vandalism,2016-2205,4/8/16,5,Unk,Unk,University Hgts South 1,Open incident
Alcohol Offense,2016-2207,4/8/16,55,4/8/16,55,Main St / S Prospect St,Closed; alcohol ticket issued & referred to CSES
Suspicious Event,2016-2209,4/8/16,630,4/8/16,630,East Commuter Lot,Closed; Unable to locate
Medical Assist,2016-2210,4/8/16,708,4/8/16,708,Living & Learning,Closed; UVM Rescue transported to UVM MC
Suspicious Event,2016-2211,4/8/16,1424,4/8/16,1424,UHC,Closed
Suspicious Event,2016-2212,4/8/16,1434,Unk,Unk,Davis Center,Closed
Theft of Service,2016-2213,4/8/16,1554,4/8/16,1554,Gutterson Garage,Closed; Report to CSES
Fire Alarm,2016-2218,4/8/16,1910,4/8/16,1910,University Heights South 1,Closed
Drugs,2016-2219,4/8/16,1929,4/8/16,1929,CWP,Closed; Report to CSES
Medical Assist / Drugs,2016-2221,4/8/16,1940,4/8/16,1940,University Heights South 1,Closed; UVM Rescue transported to UVM MC; Report to CSES
Agency Assist / Medical Assist,2016-2223,4/8/16,2023,4/8/16,2023,McAuley,Clsoed; UVM Rescue transported to UVM MC; Assist to BPD
Drugs / Alcohol Offense,2016-2229,4/8/16,2249,4/8/16,2249,Coolidge,Closed; Report to CSES
Intoxication,2016-2231,4/9/16,10,4/9/16,10,Davis Center,Closed; Transported to Corrections for detox
Intoxication,2016-2236,4/9/16,250,4/9/16,250,Living & Learning,Closed; Transported to Corrections for detox
Blue Light Alarm,2016-2246,4/9/16,2237,4/9/16,2237,McAuley,Closed
Larceny,2016-2247,4/9/16,2259,04/08-09/2016,Unk,University Heights North 1,Open
Intoxication,2016-2251,4/9/16,2349,4/9/16,2349,Living and Learning,Closed; UVM Rescue transported to UVM MC
Suspicious Event,2016-2253,4/10/16,13,4/10/16,13,WDW,Closed
Agency Assist / Sexual Assualt,2016-2261,4/10/16,211,04/9-10/2016,Unk,"400 block of College St, Burlington",Closed; Assist to BPD
Intoxication / Medical Assist,2016-2262,4/10/16,241,4/10/16,241,Christie,Closed; UVM Rescue transported to UVM MC and Corrections for detox
Noise,2016-2263,4/10/16,316,4/10/16,316,Redstone Quad,Closed
Vandalism,2016-2268,4/10/16,1120,Unk,Unk,Sichel Hall,Open incident
Drugs,2016-2274,4/10/16,1830,4/10/16,1830,Harris Hall,Closed; Cited into court for multiple drug related charges
Drugs,2016-2277,4/10/16,2221,4/10/16,2221,Living & Learning,Closed; report to CSES
Drugs,2016-2285,4/11/16,1015,4/11/16,1015,Coolidge Hall,Closed
Larceny,2016-2287,4/11/16,1520,Mar-16,Unk,Austin Hall Outside,Open incident
Citizen Assist,2016-2288,4/11/16,1541,4/11/16,1541,Pomeroy Hall,Closed
Larceny,2016-2289,4/11/16,1744,4/5/16,1800-2100,Richardson Hall Outside,Open incident
Fire Alarm,2016-2292,4/11/16,1840,4/11/16,1840,Wing Hall,Closed
Drugs,2016-2294,4/11/16,1955,4/11/16,1955,Converse Hall,Closed; report to CSES
Drugs,2016-2296,4/11/16,2317,4/11/16,2317,Sichel Hall,Closed; report to CSES
Sexual Assault,2016-2306,4/11/16,2318,4/9/16,100,Athletic Campus residence hall,Open incident
Intrusion Alarm,2016-2297,4/12/16,35,4/12/16,35,University Health Center,Closed
Larceny,2016-2307,4/12/16,1031,04/11-12/2016,1530-1000,University Hgts South Outside,Open incident
Intrusion Alarm,2016-2308,4/12/16,1035,4/12/16,1035,Waterman,Closed
Drugs,2016-2313,4/12/16,1501,4/12/16,1501,Morrill Hall Parking Lot,Closed; non substantiated
Agency Assist,2016-2314,4/12/16,1650,4/12/16,1650,Trinity Campus,Closed; assist to Burlington Police
Citizen Assist,2016-2318,4/12/16,1938,4/19/16,1937,Coolidge Hall,Closed
Medical Assist / Welfare Check,2016-2321,4/12/16,2326,4/12/16,2326,Converse Hall,Closed; affiliate located & referred to UVM Medical Center ER
Fire Alarm / University Policy Violation,2016-2325,4/13/16,147,4/13/16,147,Mercy Hall,Closed; report to CSES
Citizen Assist,2016-2329,4/13/16,937,4/13/16,937,PFG,Closed
Suspicious Behavior,2016-2330,4/13/16,1022,4/12/16,1815,Bailey Howe,Closed
Welfare Check,2016-2331,4/13/16,1145,4/13/16,1145,Cook,Closed; Referred to CARE Team
Larceny,2016-2332,4/13/16,1247,4/13/16,1125-1150,Living and Learning,Closed; Unfounded
Larceny Bicycle,2016-2333,4/13/16,1336,03/23-04/13/2016,Unk,Living and Learning,Open
Sexual Assault,2016-2335,4/13/16,1526,4/9/16,Unk,Unknown Off Campus Location,Closed; referred to Title IX coordinator
UVM Policy Violation,2016-2338,4/13/16,1905,4/13/16,1905,Williams Fire Escape,Closed
Fire Alarm,2016-2339,4/13/16,2207,4/13/16,2207,McAuley,Closed
Drugs,2016-2346,4/14/16,1108,4/14/16,1108,Patterson,Closed; Report to CSES
Welfare Check,2016-2348,4/14/16,1517,4/14/16,1517,Marsh,Closed
Motorist Assist,2016-2349,4/14/16,1609,4/14/16,1609,Votey Lot,Closed
Motorist Assist,2016-2350,4/14/16,1640,4/14/16,1640,801 Williston Rd,Closed
Welfare Check,2016-2351,4/14/16,1743,4/14/16,1743,Wilks,Closed
UVM Policy Violation,2016-2354,4/14/16,1957,4/14/16,1957,Williams Fire Escape,Closed; Report to CSES
Medical Assist,2016-2356,4/14/16,2053,4/14/16,2053,Gutterson,Closed; No transport
Threats / Harassment,2016-2363,4/14/16,2321,4/14/16,2321,Patterson,Open
Agency Assist,2016-2364,4/15/16,47,4/15/16,47,811 Williston Rd,Closed; Assist to BPD
Fire Alarm,2016-2365,4/15/16,53,4/15/16,53,University Heights North 2,Closed
Intoxication,2016-2367,4/15/16,107,4/15/16,107,Wing,Closed; UVM Rescue transport to UVM MC; ACT 1 for detox
Motorist Assist,2016-2369,4/15/16,307,4/15/16,307,Harris Millis Lot,Closed
Animal Problem,2016-2374,4/15/16,944,4/15/16,944,601 Main St,Closed
Medical Assist,2016-2377,4/15/16,1413,4/15/16,1413,Simpson / Redstone Dining,Closed; UVM Rescue transported to UVM MC
UVM Policy Violation,2016-2380,4/15/16,1619,4/15/16,1619,Tupper Roof,Closed; Report to CSES
Blue Light Alarm,2016-2381,4/15/16,1732,4/15/16,1732,Ira Allen School,Closed
Citizen Assist,2016-2384,4/15/16,1835,4/15/16,1835,MAT,Closed
Vandalism Graffiti,2016-2386,4/15/16,1900,Unk,Unk,Farrell,Open
Animal Problem,2016-2387,4/15/16,1911,4/15/16,1911,Redstone Lofts,Closed
Elevator Alarm,2016-2388,4/15/16,1922,4/15/16,1922,University Heights North 1,Closed
UVM Policy Violation,2016-2389,4/15/16,1938,4/15/16,1938,Williams Fire Escape,Closed; Report to CSES
Fire Alarm,2016-2390,4/15/16,2140,4/15/16,2140,252 Colchester Ave,Closed
Drugs,2016-2394,4/15/16,2201,4/15/16,2201,Mason,Closed; Report to CSES
Medical Assist / Drugs,2016-2401,4/15/16,2310,4/15/16,2310,Harris,Closed; 2 Affiliates and 1 non affiliate cited into court for possession of drugs; UVM Rescue transported to UVM MC
Medical Assist / Intoxication,2016-2404,4/15/16,2336,4/15/16,2336,Wright,Closed; UVM Rescue transported to UVM MC
Drugs / Alcohol Offense,2016-2405,4/16/16,17,4/16/16,17,McCann,Closed; Cited in court for Sale of Marijuana
Suspicious Event,2016-2406,4/16/16,18,4/16/16,18,Trinity Campus,Closed
Fire Alarm,2016-2408,4/16/16,328,4/16/16,328,Living and Learning,Closed
Medical,2016-2410,4/16/16,748,4/16/16,748,Carrigan Dr and Beaumont Ave,Closed referred to UVM Medical Center by UVM Rescue
Domestic Disturbance,2016-2411,4/16/16,901,4/16/16,901,Redstone Lofts South,Closed Unfounded
Medical,2016-2414,4/16/16,1436,4/16/16,1436,PFG,Closed referred to UVM Medical Center by UVM Rescue
Fire Alarm,2016-2415,4/16/15,1611,4/16/16,1611,University Heights S2,Closed
Citizen Assist,2016-2418,4/16/16,1737,4/16/16,1737,Gutterson,Closed
Intrusion Alarm,2016-2419,4/16/16,1813,4/16/16,1813,Waterman,Closed
UVM Policy Violation,2016-2421,4/16/16,1907,4/16/16,1907,Williams Hall Fire Escape,Closed; report to CSES
Agency Assist / Alcohol Violation,2016-2425,4/16/16,2026,4/16/16,2026,58 East Terrace Burlington,Closed assist to S Burlington Police;  Report to CSES
Medical / Intoxication,2016-2428,4/16/16,2105,4/16/16,2105,Main Green,Closed subject referred to Corrections for Detox; report to CSES
DUI,2016-2430,4/16/16,2145,4/16/16,2145,College St/S Union St,Closed subject cited into district court for Driving under the influence
Agency Assist / Outdoor Fire,2016-2432,4/17/16,8,4/17/16,8,Quarry Hill Rd S Burlington,Closed
Intoxication/Medical,2016-2433,4/17/16,17,4/17/16,17,WDW Outside,Closed referred to UVM Medical Center report to CSES
Accident - Injury,2016-2434,4/17/16,48,4/17/16,48,Mercy,Closed case referred to risk management
Intoxication/Drugs,2016-2436,4/17/16,204,4/17/16,204,University Heights N,"Closed referred to UVM Medical Center , marijuana confiscated ;report to CSES"
Blue Light Alarm,2016-2438,4/17/16,249,4/17/16,249,Fleming,Closed
Suspicious Behavior,2016-2439,4/17/16,842,4/17/16,842,Redstone Campus,Closed; non substantiated
Medical Assist,2016-2443,4/17/16,1610,4/17/16,1610,PFG,Closed; non affiliate referred to UVM Rescue
Fire Alarm,2016-2445,4/17/16,1743,4/17/16,1743,University Hgts South 1,Closed
Fire Alarm,2016-2447,4/17/16,1909,4/17/16,1909,Converse Hall,Closed
Larceny,2016-2448,4/17/16,2003,Unk,Unk,Redstone Apts,Closed
Suspicious Behavior,2016-2452,4/17/16,2141,4/17/16,2141,Marsh Austin Tupper,Closed
Alcohol Violation,2016-2453,4/17/16,2155,4/17/16,2155,Marsh Hall,Closed; report to CSES
Alcohol Violation / Disturbance,2016-2454,4/17/16,2156,4/17/16,2156,Gutterson Field House,Closed; report to CSES
Citizen Assist,2016-2456,4/17/16,2308,4/17/16,2308,University Hgts South 1 Parking Lot,Closed
Suspicious Vehicle,2016-2458,4/18/16,23,4/18/16,23,Gutterson Parking Garage,Closed
Agency Assist / Fire,2016-2464,4/18/16,458,4/18/16,458,"Spinner Place, Winooski",Closed; assist to Winooski Fire Dept. & Winooski Police
Suspicious Vehicle,2016-2466,4/18/16,647,4/18/16,647,Mercy Hall Parking Lot,Closed
Intrusion Alarm,2016-2467,4/18/16,742,4/18/16,742,Waterman,Closed
Motorist Assist,2016-2468,4/18/16,828,4/18/16,828,Billings Parking Lot,Closed
Accident - Leaving the Scene,2016-2470,4/18/16,1118,4/18/16,1118,Harris Millis Parking Lot,Closed
Citizen Assist,2016-2472,4/18/16,1734,4/18/16,1734,UVM Police Services,Closed
Suspicious Behavior,2016-2473,4/18/16,1856,4/18/16,1856,Living & Learning,Closed; non substantiated
