Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Fire Alarm,2015-3779,7/1/15,1426,7/1/15,1426,Jeanne Mance,Closed
Fire Alarm,2015-3780,7/1/15,1532,7/1/15,1532,Jeanne Mance,Closed
Blue Light Alarm,2015-3784,7/1/15,1952,7/1/15,1952,PFG,Closed
Noise,2015-3785,7/1/15,2314,7/1/15,2314,Living & Learning,Closed
Medical Assist,2015-3787,7/2/15,27,7/2/15,27,Redstone Apts,Closed; referred to UVM Medical Center by UVM Rescue
Animal Problem,2015-3789,7/2/15,1257,7/2/15,1257,Jeffords Hall Parking Lot,Closed
Agency Assist,2015-3790,7/2/15,1639,07/0/2015,1639,UVM Police Services,Closed; assist to the VT Department of Liquor Control
Larceny,2015-3791,7/2/15,1733,7/2/15,1733,Marsh Austin Tupper,Closed; Unfounded
Agency Assist,2015-3792,7/2/15,1956,7/2/15,1956,Cook,Closed; assist to UVM Rescue & Burlington Fire Department
Suspicious Behavior,2015-3795,7/2/15,2348,7/2/15,2348,Christie Hall Parking Lot,Closed
Motorist Assist,2015-3796,7/2/15,2351,7/2/15,2351,"Interstate 89, Colchester",Closed
Domestic Disturbance,2015-3797,7/2/15,2352,7/2/15,2352,Redstone Apts,Closed
Motor Vehicle Complaint,2015-3801,7/3/15,1232,7/3/15,1232,Cook Shuttle Path,Closed
Accident,2015-3806,7/3/15,2302,7/3/15,2302,Gutterson Garage,Closed
Medical Assist,2015-3807,7/3/15,2309,7/3/15,2309,Wright Hall,Closed; referred to UVM Medical Center by UVM Rescue
Medical Assist / Intoxication,2015-3808,7/3/15,2328,7/3/15,2328,Simpson Loading Dock,Closed; referred to UVM Medical Center by UVM Rescue
Agency Assist,2015-3810,7/4/15,22,7/4/15,22,Williston Rd / Interstate 89,Closed; Assist to SBPD
Motorist Assist,2015-3812,7/4/15,154,7/4/15,154,Main St / Spear St,Closed
Blue Light Alarm,2015-3813,7/4/15,203,7/4/15,203,Farrell Hall,Closed
Policy Violation / Blocking Egress,2015-3816,7/4/15,524,7/4/15,524,Williams Hall Fire Escape,Closed; University Policy Violation Warning Issued
Fire Alarm,2015-3818,7/4/15,1758,7/4/15,1757,Torrey Hall,Closed
Intrusion Alarm,2015-3828,7/5/15,36,7/5/15,36,Nolan House,Closed
Agency Assist,2015-3830,7/5/15,130,7/5/15,130,Church St / Main St,Closed; assist to Burlington Police
Agency Assist,2015-3837,7/6/15,510,7/6/15,510,25 S Willard St,Closed; assist to Burlington Police
Intrusion Alarm,2015-3838,7/6/15,629,7/6/15,629,Waterman,Closed
Disorderly Conduct,2015-3847,07/06/20215,1854,7/6/15,1854,Jeffords,Closed
Citizen Assist,2015-3856,7/7/15,718,Unknown,Unknown,Fort Ethan Allen,Closed
Property Damage,2015-3859,7/7/15,926,Unknown,Unknown,Main St / Beaumont Ave,Closed
Animal Problem,2015-3861,7/7/15,1352,7/7/15,1352,IMF Parking Lot,Closed
Medical,2015-3864,7/7/15,1849,7/7/15,1849,Harris,Closed referred to UVM Medical Center by UVM Rescue
Fire Alarm,2015-3866,7/7/15,2119,7/7/15,2119,Morrill,Closed
Fire Alarm,2015-3874,7/7/15,2320,7/7/15,2320,Waterman,Closed
Fire Alarm,2015-3877,7/8/15,239,7/8/15,239,Waterman Computer Lab,Closed
Intrusion Alarm,2015-3884,7/8/15,1800,7/8/15,1800,Fort Ethan Allen Training and Compliance,Closed
Drug Possession,2015-3885,7/8/15,1826,7/8/15,1826,Wright,Closed ticket issued for possession
Suspicious Behavior,2015-3887,7/9/15,6,7/9/15,6,PFG Parking Llot,Closed
Intrusion Alarm,2015-3892,7/9/15,402,7/9/15,402,Fort Ethan Allen Training and Compliance,Closed
Fire Alarm,2015-3893,7/9/15,620,7/9/15,620,Living and Learning,Closed
Welfare Check,2015-3896,7/9/15,939,7/9/15,939,Redstone Lofts,Closed
Larceny,2015-3899,7/9/15,1051,06/25 to 07/09/2015,Unknown,HSRF Bike Rack,Open
Intrusion Alarm,2015-3906,7/9/15,1701,7/9/15,1701,460 S Prospect St,Closed
Welfare Check / Agency Assist,2015-3909,7/9/15,1839,7/9/15,1839,Police Services,Closed
Fire Alarm,2015-3910,7/9/15,1900,7/9/15,1900,U Hgts N,Closed
Intoxication,2015-3918,7/10/15,316,7/10/15,316,Main St / University Hgts,Closed
Noise / Agency Assist,2015-3927,7/11/15,27,7/11/15,27,"907 Shelburne Rd, South Burlington",Closed
Suspicious Behavior,2015-3928,7/11/15,129,7/11/15,129,Christie,Closed
Citizen Assist,2015-3929,7/11/15,142,7/11/15,142,61 Colchester Ave,Closed
Agency Assist / Welfare Check,2015-3934,7/11/15,1205,7/11/15,1205,"385 E Allen St, Winooski",Closed
Citizen Assist,2015-3943,7/11/15,2336,7/11/15,2336,Ira Allen Chapel,Closed
Agency Assist,2015-3944,7/12/15,114,7/12/15,114,Church St / Main St,Closed
Blue Light Alarm,2015-3946,7/12/15,127,7/12/15,127,16 Colchester Ave,Closed
Blue Light Alarm,2015-3947,7/12/15,132,7/12/15,132,McAuley,Closed
Policy Violation / Blocking Egress,2015-3949,7/12/15,143,7/12/15,143,Perkins Fire Escape,Closed; University Policy Violation Warning Issued
Agency Assist,2015-3951,7/12/15,733,7/12/15,733,Police Services,Closed assist to Burlington Police
Agency Assist,2015-3955,7/12/15,1858,7/12/15,1858,378 Lime Kiln Rd,Closed ; Assist to UVM Rescue
Policy Violation / Blocking Egress,2015-3956,7/12/15,1948,7/12/15,1948,Williams Fire Escape,Closed
Fire Alarm,2015-3957,7/12/15,2102,7/12/15,2102,Patterson,Closed
Agency Assist,2015-3960,7/12/15,2148,7/12/15,2148,1220 Williston Rd S Burlington,Closed Assist to S Burlington Police
Agency Assist,2015-3964,7/13/15,44,077/13/2015,44,College St / S Union St,Closed Assist to Burlington Police
Agency Assist,2015-3965,7/13/15,128,7/13/15,128,Church St / Main St,Closed Assist to Burlington Police
Noise,2015-3968,7/13/15,711,7/13/15,711,Virtue Field,Closed
Suspicious Behavior,2015-3969,7/13/15,916,7/13/15,916,Votey,Closed
Agency Assist,2015-3971,7/13/15,1131,7/13/15,1131,Police Services,Closed Assist to Vermont Intelligence Center
Medical,2015-3973,7/13/15,1308,7/13/15,1308,Gutterson,Closed referred to UVM Medical Center by UVM Rescue
Motorist Assist,2015-3980,7/13/15,2221,7/13/15,2221,Colchester Ave / East Ave,Closed
Agency Assist,2015-3990,7/14/15,138,7/14/15,138,Doubletree S Burlington,Closed Assist to S Burlington Police
Suspicious Behavior,2015-3992,7/14/15,307,7/14/15,307,PFG Garage,Closed
Property Damage / Suspicious Event,2015-3993,7/14/15,601,7/14/15,601,Wheeler House,Closed
Accident,2015-3994,7/14/15,630,7/14/15,630,PFG Garage,Closed
Fire Alarm,2015-3997,7/14/15,1209,7/14/15,1209,Englesby,Closed
Blue Light Alarm,2015-3998,7/14/15,1214,7/14/15,1214,Main Green,Closed
Intrusion Alarm,2015-4000,7/14/15,1403,7/14/15,1403,Large Animal Facility,Closed
Suspicious Behavior / Trespassing,2015-4002,7/14/15,1437,7/14/15,1437,Centennial Field,Closed
Agency Assist,2015-4003,7/14/15,1712,7/14/15,1712,Main St /  University Pl,Closed Assist to Chittenden County Sheriffs Office
Agency Assist,2015-4005,7/14/15,2002,7/14/15,2002,222 Dorset St,Closed Assist to S Burlington
Animal Problem,2015-4007,7/14/15,2151,7/14/15,2151,Southwick,Closed unable to substantiate
Blue Light Alarm,2015-4012,7/15/15,456,7/15/15,456,Kalkin,Closed
Unsecured Premises,2015-4013,7/15/15,507,7/15/15,507,Johnson House,Closed
Intrusion Alarm,2015-4016,7/15/15,817,7/15/15,817,Fleming,Closed
Agency Assist,2015-4022,7/15/15,1446,7/15/15,1446,Harris Millis,Closed Assist to Poughkeepsie NY Police
Agency Assist/Intoxication,2015-4025,7/15/15,2142,7/15/15,2142,UVM Medical Center,Closed subject referred to Chittenden County Corrections for detox  Assist to Burlington Police
Citizen Assist,2015-4027,7/15/15,2237,7/15/15,2237,Fleming,Closed
Agency Assist,2015-4031,7/16/15,948,7/16/15,948,UVM Police Services,Closed; assist to Burlington Police
Suspicious Behavior,2015-4033,7/16/15,1147,7/16/15,1147,Centennial Field,Closed
Agency Assist / Missing Juvenile,2015-4040,7/16/15,2003,7/16/15,2003,John Dewey Hall,Closed; assist to Burlington Police / Subject located
Intrusion Alarm,2015-4046,7/16/15,2237,7/16/15,2237,"Training & Compliance, Ryan St, Essex",Closed
Unsecured Building,2015-4047,7/16/15,2239,7/16/15,2239,Redstone Campus,Closed
Agency Assist / Intrusion Alarm,2015-4052,7/17/15,427,7/17/15,427,"Williston Rd, S. Burlington",Closed; assist to South Burlington Police
Intrusion Alarm,2015-4053,7/17/15,839,7/17/15,839,Waterman,Closed
Agency Assist,2015-4054,7/17/15,854,7/17/15,854,S Prospect St / College St,Closed; assist to Shelburne Police
Elevator Alarm,2015-4055,7/17/15,1411,7/17/15,1411,Davis Hall,Closed
Suspicious Behavior,2015-4059,7/17/15,2034,7/17/15,2034,Harris Millis Parking Lot,Closed
Traffic / Driving While Suspended,2015-4062,7/17/15,2213,7/17/15,2213,Main St / Summit St,Closed; non affiliate cited into court for driving while suspended
Traffic / DUI,2015-4063,7/17/15,2348,7/17/15,2348,Main St / University Ter.,Closed; non affiliate cited into court for DUI
Blue Light Alarm,2015-4064,7/17/15,2351,7/17/15,2351,PFG,Closed
Agency Assist,2015-4066,7/18/15,202,7/18/15,202,Maple St / S Willard St,Closed; assist to Burlington Police
Traffic / DUI,2015-4070,7/18/15,2237,7/18/15,2237,"Hinesburg Rd / Williston Rd, S. Burlington",Closed; non affiliate cited into court for DUI
Agency Assist,2015-4074,7/19/15,133,7/19/15,133,Main St / Church St,Closed; assist to Burlington Police
Suspicious Behavior,2015-4075,7/19/15,400,7/19/15,400,Redstone Lofts,Closed
Fire Alarm,2015-4077,7/19/15,1337,7/19/15,1337,Colchester Research Facility,Closed
Fire Alarm,2015-4079,7/19/15,1510,7/19/15,1510,Colchester Research Facility,Closed
Motorist Assist,2015-4082,7/19/15,2140,7/19/15,2140,Harris Millis Parking Lot,Closed
Motorist Assist,2015-4092,7/20/15,1244,7/20/15,1244,East Ave / Carrigan Dr,Closed
Property Damage,2015-4093,7/20/15,1255,Unk,Unk,Englesby,Closed
Fire Alarm,2015-4115,7/21/15,1039,7/21/15,1039,Harris Millis,Closed
Fraud,2015-4116,7/21/15,1052,7/14/15,Unk,University Health Center,Open incident
Medical Assist,2015-4119,7/21/15,1701,7/21/15,1701,PFG,Closed; referred to UVM Medical Center via UVM Rescue
Larceny,2015-4120,7/21/15,1832,7/21/15,1200-1700,Marsh Austin Tupper,Open incident
Suspicious Behavior,2015-4124,7/21/15,2254,7/21/15,Unk,Centennial Field,Closed
