Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Elevator Alarm,2015-2018,4/1/15,56,4/1/15,56,U Hgts South,Closed
Harassment,2015-2026,4/1/15,1243,Unknown,Unknown,Jeffords,Closed
Vandalism,2015-2029,4/1/15,1355,Unknown,Unknown,Mercy,Open
Fire Alarm,2015-2033,4/1/15,1508,4/1/15,1508,Gutterson Field House,Closed
Property Damage,2015-2034,4/1/15,1510,4/1/15,1510,Hills,Closed
Suspicious Behavior,2015-2035,4/1/15,1649,4/1/15,1649,UHC,Closed
Policy Violation / Blocking Egress,2015-2037,4/1/15,1914,4/1/15,1914,Williams Hall Fire Escape,Closed
Suspicious Behavior,2015-2040,4/1/15,2254,Unknown,Unknown,Harris Millis,Closed
Sexual Assault,2015-2043,4/2/15,823,3/14/15,Unk,368 Main St,Open
Blue Light Alarm,2015-2044,4/2/15,927,4/2/15,927,PFG Garage,Closed
Fire Alarm,2015-2047,4/2/15,1020,4/2/15,1020,Military Studies,Closed
Medical Assist,2015-2048,4/2/15,1157,4/2/15,1157,Living & Learning,Closed; referred to UVM Rescue
Accident,2015-2050,4/2/15,1329,4/2/15,Unk,UVM Parking Garage,Closed
Blue Light Alarm,2015-2051,4/2/15,1349,4/2/15,1349,438 S Prospect St,Closed
Agency Assist,2015-2055,4/2/15,1506,4/2/15,1506,McAuley Hall,Closed
Suspicious Activity,2015-2056,4/2/15,1508,4/2/15,1508,Ready Hall,Closed
Fraud,2015-2059,4/2/15,2043,4/2/15,2043,273 Colchester Ave,Closed; referred to U.S. Secret Service & report to CSES
Fire Alarm,2015-2060,4/2/15,2106,4/2/15,2106,Votey Hall,Closed
Blue Light Alarm,2015-2064,4/3/15,101,4/3/15,101,John Dewey Hall,Closed
Blue Light Alarm,2015-2065,4/3/15,127,4/3/15,127,Davis Center Tunnel Path,Closed
Trespassing,2015-2066,4/3/15,155,4/3/15,155,PFG,Closed
Intrusion Alarm,2015-2067,4/3/15,159,4/3/15,159,Waterman,Closed
Alcohol Offense,2015-2068,4/3/15,208,4/3/15,208,Mercy Hall,Closed; report to CSES
Blue Light Alarm,2015-2069,4/3/15,235,4/3/15,238,Mann Hall,Closed
Fire,2015-2070,4/3/15,237,4/3/15,237,Mason Hall,Closed; report to CSES
Blue Light Alarm,2015-2071,4/3/15,241,4/3/15,241,John Dewey Hall,Closed
Agency Assist,2015-2072,4/3/15,402,4/3/15,402,S Prospect St / Colchester Ave,Closed
Citizen Assist,2015-2075,4/3/15,1409,4/3/15,1409,Redstone Apts,Closed
Vandalism,2015-2077,4/3/15,1654,4/3/15,0735-1630,Redstone Apts 11-79,Open incident
Suspicious Activity,2015-2078,4/3/15,1936,4/3/15,1936,Williams Hall,Closed
Fire Alarm,2015-2081,4/3/15,2239,4/3/15,2239,Mason Simpson Hamilton,Closed
Fire Alarm,2015-2083,4/4/15,11,4/4/15,11,Austin Hall,Closed
Medical Assist / Intoxication,2015-2086,4/4/15,103,4/4/15,103,Millis Hall,"Closed; referred to UVM Rescue, UVM Medical Center ER, & ACT 1 for Detox; report to CSES"
Traffic/ Alcohol Offense,2015-2087,4/4/15,117,4/4/15,117,University Heights Parking Lot,Closed; Report to CSES
Alcohol Offense,2015-2088,4/4/15,149,4/4/15,149,University Hgts North 1,Open incident
Agency Assist,2015-2089,4/4/15,307,4/4/15,307,St Paul St / Maple St,Closed
Vandalism,2015-2090,4/4/15,1215,Unk,Unk,University Heights Parking Lot,Open
Medical Assist,2015-2091,4/4/15,1217,4/4/15,1217,University Heights North 2,Closed
Citizen Assist,2015-2093,4/4/15,1625,4/4/15,1625,Gutterson Garage,Closed
Medical Assist,2015-2098,4/4/15,1939,4/4/15,1939,Sichel,Closed; Rescue transported to UVM MC
Agency Assist,2015-2099,4/4/15,1956,4/4/15,1956,"612 Williams Rd, Colchester",Closed
Alcohol Offense,2015-2100,4/4/15,2013,4/4/15,2013,Sichel,Closed; Report to CSES
Agency Assist,2015-2102,4/4/15,2239,4/4/15,2239,861 Williston Rd,Closed
Agency Assist,2015-2104,4/4/15,2317,4/4/15,2317,1076 Williston Rd,Closed
Agency Assist,2015-2106,4/4/15,2342,4/4/15,2342,Ready,Closed
Alcohol Offense,2015-2109,4/5/15,142,4/5/15,142,Millis,Closed; Report to CSES
Welfare Check/Alcohol Offense,2015-2110,4/5/15,152,4/5/15,152,Buckham,Closed; Report to CARES
Elevator Alarm,2015-2114,4/5/15,1103,4/5/15,1103,University Heights North 2,Closed
Disorderly Conduct,2015-2115,4/5/15,1150,4/5/15,1150,Austin,Closed
Medical Assist,2015-2116,4/5/15,1729,4/5/15,1729,PFG,Closed; Rescue transported to UVM MC
Fire Alarm,2015-2121,4/5/15,1928,4/5/15,1928,Harris Millis,Closed
Drug Offense,2015-2123,4/5/15,2312,4/5/15,2312,Harris,Closed; Report to CSES
Open Door,2015-2127,4/6/15,252,4/6/15,252,Wright,Closed
Agency Assist,2015-2128,4/6/15,312,4/6/15,312,McCann,Closed
Open Door,2015-2129,4/6/15,512,4/6/15,512,109 S Prospect St,Closed
Vandalism,2015-2130,4/6/15,530,Unk,Unk,Living and Learning D,Open
Suspicious Event,2015-2131,4/6/15,650,4/5/15,330,Davis,Closed
Vandalism,2015-2132,4/6/15,729,4/3/15,100,Coolidge,Open
ATM Alarm,2015-2133,4/6/15,826,4/6/15,826,Davis Center,Closed
Agency Assist,2015-2136,4/6/15,1123,4/6/15,1123,Williston Rd / Dorset St,Closed
Agency Assist,2015-2137,4/6/15,1447,4/6/15,1447,University Pl / Colchester Av,Closed
Drug Offense,2015-2138,4/6/15,1558,4/6/15,1558,Coolidge,Closed; Report to CSES
