Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Suspicious Person,2013-2827,4/1/13,151,4/1/13,151,University Heights,Closed
Agency Assist,2013-2837,4/1/13,1557,4/1/13,1557,Jeffords Lot,Closed
Noise,2013-2844,4/1/13,1902,4/1/13,1902,500 S Prospect St,Open
ATM Alarm,2013-2845,4/1/13,2132,4/1/13,2132,Living and Learning,Closed
Drug Offense,2013-2851,4/1/13,2324,4/1/13,2324,Tupper,Closed; Unfounded
Vandalism,2013-2866,4/2/13,1329,04/01-04/02/2013,Unk,Perkins,Open
Medical Assist,2013-2867,4/2/13,1350,4/2/13,1350,Cook,Closed
Vandalism,2013-2868,4/2/13,1416,3/16/13,100,Redstone Lofts,Open
Drugs,2013-2869,4/2/13,1430,4/2/13,1430,Simpson,Closed
Burglary,2013-2870,4/2/13,1739,4/2/13,1700-1739,Converse,Open
Fire Alarm,2013-2874,4/2/13,2006,4/2/13,2006,Wright,Closed
Larceny,2013-2875,4/2/13,2114,4/2/13,2114,Southwick,Open
Intoxication,2013-2878,4/3/13,6,4/3/13,6,Patterson,Closed; UVM Rescue transported to FAHC; transported to ACT 1
Fire Alarm,2013-2880,4/3/13,108,4/3/13,108,34 S Williams St,Closed
Suspicious Person,2013-2881,4/3/13,142,4/3/13,142,1 S Prospect St,Closed
Suspicious Person,2013-2883,4/3/13,255,4/3/13,255,Williston Rd / Dorset St,Closed
Vandalism,2013-2866,4/2/13,1329,04/01-04/02/2013,Unk,Perkins,Open
Medical Assist,2013-2867,4/2/13,1350,4/2/13,1350,Cook,Closed
Vandalism,2013-2868,4/2/13,1416,3/16/13,100,Redstone Lofts,Open
Drugs,2013-2869,4/2/13,1430,4/2/13,1430,Simpson,Closed
Burglary,2013-2870,4/2/13,1739,4/2/13,1700-1739,Converse,Open
Fire Alarm,2013-2874,4/2/13,2006,4/2/13,2006,Wright,Closed
Larceny,2013-2875,4/2/13,2114,4/2/13,2114,Southwick,Open
Intoxication,2013-2878,4/3/13,6,4/3/13,6,Patterson,Closed; UVM Rescue transported to FAHC; transported to ACT 1
Fire Alarm,2013-2880,4/3/13,108,4/3/13,108,34 S Williams St,Closed
Suspicious Person,2013-2881,4/3/13,142,4/3/13,142,1 S Prospect St,Closed
Suspicious Person/Agency Assist,2013-2883,4/3/13,255,4/3/13,255,Williston Rd / Dorset St,Closed
Theft of Service,2013-2893,4/3/13,1411,4/3/13,1411,Trinity Campus,Closed; referred to CSES
Suspicious Event,2013-2896,4/3/13,1550,4/3/13,1510,Southwick,Closed
Medical Assist,2013-2897,4/3/13,1600,4/3/13,1600,Williams Hall,Closed; referred to UVM Rescue
Larceny,2013-2899,4/3/13,1717,4/3/13,1717,Williams Hall,Open incident
Drugs,2013-2900,4/3/13,1717,4/3/13,1717,Coolidge Hall,Closed; report to CSES
Intrusion Alarm,2013-2901,4/3/13,2130,4/3/13,2130,Waterman,Closed
Vandalism-Graffiti,2013-2910,4/4/13,859,4/4/13,Unk,Chittenden Hall,Open incident
Intrusion Alarm,2013-2922,4/4/13,1649,4/4/13,1649,Large Animal Facility,Closed
Agency Assist,2013-2924,4/4/13,1826,4/4/13,1826,"Robinson Parkway, Burlington",Closed
Medical Assist,2013--2925,4/4/13,1934,4/4/13,1934,PFG Fitness Center,Closed; referred to UVM Rescue
Drugs / Alcohol Offense,2013-2928,4/4/13,2342,4/4/13,2342,Wright Hall,Closed; report to CSES
Alcohol Offense,2013-2932,4/5/13,140,4/5/13,140,Marsh Hall,Closed
Traffic / DUI,2013-2933,4/5/13,242,4/5/13,242,Main St / East Ave,Closed; affiliate cited for DUI; report to CSES
Drugs,2013-2934,4/5/13,305,4/5/13,305,Williston Rd,Closed
Intrusion Alarm,2013-2935,4/5/13,813,4/5/13,813,Fleming,Closed
Animal Problem,2013-2936,4/5/13,1007,4/5/13,1007,Ira Allen Chapel,Closed
Drugs,2013-2943,4/5/13,1613,4/5/13,1613,Redstone Apts          3-13,Closed
Drugs,2013-2944,4/5/13,1655,4/5/13,1655,Harris Hall,Closed; unfounded
Suspicious Person,2013-2945,4/5/13,1706,4/5/13,1706,Redstone Apts Parking Lot,Closed
Drugs,2013-2947,4/5/13,2139,4/5/13,2139,Harris Hall,Closed; unfounded
Alcohol Offense,2013-2948,4/5/13,2218,4/5/13,2218,Harris Hall,Closed; report to CSES
911 Hang-up,2013-2949,4/5/13,2220,4/5/13,2220,Mercy Hall,Closed
Blue Light Alarm,2013-2953,4/6/13,42,4/6/13,42,Fleming,Closed
Drugs,2013-2954,4/6/13,107,4/6/13,107,Wilks Hall,Closed; unfounded
Intoxication,2013-2955,4/6/13,112,4/6/13,112,University Heights North 2,Closed; UVM Rescue transported to FAHC for detox
Drugs,2013-2956,4/6/13,116,4/6/13,116,Slade Hall,Closed; unfounded
Alcohol Offense,2013-2957,4/6/13,125,4/6/13,125,S. Prospect St / Colchester Ave,Closed; alcohol ticket issued
Intoxication,2013-2958,4/6/13,127,4/6/13,127,University Heights North 2,Closed; Non- affiliate  transported to Corrections for detox
Vandalism,2013-2959,4/6/13,149,4/6/13,149,Chittenden Hall,Open
Vandalism,2013-2962,4/6/13,200,4/6/13,200,University Heights North 1,Open
Alcohol Offense,2013-2963,4/6/13,232,4/6/13,232,Wright Hall,Closed; report to CSES
Vandalism,2013-2964,4/6/13,239,4/6/13,239,Living & Learning Parking Lot,Open
