Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Welfare Check / Medical Assist,2016-6940,10/1/16,18,10/1/16,18,Wilks,Closed; UVM Rescue transported to UVM MC
Intoxication,2016-6941,10/1/16,26,10/1/16,26,Mercy,Closed; BFD Rescue transported to UVM MC
Agency Assist / Alcohol Offense,2016-6942,10/1/16,101,10/1/16,101,"49 George St, Burlington",Closed; Assist to BPD; Report to CSC
University Policy Violation,2016-6943,10/1/16,102,10/1/16,102,Williams Hall Fire Escape,Closed; Report to CSC
Fire Alarm,2016-6944,10/1/16,107,10/1/16,107,Wright,Closed
Noise / Alcohol Offense,2016-6947,10/1/16,139,10/1/16,139,Hunt,Closed; Report to CSC
Ordinance Violation,2016-6949,10/1/16,202,10/1/16,202,Pearl St / George St,Closed; Ticket issued for public urination
Noise,2016-6950,10/1/16,306,10/1/16,306,500 S Prospect St,Closed; Verbal Warning
Agency Assist,2016-6956,10/1/16,1201,10/1/16,1201,Colchester Ave / Barrett St,Closed; Assist to BPD
Sexual Assault,2016-6958,10/1/16,1342,10/1/16,0000-0100,College St,Closed; Referred to CUSI
Property Damage,2016-6960,10/1/16,1629,10/1/16,1629,Virtue Field,Closed; No damage
Medical Assist,2016-6961,10/1/16,1712,10/1/16,1712,Virtue Field,Closed; UVM Rescue transported to UVM MC
Citizen Assist,2016-6964,10/1/16,1828,10/1/16,1828,Gutterson,Closed
Medical Assist,2016-6965,10/1/16,2019,10/1/16,2019,McAuley,Closed; UVM Rescue transported to UVM MC
Drugs / Alcohol Offense,2016-6971,10/1/16,2210,10/1/16,2210,Hamilton,Closed; Report to CSC
Drugs,2016-6976,10/1/16,2312,10/1/16,2312,Redstone Lofts Outside,Closed; Report to CSC
Medical Assist,2016-6977,10/1/16,2318,10/1/16,2318,University Heights South,Closed; BFD Rescue transported to UVM MC
Medical Assist / Intoxication,2016-6978,10/1/16,2327,10/1/16,2327,University Heights Racetrack,Closed; BFD Rescue transported to UVM MC; transported to Corrections for detox
Drugs,2016-6979,10/1/16,2332,10/1/16,2332,Redstone Lofts Outside,Closed; Report to CSC
Motor Vehicle Complaint,2016-6983,10/2/16,11,10/2/16,11,Living and Learning,Closed; VCVC issued; Report to CSC
Alcohol Offense,2016-6986,10/2/16,52,10/2/16,52,S Prospect St,Closed; VCVC issued to non-affiliate; Report to CSC
Traffic / DUI,2016-6988,10/2/16,101,10/2/16,101,Williston Rd / Dorset St,Closed; Cited into court for DUI
Drugs,2016-6989,10/2/16,111,10/2/16,111,Catholic Center Outside,Closed; VCVC issued to non-affiliate; Report to CSC
Blue Light Alarm,2016-6990,10/2/16,119,10/2/16,119,Green Mountain Walkway,Closed
Alcohol Offense,2016-6991,10/2/16,134,10/2/16,134,Colchester Ave / East Ave,Closed; Report to CSC
Motor Vehicle Complaint,2016-6992,10/2/16,203,10/2/16,203,Gutterson,Closed
Drugs / Alcohol Offense,2016-6993,10/2/16,206,10/2/16,206,Millis,Closed; Report to CSC
Alcohol Offense,2016-6994,10/2/16,240,10/2/16,240,S Union St / Bradley St,Closed
Suspicious Event,2016-7007,10/2/16,2155,10/2/16,2155,PFG Lot,Closed
Citizen Assist,2016-7008,10/2/16,2218,10/2/16,2218,Converse,Closed
Motor Vehicle Complaint,2016-7009,10/2/16,2246,10/2/16,2246,University Pl / Main St,Closed
Agency Assist,2016-7014,10/3/16,34,10/3/16,34,861 Williston Rd,Closed; Assist to SBPD
Vandalism,2016-7019,10/3/16,658,10/3/16,0000-0658,WDW,Open
Intrusion Alarm,2016-7020,10/3/16,937,10/3/16,937,Nolan House,Closed
Vandalism/Graffiti,2016-7021,10/3/16,1133,Unk,Unk,Southwick,Open
Fire Alarm,2016-7022,10/3/16,1622,10/3/16,1622,258 Colchester Ave,Closed
Fire,2016-7023,10/3/16,1625,10/3/16,1625,Votey,Closed
Suspicious Event,2016-7025,10/3/16,2112,10/3/16,Unk,Davis Hall,Closed
Unsecure Premise,2016-7028,10/3/16,2235,10/3/16,2235,258 Colchester Ave,Closed
Suspicious Event,2016-7033,10/4/16,3,10/4/16,3,Mercy,Closed
Larceny Bicycle,2016-7040,10/4/16,708,10/01-04/2016,Unk,Living and Learning Outside,Open
Drugs,2016-7048,10/4/16,1757,10/4/16,1757,Simpson,Closed
Drugs,2016-7052,10/4/16,2218,10/4/16,2218,Living and Learning,Closed; Unable to locate
Drugs,2016-7053,10/4/16,2220,10/4/16,2220,Ampitheater,Closed; Unable to locate
Fire Alarm,2016-7055,10/4/16,2237,10/4/16,2237,Royal Tyler Theater / Cage,Closed
Medical / Intoxication,2016-7060,10/5/16,0,10/5/16,0,Marsh,Closed; UVM Rescue transported to UVM MC
Citizen Assist,2016-7068,10/5/16,1403,10/5/16,1403,Living & Learning,Closed
Citizen Assist,2016-7069,10/5/16,1415,10/5/16,1415,Redstone Apts,Closed
