Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Suspicious Behavior,2015-2729,5/1/15,1301,5/1/15,1301,Marsh Life Sciences,Closed; not substantiated
Larceny,2015-2730,5/1/15,1324,5/1/15,1324,Living and Learning Outside,Open
DUI,2015-2734,5/1/15,2245,5/1/15,2245,Main St / Spear St,Closed subject cited into district court for driving under the influence
Alcohol Offense,2015-2739,5/2/15,58,5/2/15,58,Redstone Apts,Closed report to CSES
Aggravated Assault Unfounded / Alcohol Offense,2015-2743,5/2/15,156,5/2/15,156,Main St / University Hgts,"Aggravated assault unfounded, Alcohol offense closed referred to CSES"
Larceny,2015-2751,5/2/15,1012,5/2/15,0900-1000,Kalkin,Open incident
Vandalism-Graffiti,2015-2756,5/2/15,1052,Unk,Unk,Wills Hall,Open incident
Citizen Assist,2015-2765,5/2/15,1444,5/2/15,1444,University Hgts North 2,Closed
Noise,2015-2769,5/2/15,2319,5/2/15,2319,University Hgts,Closed
Welfare Check,2015-2771,5/3/15,31,5/3/15,31,"Oakwood Ln, Essex, VT",Closed; subject located
Traffic / DUI,2015-2775,5/3/15,220,5/3/15,220,"Williston Rd, S. Burlington",Closed; subject cited for DUI
Noise / Fireworks,2015-2776,5/3/15,223,5/3/15,223,Trinity Campus,Closed
Suspicious Behavior,2015-2777,5/3/15,425,5/3/15,425,Kalkin Hall,Closed
Blue Light Alarm,2015-2778,5/3/15,806,5/3/15,806,Medical Education,Closed
Welfare Check,2015-2779,5/3/15,904,5/3/15,904,Waterman,Closed
Medical,2015-2780,5/3/15,957,5/3/15,957,Univeristy Hgts S,Closed referred to UVM Medical Ctr by UVM rescue
Agency Assist,2015-2781,5/3/15,1413,5/3/15,1413,262 S Prospect St Burlington,Closed
Theft of Service,2015-2800,5/4/15,1041,5/4/15,1041,Hunt Hall Parking Lot,Closed; report to CSES
Agency Assist,2015-2801,5/4/15,1110,5/4/15,1110,UVM Police Services,Closed; assist to VT Fish & Game
Fire / CO Alarm,2015-2802,5/4/15,1137,5/4/15,1137,Christie Hall,Closed
Welfare Check,2015-2806,5/4/15,1337,5/4/15,1337,University Hgts / Main St,Closed
Trespassing,2015-2808,5/4/15,2027,5/4/15,2027,Patterson Hall,Closed; non affiliate located & trespassed from residential campus area's.
Trespassing / Animal Problem,2015-2810,5/4/15,2240,5/4/15,2240,Redstone Lofts,Closed; subject located & animal released to animal care facility
Fire Alarm,2015-2816,5/5/15,748,5/5/15,748,Old Mill,Closed
Intrusion Alarm,2015-2817,5/5/15,825,5/5/15,825,Fleming,Closed
Suspicious Activity,2015-2818,5/5/15,932,5/5/15,932,Wing Davis Wilks,Closed
Larceny / Drug Offense,2015-2819,5/5/15,1050,5/5/15,0200-1000,Harris Hall,Open incident
Suspicious Odor,2015-2820,5/5/15,1259,5/5/15,1259,Bittersweet,Closed
Fire Alarm,2015-2821,5/5/15,1601,5/5/15,1601,Fleming,Closed
Trespassing,2015-2822,5/5/15,1958,5/5/15,1958,Morrill Hall,Closed; subject located & escorted off campus
Noise,2015-2826,5/5/15,2229,5/5/15,2229,Redstone Apts 2-6,Closed; noise warning issued
Intoxication,2015-2829,5/5/15,2303,5/5/15,2303,Bittersweet Outside,Closed; referred to ACT 1 for detox; report to CSES
Noise,2015-2830,5/5/15,2320,5/5/15,2320,Mercy Hall Outside,Closed; noise warning issued
