Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Medical Assist / Intoxication / Property Damage,2017-0848,2/1/17,313,2/1/17,313,Mason Hall,"Closed; affiliate referred to UVM Rescue, report to CSC, & Service Operations Notified"
Trespassing,2017-0849,2/1/17,546,2/1/17,546,Living & Learning,Closed;  non affiliate located and trespassed from campus
Vandalism / Larceny,2017-0858,2/1/17,1058,Unk,Unk,Living and Learning,Open
ATM Alarm,2017-0860,2/1/17,1239,2/1/17,1239,Davis Center,Closed
Larceny,2017-0863,2/1/17,1450,2/1/17,1425,Davis Center,Closed; Cited into court for Petit Larceny
Suspicious Person,2017-0865,2/1/17,1634,2/1/17,1634,Bailey Howe,Closed
Noise,2017-0866,2/1/17,1721,2/1/17,1721,East Commuter Lot,Closed
Sexual Assault,2017-0868,2/1/17,1922,1/28/17,Unk,Unknown off campus location,Closed; Referred to Title IX
Medical Assist,2017-0869,2/1/17,1931,2/1/17,1931,Waterman,Closed; UVM Recsue transported to UVM MC
Trespass,2017-0870,2/1/17,2018,2/1/17,2018,Bailey Howe,Closed; Subject lodged for Trespass after warning
Intrusion Alarm,2017-0876,2/2/17,809,2/2/17,809,Fleming,Closed
Fire Alarm,2017-0879,2/2/17,1401,2/2/17,1401,University Heights South 1,Closed
Assist Other,2017-0880,2/2/17,1423,2/2/17,1423,284 East Ave,Closed; Assist to Dean of Students Office
Agency Assist,2017-0881,2/2/17,1536,2/2/17,1536,284 East Ave,Closed; Assist to Dept of Liquor Control
Stalking,2017-0882,2/2/17,1641,2/2/17,1515-1540,438 College St,Closed; Referred to Title IX
Drugs,2017-0885,2/2/17,1947,2/2/17,1947,Mason,Closed; Report to CSC
Welfare Check,2017-0886,2/2/17,2057,2/2/17,2057,Sheraton,Closed
Trespass,2017-0887,2/2/17,2126,2/2/17,2126,Converse,Closed; Subject cited into court for Trespass
Suspicious Event,2017-0888,2/2/17,2217,2/2/17,2217,Williams,Closed; Unable to locate
Fire Alarm / Drugs,2017-0889,2/2/17,2241,2/2/17,2241,Living and Learning,Closed; Report to CSC
Suspicious Event,2017-0892,2/3/17,103,2/3/17,103,N Prospect St / Loomis St,Closed
Agency Assist,2017-0894,2/3/17,124,2/3/17,124,326 Quarry Hill Rd,Closed; Assist to SBPD
Assist Other,2017-0897,2/3/17,1050,2/3/17,1050,41-43 S Prospect St,Closed
Citizen Assist / Car Seat Inspection,2017-0899,2/3/17,1314,2/3/17,1314,1 S Prospect St,Closed
Fire Alarm,2017-0902,2/3/17,1616,2/3/17,1616,Gutterson Ice Rink,Closed
Fire Alarm,2017-0904,2/3/17,1733,2/3/17,1733,Gutterson,Closed
