Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Aggravated Assault,2014-1513,3/1/14,22,3/1/14,22,Redstone Apts 10-70,Closed; subject lodged at corrections  for aggravated assault
Intrusion Alarm,2014-1516,3/1/14,808,3/1/14,808,460 S. Prospect St.,Closed
Intrusion Alarm,2014-1517,3/1/14,833,3/1/14,833,460 S. Prospect St.,Closed
Blue Light Alarm,2014-1526,3/1/14,1405,3/1/14,1405,Living & Learning,Closed
Drugs,2014-1527,3/1/14,1422,3/1/14,1422,Mason Hall,Closed; report to CSES
Suspicious Activity,2014-1529,3/1/14,1531,3/1/14,1531,Trinity Cottages,Closed
Drugs,2014-1531,3/1/14,1753,3/1/14,1753,Wilks Hall,Closed; report to CSES
Agency Assist,2014-1532,3/1/14,1916,3/1/14,1916,"Gregory Dr, S. Burlington",Closed
Intoxication,2014-1533,3/1/14,1915,3/1/14,1915,Gutterson,Closed; subject detoxed at ACT 1 & issued alcohol ticket; report to CSES
Agency Assist,2014-1534,3/1/14,1930,3/1/14,1930,"Dorset St, S. Burlington",Closed
Motor Vehicle Complaint,2014-1535,3/1/14,2146,3/1/14,2146,PFG,Closed
Suspicious Activity,2014-1537,3/2/14,748,3/2/14,748,Gutterson Garage,Closed Unfounded
Intrusion Alarm,2014-1556,3/3/14,811,3/3/14,811,Living and Learning,Closed
Other Assist,2014-1560,3/3/14,1829,3/3/14,1829,500 S Prospect St,Closed
Agency Assist,2014-1563,3/3/14,2310,3/3/14,2310,Trinity Campus,Closed
Intrusion Alarm,2014-1568,3/4/14,715,3/4/14,715,466 S Prospect St,Closed
MV Complaint,2014-1571,3/4/14,810,3/4/14,810,PFG Garage,Closed
ATM Alarm,2014-1574,3/4/14,1021,3/4/14,1021,Mason,Closed
Intrusion Alarm,2014-1582,3/4/14,1817,3/4/14,1817,Waterman,Closed
Larceny,2014-1583,3/4/14,1947,3/4/14,1947,PFG,Open
Intrusion Alarm,2014-1584,3/5/14,3,3/5/14,3,Fleming,Closed
Agency Assist,2014-1585,3/5/14,19,3/5/14,19,33 Hayes Ave  Burlington,Closed
Intrusion Alarm,2014-1586,3/5/14,137,3/5/14,137,Fleming,Closed
Intrusion Alarm,2014-1593,3/5/14,641,3/5/14,641,466 S Prospect St,Closed
Medical,2014-1599,3/5/14,1328,3/5/14,1328,PFG,Closed referred to FAHC by UVM Rescue
Agency Assist,2014-1602,3/5/14,1751,3/5/14,1751,Police Services,Closed
Intoxication / Simple Assault,2014-1609,3/6/14,217,3/6/14,217,Redstone Lofts,"Closed,  referred to ACT 1 then to Corrections for detox: Cited for simple assault & simple assault on a police officer"
Intrusion Alarm,2014-1611,3/6/14,756,3/6/14,756,Living & Learning,Closed
Intrusion Alarm,2014-1612,3/6/14,820,3/6/14,820,Living & Learning,Closed
Elevator Alarm,2014-1618,3/6/14,1220,3/6/14,1220,North 2,Closed
Animal Problem,2014-1624,3/6/14,1644,3/6/14,1644,Old Mill,Closed
Alcohol Offense,2014-1627,3/6/14,2017,3/6/14,2017,Gutterson,Closed; alcohol tickets issued
Medical Assist,2014-1629,3/6/14,2139,3/6/14,2136,Gutterson,Closed; referred to UVM Rescue
Alcohol Offense,2014-1630,3/6/14,2149,3/6/14,2149,Gutterson,Closed; 24 hour trespass & alcohol ticket issued; report to CSES
Intrusion Alarm,2014-1637,3/6/14,2335,3/6/14,2335,460 S. Prospect St.,Closed
Motorist Assist,2014-1639,3/7/14,30,3/7/14,30,Main St / S Williams St,Closed
Intrusion Alarm,2014-1640,3/7/14,154,3/7/14,30,460 S. Prospect St.,Closed
Agency Assist,2014-1646,3/7/14,612,3/7/14,612,Isle LaMotte,Closed
Intrusion Alarm,2014-1650,3/7/14,1134,3/7/14,1134,Living & Learning,Closed
Agency Assist,2014-1655,3/7/14,1500,3/7/14,1500,Redstone Apts 10-70,Closed
Fire Alarm,2014-1656,3/7/14,1652,3/7/14,1652,Ready Hall,Closed
Medical Assist,2014-1658,3/7/14,1854,3/7/14,1864,Gutterson,Closed; referred to UVM Rescue
Citizen Assist,2014-1659,3/7/14,1931,3/7/14,1931,Davis Center,Closed
Medical Assist,2014-1660,3/7/14,2101,3/7/14,2101,Gutterson,Closed; referred to UVM Rescue
Intoxication,2014-1668,3/8/14,229,3/8/14,229,Pearl St / S. Willard St,Closed
Traffic / Alcohol Offense,2014-1677,3/8/14,2246,3/8/14,2246,Spear St / Davis Rd,Closed; report to CSES
Suspicious Behavior,2014-1689,3/9/14,2024,3/9/14,2024,Gutterson,Closed; unfounded
Parking Enforcement,2014-1691,3/9/14,2117,3/9/14,2119,Mason Hall Parking Lot,Closed; ticket issued
Agency Assist,2014-1696,3/10/14,30,3/10/14,30,Redstone Apts 6-40,Closed
Agency Assist,2014-1697,3/10/14,37,3/10/14,37,East Ave.,Closed
Fire Alarm,2014-1698,3/10/14,43,3/10/14,43,McAuley Hall,Closed
Suspicious Behavior,2014-1701,3/10/14,119,3/10/14,119,Parking Garage,Closed
Medical,2014-1704,3/10/14,1242,3/10/14,1242,Davis Center,Closed; referred to FAHC by UVM Rescue
Animal Problem,2014-1705,3/10/14,1304,3/10/14,1304,East Commuter Lot,Closed ; Unfounded
Theft of Services,2014-1706,3/10/14,1331,3/10/14,1331,Christ Church Lot,Closed report to CSES
Medical,2014-1708,3/10/14,1542,3/10/14,1542,Jeffords,Closed; referred to FAHC by UVM Rescue
Drugs Unfounded,2014-1709,3/10/14,1629,3/10/14,1629,University Hgts S,Closed Unfounded
Drug Possession,2014-1711,3/10/14,1920,3/10/14,1920,Marsh,Closed drugs confiscated report to CSES
Welfare Check,2014-1712,3/10/14,2034,3/10/14,2034,Living and Learning,Closed
Intrusion Alarm,2014-1713,3/10/14,2048,3/10/14,2048,460 S Prospect St,Closed
Blue Light Alarm,2014-1714,3/10/14,2153,3/10/14,2153,Coolidge,Closed
Larceny,2014-1715,3/10/14,2200,3/9/14,Unk,Redstone Apts,Closed
Drugs Unfounded,2014-1716,3/10/14,2235,3/10/14,2235,Tupper,Closed Unfounded
Suspicious Behavior,2014-1721,3/11/14,242,3/11/14,242,PFG,Closed
