Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Motorist Assist,2014-9236,12/1/14,1035,12/1/14,1035,Parking Garage,Closed
Accident,2014-9241,12/1/14,1149,12/1/14,1149,70 S. Williams St,Closed
Drugs,2014-9246,12/1/14,1614,12/1/14,1614,Simpson Hall,Closed
Fire Alarm,2014-9247,12/1/14,1623,12/1/14,1623,Trinity Cottages,Closed
Intrusion Alarm,2014-9250,12/1/14,2058,12/1/14,2058,Living & Learning,Closed
Fire Alarm,2014-9251,12/1/14,2230,12/1/14,2230,Living & Learning,Closed
Fire Alarm,2014-9254,12/2/14,856,12/2/14,856,Jeffords Hall,Closed
Fraud,2014-9256,12/2/14,1021,12/1/14,Unk,Redstone Lofts,Open incident
Drugs,2014-9258,12/2/14,1313,12/2/14,1313,Harris Hall,Closed; report to CSES
Accident,2014-9259,12/2/14,1336,12/2/14,1336,Main St / University Pl,Closed
Burglary,2014-9260,11/22/14,1136,11/22/14,0100-0400,Redstone Apts,Open incident
Suspicious Behavior,2014-9261,12/2/14,1513,12/2/14,1513,Stafford Hall,Closed
Fire / CO Alarm,2014-9262,12/2/14,1643,12/2/14,1643,U Hgts South 1,Closed
Burglary,2014-9264,12/2/14,2111,11/29/2014- 12/02/2014,Unk,Tupper Hall,Open incident
Intrusion Alarm,2014-9266,12/3/14,716,12/3/14,716,Fleming,Closed
Larceny,2014-9270,12/3/14,1107,11/30/2014 to 12/02/2014,Unknown,Sichel,Open
Larceny,2014-9272,12/3/14,1122,12/3/14,1122,Millis,Open
Suspicious Behavior,2014-9274,12/3/14,1754,12/3/14,1754,Wilks Hall,Closed
Drug Possession,2014-9277,12/3/14,1954,12/03/214,1954,Marsh,Closed drugs confiscated  report to CSES
Alcohol Offense,2014-9278,12/3/14,2009,12/3/14,2009,Wright,Closed alcohol confiscated report to CSES
Burglary,2014-9280,12/3/14,2029,09/2014 to 12/03/2014,Unknown,Tupper,Closed; subject cited for burglary
Alcohol Offense,2014-9281,12/3/14,2112,12/3/14,2112,Mason,Closed alcohol confiscated report to CSES
Alcohol Offense,2014-9282,12/3/14,2138,12/3/14,2138,Harris Millis Pk Lot,"Closed ticket issued for minor in possession of alcohol, alcohol confiscated  report to cses"
Fire Alarm,2014-9283,12/3/14,2219,12/3/14,2219,Wilks,Closed
Intoxication / Alcohol Offense,2014-9285,12/3/14,2304,12/3/14,2304,Living and Learning,Closed one referred to ACT 1 for detox report to CSES
Alcohol Offense,2014-9286,12/3/14,2324,12/3/14,2324,Jeanne Mance,Closed  report to CSES
Intoxication,2014-9287,12/3/14,2343,12/3/14,2343,Buckham,Closed subject referred to ACT1 for detox then to corrections for detox  report to CSES
Intoxication,2014-9288,12/3/14,2344,12/3/14,2344,Davis Hall,Closed subject referred to Act 1 then to the UVM Med Ctr then back to ACT1 for detox  report to CSES
Fire Alarm / Drug Possession,2014-9289,12/3/14,2348,12/3/14,2348,Chittenden,"Closed drugs, paraphernalia and butane confiscated report to CSES"
Intoxication,2014-9290,12/4/14,3,12/4/14,3,Mercy,Closed non-affiliate released to a  parent 
Intoxication / Drugs,2014-9291,12/4/14,14,12/4/14,14,U Hgts South 1,Closed referred to ACT1 for detox then to corrections report to CSES; cited for possession of regulated drugs
Vandalism,2014-9292,12/4/14,18,12/4/14,18,McAuley,Closed
Intoxication,2014-9293,12/4/14,23,12/4/14,23,Cook,"Closed subject referred to ACT 1 for detox, report to CSES"
Medical / Citizen Assist,2014-9294,12/4/14,31,12/4/14,31,Cook,Closed
Medical,2014-9295,12/4/14,39,12/4/14,39,Chittenden,Closed
Intoxication,2014-9297,12/4/14,137,12/4/14,137,Wilks,Closed subject referred to Act 1 then to Corrections for detox  report to CSES
Welfare Check,2014-9298,12/4/14,139,12/4/14,139,Living and Learning,Closed subject referred to UVM Med Ctr By UVM Rescue
Intoxication /  Suspicious Behavior,2014-9299,12/4/14,150,12/4/14,150,Sichel,Closed  Subject Gone on Arrival
Intoxication,2014-9301,12/4/14,215,12/4/14,215,Harris,Closed subject referred to the ER by UVM Rescue report to CSES
Welfare Check,2014-9302,12/4/14,226,12/4/14,226,U Hgts North,Closed
Agency Assist,2014-9305,12/4/14,904,12/4/14,904,Fleming,Closed
Blue Light Alarm,2014-9306,12/4/14,1012,12/4/14,1012,Delehanty Hall,Closed
Suspicious Behavior / Welfare Check,2014-9313,12/4/14,1317,12/4/14,1317,Centennial Field,Closed
Vandalism,2014-9314,12/4/14,1335,Unk,Unk,Hamilton Hall,Open incident
Agency Assist,2014-9317,12/4/14,1716,12/4/14,1716,North 1,Closed
Vandalism,2014-9318,12/4/14,2314,12/4/14,1136,Mercy Hall,Open incident
Unsecured Building,2014-9320,12/5/14,128,12/5/14,128,Outing Club,Closed
Suspicious Person,2014-9326,12/5/14,659,12/5/14,659,Living and Learning,Closed
Stalking,2014-9327,12/5/14,809,9/12/14,Unk,Buckham,Open
Fire Alarm,2014-9328,12/5/14,950,12/5/14,950,University Heights North 1,Closed
Citizen Assist,2014-9329,12/5/14,1304,12/5/14,1304,Bailey Howe,Closed
Larceny,2014-9330,12/5/14,1358,12/2/14,930,Mercy,Open
Larceny,2014-9331,12/5/14,1420,12/4/14,Unk,CBW Green,Open
Agency Assist,2014-9332,12/5/14,1441,12/5/14,1441,I89 / Exit 14,Closed
Drugs,2014-9333,12/5/14,1745,12/5/14,1745,University Heights North 3,Closed; Unfounded
Agency Assist,2014-9334,12/5/14,2032,12/5/14,2032,Davis Hall,Closed
Blue Light Alarm,2014-9335,12/5/14,2049,12/5/14,2049,Jacob's House,Closed
Drugs,2014-9338,12/5/14,2328,12/5/14,2328,Living and Learning,Closed; Report to CSES
Intrusion Alarm,2014-9339,12/5/14,2330,12/5/14,2330,460 S Prospect St,Closed
Intoxication,2014-9340,12/5/14,2345,12/5/14,2345,Living and Learning,Closed; Transported to ACT 1
Mental Health Issue / Drugs,2014-9342,12/6/14,134,12/6/14,134,Christie,Closed; Rescue transported to UVM MC
Alcohol Offense,2014-9343,12/6/14,136,12/6/14,136,Living and Learning,Closed; Report to CSES
Intoxication / Disorderly Conduct,2014-9344,12/6/14,217,12/6/14,217,Living and Learning,Closed; Transported to UVM MC and Corrections for Detox; citation issued for disorderly conduct
Medical,2014-9355,12/6/14,1319,12/6/14,1319,250 Colchester Ave         Northside Cafe,Closed
Accident,2014-9363,12/6/14,1901,12/6/14,1901,Waterman,Closed
Animal Problem,2014-9364,12/6/14,1600,12/6/14,1600,Patrick Gym,Closed
Noise,2014-9368,12/7/14,49,12/7/14,49,Redstone Apts,Closed Unfounded
Trespassing,2014-9369,12/7/14,102,12/7/14,102,Millis,Closed
