Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
University Policy Violation,2017-0003,1/1/17,10,1/1/17,10,Williams Hall Fire Escape,Closed
Blue Light Alarm,2017-0004,1/1/17,136,1/1/17,136,109 S. Prospect St,Closed
Suspicious Activity,2017-0006,1/1/17,222,1/1/17,222,Bioresearch outside,Closed
Blue Light Alarm,2017-0007,1/1/17,243,1/1/17,243,John Dewey Hall Outside,Closed
Unsecured Premise,2017-0015,1/1/17,1537,1/1/17,1537,Main Campus Construction Gate,Closed
Door Alarm,2017-0016,1/1/17,1610,1/1/17,1610,Dana Medical,Closed
Agency Assist / Simple Assault,2017-0017,1/1/17,2253,1/1/17,2253,Centennial Field,Closed; Assist to BPD
Accident / Arrest,2017-0020,1/2/17,100,1/2/17,100,811 Williston Rd,Closed; Cited into court for Violation of Conditions of Release
Citizen Assist,2017-0031,1/2/17,1639,1/2/17,1639,East Ave / Beaumont Ave,Closed
Medical Assist,2017-0033,1/2/17,1825,1/2/17,1828,Gutterson Ice Rink,Closed; non affiliate transported to UVM Medical Center ER via UVM Rescue
Citizen Assist,2017-0037,1/2/17,2136,1/2/17,2136,Parking & Transportation Parking Lot,Closed
Fire Alarm,2017-0052,1/3/17,1000,1/3/17,1000,Redstone Hall,Closed
Late Reported Sexual Assault,2017-0053,1/3/17,1059,12/30/16,2000-2100,University Health Center,Closed; Referred to CUSI
Attempted Burglary,2017-0079,1/4/17,1009,Unk,Unk,Davis Center,Closed
Fire Alarm,2017-0085,1/4/17,1133,1/4/17,1133,Converse Hall,Closed
Intrusion Alarm,2017-0107,1/5/17,948,1/5/17,948,Waterman,Closed
Fire Alarm,2017-0108,1/5/17,1016,1/5/17,1016,Miller Research Center,Closed
Larceny,2017-0109,1/5/17,1119,Unk,Unk,Aiken,Open incident
Traffic / Drugs,2017-0130,1/6/17,40,1/6/17,40,"College Parkway @ Fort Ethan Allen, Colchester",Closed; non affiliate cited into court for poss. of a depressant & violation conditions of release.
Suspicious Vehicle,2017-0131,1/6/17,48,1/6/17,48,S Prospect St / Maple St,Closed
Paperwork Service,2017-0136,1/6/17,1253,1/6/17,1253,Mercy,Closed
Welfare Check,2017-0142,1/6/17,1705,1/6/17,1705,University Heights North 1,Closed
Traffic / DUI,2017-0157,1/7/17,131,1/7/17,131,"I89 / Mile Marker 89, S Burlington",Closed; Cited into court for DUI
Assist Other,2017-0162,1/7/17,549,1/7/17,549,460 S Prospect St,Closed
Motorist Assist,2017-0168,1/7/17,1350,1/7/17,1350,Colchester Ave / Fletcher Pl,Closed
Citizen Assist,2017-0181,1/8/17,213,1/8/17,213,Harris Millis Lot,Closed
Traffic / DUI,2017-0182,1/8/17,216,1/8/17,216,Main St / Spear St,Closed; Cited into court for DUI
Motorist Assist,2017-0185,1/8/17,905,1/8/17,905,Catamount Dr / Beaumont Ave,Closed
Intrusion Alarm,2017-0193,1/9/17,122,1/9/17,122,Fleming,Closed
Fire Alarm / Suspicious Odor,2017-0197,1/9/17,753,1/9/17,753,Given,Closed
Fire Alarm,2017-0201,1/9/17,1032,1/9/17,1032,Marsh Austin Tupper,Closed
Suspicious Activity / Drugs,2017-0205,1/9/17,1736,Unk,Unk,Trinity Campus,Closed
Intrusion Alarm,2017-0206,1/9/17,1751,1/9/17,1751,460 S Prospect St,Closed
Citizen Assist,2017-0208,1/9/17,2002,1/9/17,2002,Jeffords Hall Outside,Closed
Motorist Assist,2017-0210,1/9/17,2232,1/9/17,2232,Interstate 89 / Exit 15,Closed
Vandalism,2017-0212,1/10/17,1339,1/9/17,Unk,Given Parking Lot,Open incident
Intrusion Alarm,2017-0214,1/10/17,1844,1/10/17,1844,460 S Prospect St,Closed
Citizen Assist,2017-0217,1/11/17,113,1/11/17,113,Marsh Hall,Closed
Property Damage,2017-0221,1/11/17,1312,Unk,Unk,Rowell Hall Outside,Closed
Larceny,2017-0223,1/11/17,1644,Unk,Unk,Aiken Forestry Sciences,Open incident
Suspicious Behavior,2017-0226,1/11/17,1956,1/11/17,1956,Living & Learning Parking Lot,Closed; non substantiated
Intrusion Alarm,2017-0229,1/11/17,2023,1/11/17,2023,460 S Prospect St,Closed
Unsecured Premise,2017-0233,1/12/17,413,1/12/17,413,Moulton Winder Field,Closed
Welfare Check,2017-0254,1/12/17,2342,1/12/17,2342,Main St / S Williams St,Closed
Traffic / DUI,2017-0255,1/13/17,16,1/13/17,16,Williston Rd / I89 On Ramp,Closed; non affiliate cited into court for DUI
Trespassing,2017-0261,1/13/17,341,1/13/17,341,Votey,Closed; affiliate escorted from the building & report to CSC
Agency Assist,2017-0263,1/13/17,822,1/13/17,822,"Brookfield, VT",Closed; Assist to ICAC
Fire Alarm,2017-0267,1/13/17,1121,1/13/17,1121,Davis Center,Closed
Traffic / DUI,2017-0279,1/13/17,2302,1/13/17,2302,"I89 South, South Burlington",Closed; cited for DUI
Accident,2017-0292,1/14/17,736,1/14/17,736,1150 Williston Rd,Closed
Unsecure Premise,2017-0293,1/14/17,911,1/14/17,911,Centennial Field Compound,Closed
Agency Assist / Noise,2017-0312,1/15/17,14,1/15/17,14,"21 University Ln, Colchester",Closed; Assist to CPD
Agency Assist,2017-0322,1/15/17,806,1/15/17,806,Fleming,Closed; Assist to BFD
Vandalism,2017-0328,1/15/17,1357,1/15/15,Unk,70 S Williams St,Open
Motorist Assist,2017-0329,1/15/17,1406,1/15/17,1406,Votey Lot,Closed
Motorist Assist,2017-0330,1/15/17,1538,1/15/17,1538,Simpson Lot,Closed
Unsecured Premise,2017-0331,1/15/17,1613,1/15/17,1613,Billings,Closed
Fire Alarm,2017-0335,1/15/17,2155,1/15/17,2155,Hills,Closed
Noise,2017-0336,1/15/17,2214,1/15/17,2214,500 S Prospect St,Closed
Drugs,2017-0339,1/15/17,2301,1/15/17,2301,Mercy,Closed; non substantiated
Agency Assist,2017-0340,1/15/17,2322,1/15/17,2322,284 East Ave,Closed; Assist to BPD
Traffic / DUI / Drugs,2017-0344,1/16/17,20,1/16/17,20,Williston Rd / East Ave,Closed; 2 non affiliates issued tickets for poss of marijuana; 1 non affiliate cited into court for DUI
Suspicious Behavior,2017-0347,1/16/17,808,1/16/17,808,Waterman Outside,Closed
Citizen Assist,2017-0348,1/16/17,816,1/16/17,816,University Rd / East Ave,Closed
