Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Drugs,2015-5073,9/1/15,27,9/1/15,27,McCann Hall Outside,Closed; not substantiated
Agency Assist,2015-5076,9/1/15,340,9/1/15,340,"Pearl St, Burlington",Closed; assist to Burlington Police
Intrusion Alarm,2015-5077,9/1/15,646,9/1/15,646,Waterman,Closed
Theft of Service,2015-5079,9/1/15,838,9/1/15,838,Mann Hall Parking Lot,Closed; report to CSES
Larceny,2015-5081,9/1/15,1002,8/28/15,0800-1830,Converse Hall Bike Rack,Open incident
Domestic,2015-5084,9/1/15,1328,08/28-30/2015,Unk,Living & Learning,Open incident
Stalking / Agency Assist,2015-5085,9/1/15,1418,8/23/15,Unk,"Willard St, Burlington",Closed; Assist to Burlington Police
Suspicious Behavior,2015-5091,9/1/15,1613,9/1/15,1613,Torrey Hall,Closed
Stalking,2015-5094,9/1/15,1836,Spring 2015 - 09/01/2015,Unk-0833,Redstone Apts,Closed; referred to title IX coordinator
Suspicious Behavior,2015-5097,9/1/15,2246,9/1/15,2246,HSRF,Closed; cited into court for Violation Conditions of Release
Noise,2015-5098,9/1/15,2313,9/1/15,2313,Harris Millis Amphitheatre,Closed
Drugs,2015-5100,9/1/15,2329,9/1/15,2329,Wilks Hall,Closed; report to CSES
Noise / Drugs,2015-5102,9/1/15,2351,9/1/15,2351,Harris Millis Amphitheatre,Closed
Citizen Assist,2015-5105,9/2/15,150,9/2/15,150,East Ave / Colchester Ave,Closed
Intrusion Alarm,2015-5109,9/2/15,900,9/2/15,900,Waterman,Closed
Vandalism Graffiti,2015-5114,9/2/15,1825,9/2/15,Unk,Davis Hall,Open
Drugs,2015-5115,9/2/15,1958,9/2/15,1958,Wilks,Closed; report to CSES
Agency Assist,2015-5118,9/2/15,2151,9/2/15,2151,UVM Medical Center,Closed; Assist to Burlington PD
Drugs,2015-5123,9/2/15,2249,9/2/15,2249,HM Ampitheater,Closed; not substantiated
Medical Assist,2015-5128,9/3/15,259,9/3/15,259,Wilks,"Closed, Rescue transported to UVM MC"
Emergency Phone,2015-5129,9/3/15,807,9/3/15,807,Royal Tyler Theater,Closed
Burglary,2015-5130,9/3/15,1000,09/01-09/03/2015,Unk,Jeffords,Open
Accident LSA,2015-5131,9/3/15,1037,9/3/15,1037,Gutterson Garage,Closed; Cited into court for Leaving the Scene of an Accident
Larceny,2015-5132,9/3/15,1116,9/3/15,Unk-1045,Cook,Open
Accident LSA,2015-5134,9/3/15,1531,9/3/15,Unk,Wing Lot,Open
Larceny,2015-5138,9/3/15,1753,9/3/15,Unk,Jeffords,Closed; property recovered
Intrusion Alarm,2015-5139,9/3/15,1800,9/3/15,1800,Waterman,Closed
Larceny,2015-5140,9/3/15,1831,9/3/15,1700-1800,PFG Fitness Center,Open
Intrusion Alarm,2015-5141,9/3/15,1836,9/3/15,1836,Waterman,Closed
Suspicious Behavior,2015-5142,9/3/15,1843,9/3/15,1843,MAT,Open
Larceny Bicycle,2015-5149,9/3/15,2220,9/3/15,2030-2200,Sichel Bike Rack,Open
Intoxication,2015-5154,9/3/15,2331,9/3/15,2331,Coolidge,Closed; referred to ACT 1 for Detox; report to CSES
Noise / Alcohol Offense,2015-5159,9/4/15,115,9/4/15,115,Wright,Closed; Report to CSES
Ordinance Violation / Public Urination,2015-5160,9/4/15,128,9/4/15,128,390 S Prospect St,Closed
DUI,2015-5162,9/4/15,242,9/4/15,242,Williston Rd / Main St,"Closed, Cited into court for DUI, Excessive Speed & Negligent Operation"
Fire Alarm,2015-5164,9/4/15,1053,9/4/15,1053,Dewey,Closed
Larceny,2015-5165,9/4/15,1407,9/4/15,1300-1405,Rowell,Open
Larceny,2015-5167,9/4/15,1505,9/4/15,1300-1400,Given,Open
Motorist Assist,2015-5168,9/4/15,1608,9/4/15,1608,Davis Center Oval,Closed
Intrusion Alarm,2015-5170,9/4/15,1742,9/4/15,1742,Training and Compliance,Closed
Intrusion Alarm,2015-5171,9/4/15,1800,9/4/15,1800,Waterman,Closed
Unsecured Premise,2015-5172,9/4/15,1805,9/4/15,1805,Waterman,Closed
Drugs,2015-5174,9/4/15,1926,9/4/15,1926,Catholic Center Woods,Closed; Report to CSES
Suspicious Behavior,2015-5179,9/4/15,2155,9/4/15,2155,WDW Lot,Closed
Blue Light Alarm,2015-5180,9/4/15,2202,9/4/15,2202,Farrell,Closed
Intoxication,2015-5181,9/4/15,2214,9/4/15,2214,Wilks,Closed; referred to ACT 1 for Detox; report to CSES
Noise,2015-5182,9/4/15,2220,9/4/15,2220,500 S Prospect St,Closed; Verbal Warning
Blue Light Alarm,2015-5184,9/4/15,2224,9/4/15,2224,Simpson,Closed
Ordinance Violation / Open Container,2015-5185,9/4/15,2241,9/4/15,2241,"66 Hungerford Ter, Burlington",Closed; Ticket issued
Drugs,2015-5187,9/4/15,2254,9/4/15,2254,HM Ampitheater,Closed; Report to CSES
Noise,2015-5188,9/4/15,2312,9/4/15,2312,"107 Mansfield Av, Burlington",Closed
Noise,2015-5190,9/4/15,2332,9/4/15,2332,500 S Prospect St,Closed; Verbal Warning
Intoxication,2015-5191,9/4/15,2338,9/4/15,2338,Ready,Closed; referred to Corrections for Detox
Noise,2015-5192,9/4/15,2347,9/4/15,2347,500 S Prospect St,Closed; Verbal Warning
Intoxication,2015-5193,9/4/15,2348,9/4/15,2348,Living and learning,Closed; Report to CSES
Alcohol Offense,2015-5194,9/4/15,2353,9/4/15,2353,Ready,Open
Ordinance Violation / Noise,2015-5195,9/5/15,18,9/5/15,18,"53 N Willard St, Burlington",Closed; Ticket issued
Medical Assist,2015-5198,9/5/15,53,9/5/15,53,Redstone Lofts,Closed; Rescue transported to UVM MC
Ordinance Violation / Open Container,2015-5200,9/5/15,206,9/5/15,206,Pearl St / N Union St,Closed; Ticket issued
Motor Vehicle Complaint,2015-5201,9/5/15,217,9/5/15,217,S Prospect St / Davis Rd,Closed
Suspicious Behavior,2015-5203,9/5/15,740,9/5/15,740,UVM Main Green,Closed
Disturbance / Arrest on Warrant,2015-5205,9/5/15,909,9/5/15,909,University Health Center,Closed; non affiliate lodged at corrections on arrest warrant
Drugs,2015-5207,9/5/15,1228,9/5/15,1228,Davis Center,Closed
Intrusion Alarm,2015-5208,9/5/15,1611,9/5/15,1611,Waterman,Closed
Intoxication / Medical Assist,2015-5218,9/5/15,2318,9/5/15,2318,Jeanne Mance,Closed; referred to UVM Medical Center via UVM Rescue & than ACT 1 for detox; report to CSES
Noise,2015-5219,9/5/15,2338,9/5/15,2338,Redstone Apts 4-21,Closed; noise warning issued
Alcohol Offense,2015-5220,9/5/15,2359,9/5/15,2359,Wing Davis Wilks,Closed; non affiliate issued alcohol ticket
Alcohol Offense,2015-5223,9/6/15,14,9/6/15,14,Harris Millis Amphitheatre,Closed; report to CSES
Blue Light Alarm,2015-5224,9/6/15,21,9/6/15,21,Southwick,Closed
Drugs,2015-5226,9/6/15,39,9/6/15,39,Christie Wright Patterson,Closed; report to CSES
Drugs / Alcohol Offense,2015-5227,9/6/15,52,9/6/15,52,Coolidge Hall Outside,Closed; report to CSES
Intoxication / Medical Assist,2015-5229,9/6/15,115,9/6/15,115,Austin Hall,Closed; referred to UVM Medical Center via UVM Rescue & than ACT 1 for detox; report to CSES
Intoxication / Medical Assist,2015-5235,9/6/15,404,9/6/15,404,Wing Hall,Closed; referred to UVM Medical Center via UVM Rescue; report to CSES
Medical Assist,2015-5238,9/6/15,955,9/6/15,955,Living and Learning,Closed; referred to UVM Medical Center via UVM Rescue
Accident,2015-5239,9/6/15,959,9/6/15,959,Main St / Spear St,Closed
Intrusion Alarm,2015-5240,9/6/15,1607,9/6/15,1607,Fort Training and Compliance,Closed
Welfare Check,2015-5241,9/6/15,1633,9/6/15,1633,Living and Learning,Closed; Referred to Crisis at UVM MC via PD
Medical Assist,2015-5243,9/6/15,1758,9/6/15,1758,CWP,Closed; referred to UVM Medical Center via UVM Rescue
Suspicious Behavior,2015-5244,9/6/15,1817,9/6/15,1817,MAT Green,Closed
Fire Alarm,2015-5248,9/6/15,1953,9/6/15,1953,Christie,Closed
Medical Assist,2015-5253,9/6/15,2108,9/6/15,2108,Tupper,Closed; referred to UVM Medical Center via UVM Rescue
Drugs,2015-5254,9/6/15,2123,9/6/15,2123,Harris Millis,Closed; Drugs and paraphernalia confiscated; Report to CSES
Welfare Check/Medical Assist,2015-5260,9/6/15,2200,9/6/15,2200,Harris,Closed; referred to UVM Medical Center via UVM Rescue
Alcohol Offense,2015-5261,9/6/15,2252,9/6/15,2252,Wing,Closed; Report to CSES
Drugs,2015-5267,9/6/15,2354,9/6/15,2354,Redstone Hall Outside,Closed; Drugs confiscated; Report to CSES
Drugs,2015-5268,9/7/15,25,9/7/15,25,Mason Outside,Closed; Drugs confiscated; Report to CSES
Drugs / Alcohol,2015-5269,9/7/15,43,9/7/15,43,CWP Outside,Closed; Drugs confiscated; Report to CSES
Intoxication,2015-5270,9/7/15,43,9/7/15,43,Christie,Closed; referred to UVM Medical Center via UVM Rescue & than ACT 1 for detox; report to CSES
Ordinance Violation / Open Container,2015-5272,9/7/15,106,9/7/15,106,East Av / University Rd,Closed; Ticket issued
Disorderly Conduct / Larceny,2015-5277,9/7/15,234,9/7/15,234,Harris Millis Ampitheatre,Open
Fire Alarm,2015-5278,9/7/15,312,9/7/15,312,University Heights North 2,Closed
Suspicious Behavior,2015-5279,9/7/15,330,9/7/15,330,Jeffords Lot,Closed
Drugs,2015-5291,9/7/15,1051,9/7/15,1051,Main Campus Construction Area,Closed
Medical Assist,2015-5293,9/7/15,1107,9/7/15,1107,Wing Hall,Closed; subject referred to UVM Medical Center via UVM Rescue
Suspicious Behavior,2015-5299,9/7/15,1514,9/7/15,1514,Sichel Hall Outside,Closed; non substantiated
Intrusion Alarm,2015-5301,9/7/15,1616,9/7/15,1616,Waterman,Closed
Intrusion Alarm,2015-5303,9/7/15,1805,9/7/15,1805,Waterman,Closed
Motorist Assist,2015-5304,9/7/15,1827,9/7/15,1827,Main St / University Hgts,Closed
Fraud,2015-5306,9/7/15,1925,9/5/15,1639-1654,Harris Hall & California,Open incident
Larceny,2015-5307,9/7/15,1934,9/7/15,0200-1930,Wright Hall Outside,Open incident
Larceny,2015-5308,9/7/15,2227,09/03-07/2015,1600-1800,Given Hall,Open incident
Suspicious Behavior,2015-5315,9/8/15,21,9/8/15,21,Davis Hall Outside,Closed
Unsecured Premise,2015-5318,9/8/15,38,9/8/15,38,Lafayette,Closed
Medical Assist,2015-5320,9/8/15,136,9/8/15,136,Mason Hall,Closed; subject referred to UVM Medical Center via UVM Rescue
Citizen Assist,2015-5321,9/8/15,755,9/8/15,755,Rowell Hall,Closed
Larceny,2015-5329,9/8/15,1212,09/06-08/2015,0100-1212,Harris Millis Bike Rack,Open incident
Citizen Assist,2015-5330,9/8/15,1330,9/8/15,1330,Jeffords Hall,Closed
Agency Assist,2015-5331,9/8/15,1420,9/8/15,1420,Fleming Parking Lot,Closed; assist to Vermont State Police with locating a stolen vehicle
Agency Assist / Welfare Check,2015-5332,9/8/15,1533,9/8/15,1533,Harris Hall,Closed; assist to Residential Life; subject located and referred to UVM Medical Center Crisis Services
Stalking / Disorderly Conduct via Electronic Means,2015-5333,9/8/15,1643,Unk,Unk,Mercy Hall,Open; non affiliate issued a UVM Campus Trespass Notice & a temporary Abuse Prevention Order from Chittenden Family Court; Cited into court for Stalking
Medical Assist,2015-5335,9/8/15,2106,9/8/15,2106,Converse Hall,Closed; subject referred to UVM Medical Center via UVM Rescue
Agency Assist,2015-5342,9/9/15,816,9/9/15,816,Continuing Education,Closed; assist to UVM Continuing Education
Larceny,2015-5346,9/9/15,1242,9/9/15,720,Marsh Austin Tupper Lobby,Open incident
Medical Assist,2015-5351,9/9/15,1837,9/9/15,1837,UVM Rugby Field,Closed; referred to UVM Medical Center via UVM Rescue
Drugs,2015-5359,9/9/15,2148,9/9/15,2148,Harris Millis Amphitheatre,Closed; report to CSES
Suspicious Activity,2015-5360,9/9/15,2217,9/9/15,1645,UVM Farm,Closed
Suspicious Behavior,2015-5363,9/9/15,2256,9/9/15,2256,Redstone Apts,Closed
Larceny,2015-5364,9/9/15,2301,9/9/15,1930-2100,Davis Center Bike Rack,Open incident
Agency Assist / Domestic Assault,2015-5366,9/9/15,2339,9/9/15,2339,"West St, Winooski",Closed; assist to Winooski Police
Agency Assist,2015-5367,9/10/15,47,9/10/15,47,"Williston Rd, S. Burlington",Closed; assist to So. Burlington Police
Agency Assist,2015-5370,9/10/15,302,9/10/15,302,"Williston Rd, S. Burlington",Closed; assist to So. Burlington Police
Trespassing,2015-5371,9/10/15,508,9/10/15,508,IMF Parking Lot,Closed; subject located and escorted off campus
Medical Assist,2015-5372,9/10/15,514,9/10/15,517,Wing Hall,Closed; referred to UVM Medical Center via UVM Rescue
Agency Assist,2015-5373,9/10/15,555,9/10/15,555,"W. Canal St, Winooski",Closed; assist to Winooski Police
Accident - Property Damage,2015-5377,9/10/15,939,9/10/15,939,Waterman Parking Lot,Closed
Stalking,2015-5380,9/10/15,1126,08/30/2015 -09/10/2015,Unk,Wilks Hall,Open incident; Referred to Title IV Coordinator
Welfare Check,2015-5381,9/10/15,1133,9/10/15,1133,Jeanne Mance,Closed; subject located
Motor Vehicle Complaint,2015-5382,9/10/15,1214,9/10/15,Unk,Carrigan Dr / Beaumont Ave,Closed
Larceny,2015-5384,9/10/15,1301,09/09-10/2015,2300-1230,Wright Hall Bike Rack,Open incident
Medical Assist,2015-5385,9/10/15,1312,9/10/15,1312,Mercy Hall,Closed; affiliate referred to UVM Medical Center via UVM Rescue
Disorderly Conduct / Agency Assist,2015-5386,9/10/15,1337,9/10/15,1337,University Pl / Main St,Closed; assisted Burlington Police with locating a non affiliate for Disorderly Conduct
Welfare Check,2015-5387,9/10/15,1350,9/10/15,1350,Harris Hall,Closed; subject located
Larceny,2015-5388,9/10/15,1405,09/09-10/2015,2200-0700,Christie Hall Bike Rack,Open incident
Motorist Assist,2015-5390,9/10/15,1543,9/10/15,1543,Main St / East Ave,Closed
Larceny,2015-5393,9/10/15,1722,09/09-10/2015,Unk,University Hgts North 1 Bike Rack,Open incident
Suspicious Behavior,2015-5403,9/10/15,2111,9/10/15,2111,Wing Hall,Closed
Voyeurism,2015-5412,9/10/15,2316,9/10/15,2316,Redstone Apts,Closed; non affiliate cited into court for Voyeurism & trespassed from UVM Campus
Noise,2015-5413,9/11/15,103,9/11/15,103,Living & Learning,Closed; not substantiated
Animal Problem,2015-5423,9/11/15,838,9/11/15,838,Bio Research Outside,Closed
Simple Assault,2015-5424,9/11/15,927,Unk,Unk,Main Campus,Open
Medical Assist,2015-5431,9/11/15,1050,9/11/15,1050,Rowell,Closed; Refused transport
Property Damage,2015-5433,9/11/15,1125,9/9/15,Unk,50 University Rd,Closed
Citizen Assist,2015-5434,9/11/15,1133,9/11/15,1133,Votey Bicycle Rack,Closed
Citizen Assist,2015-5439,9/11/15,1420,9/11/15,1420,Davis Center Bicycle Rack,Closed
Blue Light Alarm,2015-5441,9/11/15,1441,9/11/15,1441,Waterman,Closed
Agency Assist,2015-5443,9/11/15,1842,9/11/15,1842,Redstone Lofts,Closed; Assist to Spillane's Towing
Drugs,2015-5444,9/11/15,1941,9/11/15,1941,University Heights South 3,Closed; Report to CSES
Medical Assist,2015-5448,9/11/15,2210,9/11/15,2210,Jeanne Mance,Closed; Refused transport
Drugs,2015-5452,9/11/15,2256,9/11/15,2256,Catholic Center Green,Closed; Report to CSES
Alcohol Offense,2015-5453,9/11/15,2323,9/11/15,2323,University Hgts Rd,Closed; Report to CSES
Alcohol Offense,2015-5454,9/11/15,2343,9/11/15,2343,University Heights Basketball Courts,Closed; Report to CSES
Drugs,2015-5456,9/12/15,111,9/12/15,111,Christie Hall Outside,Closed; Report to CSES
Drugs,2015-5457,9/12/15,113,9/12/15,113,Living and Learning,Closed; Report to CSES
Intoxication / Agency Assist,2015-5458,9/12/15,146,9/12/15,146,Main St / University Heights,Closed; Assist to South Burlington Police & report to CSES
Drugs,2015-5460,9/12/15,158,9/12/15,158,Hamilton,Closed; Report to CSES
Medical Assist / Welfare Check,2015-5461,9/12/15,441,9/12/15,441,500 S Prospect St,Closed; referred to UVM Medical Center via UVM Rescue
Welfare Check,2015-5462,9/12/15,538,9/12/15,538,Harris,Closed
Animal Problem,2015-5468,9/12/15,1215,9/12/15,1215,Admissions Lot,Closed
Welfare Check,2015-5472,9/12/15,1457,9/12/15,1457,Southwick,Closed; Transported to UVM MC for Crisis
Agency Assist,2015-5474,9/12/15,1618,9/12/15,1618,UVM Medical Center,Closed; Transported to ACT 1; Assist to UVM MC
Vandalism,2015-5475,9/12/15,1919,Unk,Unk,Living and Learning,Open
Drugs,2015-5483,9/12/15,2316,9/12/15,2316,Living and Learning,Closed; Report to CSES
Alcohol Offense,2015-5484,9/12/15,2318,9/12/15,2318,Mercy,Closed
Alcohol / Disturbance,2015-5485,9/12/15,2333,9/12/15,2333,McAuley,Open; Tickets and trespasses issued to 6 non-affiliates & 2 non affiliates cited for unlawful mischief
Fire Alarm,2015-5486,9/13/15,2,9/13/15,2,MAT,Closed
Blue Light Alarm,2015-5487,9/13/15,114,9/13/15,114,Redstone Green,Closed
Drugs,2015-5488,9/13/15,211,9/13/15,211,Coolidge,Closed; Report to CSES
