Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Intoxication,2016-1374,3/1/16,322,3/1/16,322,111 Colchester Ave,Closed; Transported to ACT 1
Drugs,2016-1378,3/1/16,1316,3/1/16,1316,109 S Prospect Lot,Closed
Citizen Assist,2016-1379,3/1/16,1323,3/1/16,1323,University Heights  South Building,Closed
Sexual Assault,2016-1380,3/1/16,1357,Sep-15,Unk,University Heights North 1,Closed; referred to Title IX coordinator
Motorist Assist,2016-1381,3/1/16,1407,3/1/16,1407,Waterman,Closed
Accident LSA,2016-1382,3/1/16,1420,3/1/16,1405,MAT Lot,Closed; Report to CSES
Threats / Harassment,2016-1383,3/1/16,1605,Unk,Unk,Waterman,Closed
Anonymous Aggravated  Assault,2016-1386,3/1/16,1649,2/27/16,Unk,Off Campus Location,Closed
Forcible Fondling,2016-1397,3/2/16,1252,Unk,0800-2000,70 S Williams St,"Closed; Cited into court for 10 counts of Lewd and Lascivious; See also 2016-1398, 2016-1425, 2016-1665"
Forcible Fondling,2016-1398,3/2/16,1252,Unk,0800-2000,Lafayette,"Closed; Cited into court for 10 counts of Lewd and Lascivious; See also 2016-1397, 2016-1425, 2016-1665"
Trespassing,2016-1404,3/2/16,1634,2/27/16,200,Hamilton,Closed
Medical Assist,2016-1407,3/2/16,1749,3/2/16,1749,Waterman,Closed; UVM Rescue transported to UVM MC
Medical Assist,2016-1410,3/2/16,1952,3/2/16,1952,Living and Learning,Closed;UVM Rescue transported to UVM MC
Noise,2016-1414,3/3/16,454,3/3/16,454,Mercy,Closed
Agency Assist / Trespassing,2016-1417,3/3/16,902,3/3/16,902,Harris Millis,Closed; non affiliate located; assist to UVM Residential Life
Citizen Assist,2016-1422,3/3/16,1359,3/3/16,1359,Main St / Beaumont Ave,Closed
Medical Assist,2016-1423,3/3/16,1401,3/3/16,1401,Davis Center,Closed; non affiliate referred to UVM Rescue
Forcible Fondling,2016-1425,3/3/16,1734,2/26/16,1200,Lafayette Building,"Closed; Cited into court for 10 counts of Lewd and Lascivious; See also 2016-1397, 2016-1398, 2016-1665"
Elevator Alarm,2016-1429,3/3/16,2124,3/3/16,2124,University Hgts South 2,Closed
Noise,2016-1433,3/3/16,2218,3/3/16,2218,Redstone Lofts,Closed; noise warning issued
Blue Light Alarm,2016-1434,3/3/16,2253,3/3/16,2253,McAuley Hall Outside,Closed
Medical Assist,2016-1441,3/4/16,1144,3/4/16,1144,Davis Center,Closed; affiliate referred to UVM Medical Center via UVM Rescue
Fire Alarm,2016-1442,3/4/16,1228,3/4/16,1228,McAuley Hall,Closed
Drugs,2016-1447,3/4/16,2058,3/4/16,2058,Simpson Hall,Closed; report to CSES
Drugs,2016-1448,3/4/16,2114,3/4/16,2114,Living & Learning,Closed; non substantiated
Drugs,2016-1449,3/4/16,2122,3/4/16,2122,Wright Hall,Closed; report to CSES
Drugs,2016-1450,3/4/16,2200,3/4/16,2200,Harris Millis,Closed
Unsecured Premise,2016-1451,3/4/16,2238,3/4/15,2238,Wilks Hall,Closed
Drugs,2016-1466,3/5/16,1054,3/5/16,1054,Harris Hall,Closed; report to CSES
Recovered Property,2016-1468,3/5/16,1124,3/5/16,1124,Living & Learning,Closed
Drugs,2016-1469,3/5/16,1202,3/5/16,1202,University Hgts North 2,Closed; report to CSES
Citizen Assist,2016-1473,3/5/16,1409,3/5/16,1409,Davis Center Outside,Closed
Suspicious Behavior,2016-1476,3/5/16,1640,3/5/16,1640,UVM Redstone Green,Closed
