Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Drug Possession,2015-0701,2/1/15,44,2/1/15,44,Chittenden,Closed drugs and paraphernalia confiscated report to CSES
Alcohol Offense,2015-0702,2/1/15,101,2/1/15,101,Converse,Closed report to CSES
Motor Vehicle Complaint,2015-0703,2/1/15,223,2/1/15,223,Robinson,Open
Vandalism,2015-0704,2/1/15,335,2/1/15,335,Coolidge,Closed subject cited for disorderly conduct / unlawful mischief; Report to CSES
Medical Assist,2015-0708,2/1/15,1202,2/1/15,1202,Royal Tyler Theatre,Closed subject referred to UVM Medical Center  by UVM Rescue
Agency Assist,2015-0711,2/1/15,1228,2/1/15,0100-0400,Main St / S Prospect St,Closed
Medical,2015-0713,2/1/15,1455,2/1/15,1455,Bailey Howe Library,Closed subject referred to UVM Medical Center by UVM Rescue
Fire Alarm,2015-0715,2/1/15,1617,2/1/15,1617,CBW,Closed
Noise,2015-0716,2/1/15,2223,2/1/15,2223,Coolidge,Closed
Vandalism Graffiti,2015-0720,2/2/15,10,2/2/15,Unknown,McAuley,Closed
Suspicious Behavior,2015-0721,2/2/15,221,2/2/15,221,Wills,Closed
Blue Light Alarm,2015-0722,2/2/15,723,2/2/15,723,East Commuter Lot,Closed
Fire,2015-0723,2/2/15,806,2/2/15,806,Harris Millis Parking Lot,Closed
Suspicious Behavior,2015-0724,2/2/15,1123,2/2/15,1123,Waterman,Closed
Agency Assist,2015-0725,2/2/15,1149,2/2/15,1149,Holiday Inn S Burlington,Closed
Medical,2015-0727,2/2/15,1253,2/2/15,1253,Williams,Closed subject referred to UVM Med Center by UVM Rescue
Medical / Welfare Check,2015-0731,2/2/15,1657,2/2/15,1657,Living and Learning,Closed referred to UVM Medical Center by UVM Rescue
Medical,2015-0732,2/2/15,1907,2/2/15,1907,Rowell,Closed subject referred to UVM Medical Center by UVM Rescue
Property Damage,2015-0733,2/2/15,1909,2/2/15,1909,Waterman,Closed
Agency Assist,2015-0734,2/2/15,1950,2/2/15,1950,Main St / Spear St Burlington,Closed
Medical,2015-0735,2/2/15,2012,2/2/15,2012,Chittenden,Closed  referred to UVM Medical Center by UVM Rescue 
Fire Alarm,2015-0736,2/2/15,2134,2/2/15,2134,U Hgts S1,Closed
Medical,2015-0738,2/3/15,724,2/3/15,724,Patterson,Closed  referred to UVM Medical Center by UVM Rescue
Agency Assist,2015-0739,2/3/15,851,2/3/15,851,Davis Center,Closed
Fire Alarm,2015-0741,2/3/15,933,2/3/15,933,Harris Millis,Closed
Intrusion Alarm,2015-0742,2/3/15,944,2/3/15,944,Nolan House,Closed
Agency Assist,2015-0743,2/3/15,1006,2/3/15,1006,Main St / Spear St S Burlington,Closed
Medical,2015-0744,2/3/15,1203,2/3/15,1203,Jeanne Mance,Closed referred to UVM Medical Center by UVM Rescue
Accident / Property Damage,2015-0745,2/3/15,1246,2/3/15,1246,CWP Lot,Closed
Vandalism,2015-0747,2/3/15,1343,Unknown,Unknown,CBW,Closed
Burglary,2015-0748,2/3/15,1407,Unknown,Unknown,Waterman,Open
Medical,2015-0749,2/3/15,1457,2/3/15,1457,Wright,Closed subject referred to UVM Medical Canter by UVM Rescue
Vandalism,2015-0750,2/3/15,1609,Unknown,Unknown,Wright,Closed
Motorist Assist,2015-0751,2/3/15,1737,2/3/15,1737,Gutterson,Closed
Animal Problem,2015-0753,2/3/15,1801,2/3/15,1801,PFG,Closed
Intrusion Alarm,2015-0754,2/3/15,1917,2/3/15,1917,Fleming,Closed
Fire Alarm,2015-0755,2/3/15,1958,2/3/15,1958,McAuley,Closed
Medical,2015-0757,2/4/15,110,2/4/15,110,Coolidge,Closed referred to UVM Medical Center by UVM Rescue
Intrusion Alarm,2015-0760,2/4/15,428,2/4/15,428,460 S Prospect St,Closed
Property Damage,2015-0762,2/4/15,1006,2/4/15,1006,Votey,Closed
Suspicious Behavior,2015-0763,2/4/15,1016,2/2/15,1229,Davis Center,Closed
Citizen Assist,2015-0764,2/4/15,1342,2/4/15,1342,Waterman,Closed
Agency Assist,2015-0765,2/4/15,1538,2/4/15,1538,Marsh Life Sciences,Closed
Burglary,2015-0770,2/4/15,1947,2/4/15,1400-1947,Living & Learning,Open incident
Intrusion Alarm,2015-0771,2/4/15,2028,2/4/15,2028,460 S Prospect St,Closed
Agency Assist,2015-0774,2/5/15,224,2/5/15,224,East Ave / University Rd,Closed
Medical Assist,2015-0776,2/5/15,1245,2/5/15,1245,Williams,Closed; Rescue transported to Med Center
Fire Alarm,2015-0780,2/5/15,1651,2/5/15,1651,Given,Closed
Drugs Unfounded,2015-0784,2/5/15,1851,2/5/15,1851,Living and Learning,Closed; not substantiated
Drugs,2015-0787,2/5/15,2242,2/5/15,2242,Christie,Closed; Report to CSES
Blue Light Alarm,2015-0789,2/5/15,2346,2/5/15,2346,Mann,Closed
Agency Assist,2015-0792,2/6/15,204,2/6/15,204,Dorset St / Market St,Closed
Intrusion Alarm,2015-0796,2/6/15,745,2/6/15,745,460 S Prospect St,Closed
Agency Assist,2015-0802,2/6/15,1113,2/6/15,1113,Nicholson House,Closed
Larceny,2015-0804,2/6/15,1741,2/5/15,Unknown,PFG,Closed
Accident,2015-0806,2/6/15,1753,2/6/15,1753,Parking Garage,Closed
Accident,2015-0808,2/6/15,1916,2/6/15,1916,Spear St / PFG Rd,Closed
Alcohol Offense,2015-0811,2/6/15,2009,2/6/15,2009,PFG,Closed; report to CSES
Citizen Assist,2015-0817,2/6/15,2353,2/6/15,2353,Williston Rd / East Ave,Closed
Agency Assist,2015-0821,2/7/15,148,2/7/15,148,"Williston Rd, S. Burlington",Closed
Suspicious Behavior,2015-0823,2/7/15,243,2/7/15,243,Coolidge Hall,Closed
Welfare Check,2015-0824,2/7/15,415,2/7/15,415,Simpson Hall,Closed; subject located
Agency Assist,2015-0825,2/7/15,759,2/7/15,759,"Waterfront Park, Burlington",Closed
Larceny,2015-0828,2/7/15,1135,02/04-07/2015,Unk,McAuley Hall,Open incident
Intrusion Alarm,2015-0832,2/7/15,1501,2/7/15,1501,Nolan House,Closed
Suspicious Event,2015-0833,2/7/15,1528,Fall 2014 & Spring 2015,Unk,Wing Hall,Open incident
Simple Assault,2015-0835,2/7/15,1614,2/6/15,Unk,107 Mansfield Ave Burlington,Open
Motorist Assist,2015-0839,2/7/15,2229,2/7/15,2229,Colchester Ave / East Ave,Closed
Intoxication / Medical Assist,2015-0843,2/7/15,2304,2/7/15,2304,Tupper Hall,Closed; referred to UVM Rescue &  ACT 1 for detox; report to CSES
Suspicious Behavior,2015-0848,2/8/15,38,2/8/15,38,Jeanne Mance,Closed
Agency Assist,2015-0849,2/8/15,223,2/8/15,223,East Ave / Main St,Closed
Agency Assist,2015-0850,2/8/15,400,2/8/15,400,"Williston Rd, S. Burlington",Closed
Fire Alarm,2015-0851,2/8/15,616,2/8/15,616,Ira Allen Chapel,Closed
Alarm,2015-0852,2/8/15,641,2/8/15,641,Ira Allen Chapel,Closed
Alarm,2015-0855,2/8/15,929,2/8/15,929,Ira Allen Chapel,Closed
Animal Problem,2015-0857,2/8/15,1131,2/8/15,1131,UHC,Closed
Extortion,2015-0858,2/8/15,1429,2/8/15,1429,Millis,Open
Fire Alarm,2015-0859,2/8/15,1755,2/8/15,1755,PFG,Closed
Trespassing,2015-0860,2/8/15,1837,2/8/15,1837,Simpson,Closed subject trespassed from Residential Building report to CSES
Suspicious Behavior,2015-0862,2/8/15,2247,2/8/15,2247,Ira Allen Chapel,Closed
Suspicious Behavior,2015-0868,2/9/15,30,2/9/15,30,WDW Lot,Open
Property Damage,2015-0871,2/9/15,522,2/7/15,Unknown,Ira Allen School,Closed
Agency Assist,2015-0873,2/9/15,1230,2/9/15,1230,Police Services,Closed
911 Hang Up,2015-0876,2/9/15,1542,2/9/15,1542,Arts and Sciences,Closed
