Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Trespass / Agency Assist,2017-1652,3/1/17,25,3/1/17,25,Horticulture Farm,Closed; Assist to SBPD
Unsecured Premise,2017-1654,3/1/17,39,3/1/17,39,Horticulture Farm,Closed
Intoxication,2017-1661,3/1/17,218,3/1/17,218,Pear St / S Winooski Ave,Closed; Transported to corrections for detox
Welfare Check,2017-1664,3/1/17,805,3/1/17,805,Tupper,Closed
Agency Assist,2017-1668,3/1/17,1100,3/1/17,1100,216 S Prospect St,Closed; Assist to CUSI
Noise,2017-1669,3/1/17,1417,3/1/17,1417,258 Colchester Ave,Closed
Drugs,2017-1672,3/1/17,1538,3/1/17,1538,Coolidge,Closed; Unsubstantiated
Drugs,2017-1676,3/1/17,1926,3/1/17,1926,Mercy,Closed; Unsubstantiated
Citizen Assist / Safety Escort,2017-1677,3/1/17,1958,3/1/17,1958,WDW,Closed
Computer Crime / Agency Assist,2017-1690,3/2/17,1100,3/2/17,1100,UVM Police Services,Closed
Citizen Assist,2017-1692,3/2/17,1219,3/2/17,1219,Waterman,Closed
Alcohol Offense,2017-1695,3/2/17,1934,3/2/17,1934,Millis Hall,Closed; report to CSC
Fire Alarm / Suspicious Odor,2017-1697,3/2/17,2145,3/2/17,2145,Wright Hall,Closed
Drugs,2017-1703,3/2/17,2312,3/2/17,2312,Millis Hall,Closed; report to CSC
Drugs,2017-1705,3/2/17,2320,3/2/17,2320,Wright Hall,Closed; Marijuana & Alcohol tickets issued; report to CSC
Agency Assist,2017-1708,3/2/17,2346,3/2/17,2346,UVM Police Services,Closed; assist to UVM Medical Center
Agency Assist,2017-1712,3/3/17,29,3/3/17,29,Main St / Summit St,Closed; assist to Burlington Police
Citizen Assist,2017-1728,3/3/17,1152,3/3/17,1152,PFG Bike Rack,Closed
Fraud,2017-1731,3/3/17,1704,Unk,Unk,Mercy,Open
Elevator Alarm,2017-1733,3/3/17,1851,3/3/17,1851,Davis Hall,Closed
Safety Escort,2017-1735,3/3/17,2104,3/3/17,2104,Morrill Hall,Closed
Motorist Assist,2017-1742,3/3/17,2304,3/3/17,2304,Main St / S Prospect St,Closed
Agency Assist,2017-1751,3/4/17,26,3/4/17,26,811 Williston Rd,Closed; Assist to SBPD
Traffic / DUI,2017-1753,3/4/17,49,3/4/17,49,Main St / S Willard St,Closed; Cited into court for DUI
Alcohol Offense,2017-1760,3/4/17,528,3/4/17,528,Sichel,Closed; Report to CSC
911 Hang up,2017-1761,3/4/17,553,3/4/17,553,1 S Prospect St,Closed
Parking Violation,2017-1762,3/4/17,929,3/4/17,929,PFG Parking Lot,Closed
Drugs / Alcohol Violation,2017-1773,3/4/17,2153,3/4/17,2153,Coolidge Hall,Closed; affiliate cited into court for Poss. of Marijuana; report to CSC
Suspicious Behavior,2017-1774,3/4/17,2310,3/4/17,2310,Library Research Annex Parking Lot,Closed
Medical Assist,2017-1781,3/5/17,28,3/5/17,28,Sichel Hall,Closed; affiliate transported to UVM MC ER via UVM Rescue
Alarm,2017-1784,3/5/17,44,3/5/17,44,Given,Closed
Suspicious Behavior,2017-1785,3/5/17,53,3/5/17,53,Christie Hall,Closed
Vandalism,2017-1791,3/5/17,1426,03/04-05/2017,Unk,Living & Learning Parking Lot,Open incident
Larceny,2017-1794,3/5/17,1839,3/5/17,0745-1645,Old Mill,Open incident
Welfare Check,2017-1799,3/5/17,2146,3/5/17,2146,University Hgts North 2 Outside,Closed; affiliate located and referred to UVM MC ER & UVM Cares
Citizen Assist,2017-1801,3/5/17,2201,3/5/17,2201,Fleming,Closed
Traffic / Drugs,2017-1805,3/5/17,2357,3/5/17,2357,Main St / S Willard St,Open incident
Vandalism,2017-1810,3/6/17,839,03/03-06/2017,Unk,Living and Learning,Open
Fire Alarm,2017-1811,3/6/17,1321,3/6/17,1321,University Heights South 1,Closed
Citizen Assist,2017-1817,3/6/17,2119,3/6/17,2119,PFG Ticket Booth,Closed
Elevator Alarm,2017-1819,3/6/17,2151,3/6/17,2151,Living and Learning,Closed
Agency Assist,2017-1824,3/6/17,2252,3/6/17,2252,Williston Rd / Dorset St,Closed; Assist to SBPD
Alcohol Offense,2017-1825,3/6/17,2323,3/6/17,2323,Jeanne Mance Lot,Closed; Report to CSC
Drugs,2017-1830,3/7/17,33,3/7/17,33,Williston Rd / I89,Closed; Ticket issued for Poss of Marijuana
Agency Assist / Intoxication,2017-1831,3/7/17,131,3/7/17,131,"1016 Shelburne Rd, S Burlington",Closed; Transported to Corrections for Detox
Intrusion Alarm,2017-1832,3/7/17,647,3/7/17,647,460 S Prospect St,Closed
Disturbance,2017-1838,3/7/17,1001,3/7/17,1001,1 S Prospect St,Closed
Sexual Assault,2017-1846,3/7/17,1526,Fall 2015,Unk,Unknown Residential Location,Closed; Report to Title IX
Accident LSA,2017-1847,3/7/17,1618,03/03-07/2017,Unk,Simpson Lot,Open
Intrusion Alarm,2017-1854,3/7/17,2136,3/7/17,2136,460 S Prospect St,Closed
Fire Alarm,2017-1858,3/7/17,2334,3/7/17,2334,University Heights South 2,Closed
Traffic / DLS / Drugs,2017-1860,3/7/17,2337,3/7/17,2337,Colchester Ave / Mansfield Ave,Closed; Cited into court for Criminal DLS
Accident / DUI,2017-1861,3/8/17,25,3/8/17,25,Williston Rd / East Terr,Closed; Subject cited into court for DUI; Gross Negligent Operation
Welfare Check,2017-1867,3/8/17,1031,3/8/17,1031,Main Green,Closed; Unable to locate
Suspicious Event,2017-1869,3/8/17,1107,3/8/17,1107,Redstone Path,Closed; Unable to locate
Hazing,2017-1871,3/8/17,1229,Unk,Unk,Athletic Campus,Open
Vandalism,2017-1872,3/8/17,1230,3/7/17,1800-2000,PFG Lot,Open
Drugs,2017-1875,3/8/17,2044,3/8/17,2044,Living and Learning,Closed; Report to CSC and Fire Marshal
Motor Vehicle Complaint,2017-1884,3/9/17,850,3/9/17,850,Virtue Field,Closed
