Classification,Incident #,Date Reported,Time Reported,Date Occurred,Time Occurred,General Location,Disposition
Blue Light Alarm,2013-9693,12/1/13,2051,12/1/13,2051,PGF,Closed
Traffic / Drugs,2013-9696,12/2/13,21,12/2/13,21,Main St / S Prospect St,Closed; Report to CSES
Vandalism,2013-9706,12/2/13,1538,11/22/13-12/02/13,Unk,Harris Hall,Open incident
Welfare Check,2013-9707,12/2/13,1635,12/2/13,1635,Living & Learning,Closed; subject located
Larceny,2013-9708,12/2/13,1728,Unk,Unk,Christie Wright Patterson,Open incident
Intrusion Alarm,2013-9709,12/2/13,1748,12/2/13,1748,Fleming,Closed
Suspicious Behavior,2013-9710,12/2/13,1755,12/2/13,1755,Fleming,Closed
Drugs,2013-9712,12/2/13,1945,12/2/13,1945,Coolidge Hall,Closed; report to CSES
Fire Alarm,2013-9713,12/2/13,1957,12/2/13,1957,Mason Hall,Closed
Drugs,2013-9714,12/2/13,2256,12/2/13,2256,North 1,Closed; report to CSES
K9 Assist,2013-9715,12/2/13,2310,12/2/13,2310,"Archibald St / Hyde St, Burlington",Closed
Agency Assist,2013-9719,12/3/13,441,12/3/13,441,"Riverside Ave / Hildred Dr, Burlington",Closed
Vandalism,2013-9720,12/3/13,859,12/2/13,Unk,Parking Garage,Open incident
Citizen Assist,2013-9722,12/3/13,1234,12/3/13,1234,UVM Main Green,Closed
Blue Light Alarm,2013-9723,12/3/13,1236,12/3/13,1236,Fleming,Closed
Open Door,2013-9725,12/3/13,1522,12/3/13,1522,Centennial Field,Closed; unfounded
Agency Assist,2013-9726,12/3/13,1631,12/3/13,1631,"S. Winooski Ave, Burlington",Closed
Intrusion Alarm,2013-9728,12/3/13,1841,12/3/13,1841,Fleming,Closed
Intrusion Alarm,2013-9730,12/3/13,2155,12/3/13,2155,Waterman,Closed
Drugs,2013-9731,12/3/13,2159,12/3/13,2159,Davis Hall,Closed; unfounded
Drugs,2013-9734,12/3/13,2351,12/3/13,2351,Living & Learning,Closed; report to CSES
Elevator Alarm,2013-9736,12/4/13,653,12/4/13,653,Davis Center,Closed
Vandalism,2013-9739,12/4/13,1055,12/4/13,1055,PFG,Open
